Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Гавриловская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38					
1	"Число избирателей, внесенных в список избирателей"	9454	2293	195	815	1364	643	564	490	189	295	482	217	243	470	276	235	315	368					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9603	2350	195	810	1370	645	578	496	190	302	491	228	248	488	285	240	318	369					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5238	1247	122	420	606	323	309	311	117	196	306	149	150	326	174	127	141	214					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1701	252	40	142	336	155	133	96	40	70	100	47	48	66	33	18	71	54					
6	Число погашенных избирательных бюллетеней	2664	851	33	248	428	167	136	89	33	36	85	32	50	96	78	95	106	101					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1701	252	40	142	336	155	133	96	40	70	100	47	48	66	33	18	71	54					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5238	1247	122	420	606	323	309	311	117	196	306	149	150	326	174	127	141	214					
9	Число недействительных избирательных бюллетеней	55	9	0	0	5	5	14	0	0	0	19	0	0	0	0	1	0	2					
10	Число действительных избирательных бюллетеней	6884	1490	162	562	937	473	428	407	157	266	387	196	198	392	207	144	212	266					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	146	45	2	10	10	10	10	10	3	5	7	5	5	10	3	3	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	81	41	2	4	8	0	2	0	0	0	4	3	2	7	2	1	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	29	5	2	2	1	3	0	1	2	0	0	3	1	1	2	0	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	65	4	0	6	2	10	8	10	3	5	3	2	3	3	1	2	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	284	65	7	5	28	20	11	21	6	14	18	12	5	18	16	11	7	20					
		4.09%	4.34%	4.32%	0.89%	2.97%	4.18%	2.49%	5.16%	3.82%	5.26%	4.43%	6.12%	2.53%	4.59%	7.73%	7.59%	3.30%	7.46%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	333	71	6	32	37	19	8	27	9	21	8	9	11	22	16	12	8	17					
		4.80%	4.74%	3.70%	5.69%	3.93%	3.97%	1.81%	6.63%	5.73%	7.89%	1.97%	4.59%	5.56%	5.61%	7.73%	8.28%	3.77%	6.34%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	4	0	3	1	1	0	2	0	0	0	1	1	2	1	2	0	3					
		0.30%	0.27%	0.00%	0.53%	0.11%	0.21%	0.00%	0.49%	0.00%	0.00%	0.00%	0.51%	0.51%	0.51%	0.48%	1.38%	0.00%	1.12%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	748	101	21	73	82	84	42	50	22	13	49	34	33	31	24	42	9	38					
		10.78%	6.74%	12.96%	12.99%	8.70%	17.57%	9.50%	12.29%	14.01%	4.89%	12.07%	17.35%	16.67%	7.91%	11.59%	28.97%	4.25%	14.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	16	0	2	8	4	0	1	0	0	0	1	3	3	1	0	0	2					
		0.59%	1.07%	0.00%	0.36%	0.85%	0.84%	0.00%	0.25%	0.00%	0.00%	0.00%	0.51%	1.52%	0.77%	0.48%	0.00%	0.00%	0.75%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5446	1230	128	447	781	344	367	305	120	218	312	139	145	314	148	76	188	184					
		78.48%	82.05%	79.01%	79.54%	82.91%	71.97%	83.03%	74.94%	76.43%	81.95%	76.85%	70.92%	73.23%	80.10%	71.50%	52.41%	88.68%	68.66%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	11	3	0	0	0	1	0	1	0	0	0	0	0	2	1	1	0	2					
		0.16%	0.20%	0.00%	0.00%	0.00%	0.21%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.48%	0.69%	0.00%	0.75%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
