Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Красноярская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768					
1	"Число избирателей, внесенных в список избирателей"	40828	1128	2534	1655	1266	1038	369	205	847	784	523	1586	2507	1039	315	1071	1574	2087	2160	410	228	1845	2551	1740	855	846	428	464	326	1139	455	547	341	506	615	395	797	770	399	537	164	405	331	230	523	293					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34150	1000	2000	1500	1000	900	350	200	700	700	450	1300	2000	900	300	900	1200	1600	2000	350	200	1500	2000	1400	700	700	400	400	300	900	400	400	300	450	500	350	700	650	350	450	150	400	300	200	450	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20019	548	1132	702	528	443	154	63	371	427	248	663	1313	525	133	580	983	1244	1321	235	160	804	1372	798	441	444	203	187	134	536	217	225	133	224	259	230	271	336	133	239	88	191	185	118	298	180					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2408	26	25	29	31	55	42	11	157	61	24	100	60	86	38	108	133	151	95	44	27	54	69	48	31	32	39	39	41	166	16	18	40	56	45	38	53	39	100	24	16	57	15	0	40	29					
6	Число погашенных избирательных бюллетеней	11723	426	843	769	441	402	154	126	172	212	178	537	627	289	129	212	84	205	584	71	13	642	559	554	228	224	158	174	125	198	167	157	127	170	196	82	376	275	117	187	46	152	100	82	112	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2408	26	25	29	31	55	42	11	157	61	24	100	60	86	38	108	133	151	95	44	27	54	69	48	31	32	39	39	41	166	16	18	40	56	45	38	53	39	100	24	16	57	15	0	40	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20019	548	1132	702	528	443	154	63	371	427	248	663	1313	525	133	580	983	1244	1321	235	160	804	1372	798	441	444	203	187	134	536	217	225	133	224	259	230	271	336	133	239	88	191	185	118	298	180					
9	Число недействительных избирательных бюллетеней	501	16	28	19	12	12	7	2	4	6	5	11	28	20	6	10	19	23	42	16	5	25	34	12	8	3	3	2	2	22	5	4	0	5	7	11	6	15	7	3	0	9	8	9	5	5					
10	Число действительных избирательных бюллетеней	21926	558	1129	712	547	486	189	72	524	482	267	752	1345	591	165	678	1097	1372	1374	263	182	833	1407	834	464	473	239	224	173	680	228	239	173	275	297	257	318	360	226	260	104	239	192	109	333	204					
