Выборы Президента Российской Федерации																																																																																					
Дата голосования: 04.03.2012																																																																																					
																																																																																					
Наименование Избирательной комиссии:    Киров, Октябрьская																																																																																					
																																																																																					
Сводная таблица итогов голосования																																																																																					
																																																																																					
	Число участковых избирательных комиссий	74																																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	74																																																																																			
																																																																																					
		Сумма	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №495	УИК №496	УИК №499									
1	Число избирателей, включенных в список избирателей	133463	2126	2325	2319	2193	1540	2012	2307	1906	1654	1877	1621	1438	2538	1079	2522	2774	2485	1401	1626	1794	1890	1273	1799	1615	1484	1914	1783	1743	2073	2105	2065	2550	2473	1779	1827	2198	2159	1305	2054	2339	2220	2256	2454	2348	2123	1812	1526	2207	2042	1639	1562	1578	1440	1992	2110	1699	2361	2581	2182	2505	1973	1559	1820	2308	628	2221	1291	82	369	171	286	132	182	1839									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	129070	2100	2300	2100	1950	1550	2000	2300	1750	1600	1900	1600	1300	2550	1050	2300	2520	2450	1400	1550	1800	1800	1250	1800	1600	1450	1900	1750	1750	2100	1850	2050	2500	2450	1700	1800	2200	2100	1300	2000	2200	2100	2150	2050	2150	2050	1800	1500	1850	1750	1600	1350	1600	1450	2000	2100	1650	2350	2550	2000	2500	1950	1500	1750	2300	550	2200	1300	200	400	200	300	150	300	1800									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	79746	1110	1365	1408	1252	934	1144	1353	1216	772	1203	958	918	1614	514	1437	1460	1463	834	862	1162	1238	646	1132	1092	748	1237	1103	1107	1395	1289	1368	1511	1535	1118	1117	1316	1086	887	1240	1411	1468	1271	1330	1530	1336	1085	924	1298	1239	862	878	964	763	1231	1309	1137	1460	1575	1324	1572	1011	967	1109	1262	283	1160	694	82	369	113	263	123	182	1017									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2934	83	32	60	105	43	44	23	60	35	34	27	33	61	27	45	63	65	15	30	18	8	59	22	14	77	42	17	20	33	41	76	83	66	15	43	26	51	4	26	26	29	25	14	17	24	36	38	27	74	28	35	32	21	7	11	9	13	9	109	36	111	86	93	91	51	127	108	0	0	0	0	0	0	21									
6	Число погашенных избирательных бюллетеней	46390	907	903	632	593	573	812	924	474	793	663	615	349	875	509	818	997	922	551	658	620	554	545	646	494	625	621	630	623	672	520	606	906	849	567	640	858	963	409	734	763	603	854	706	603	690	679	538	525	437	710	437	604	666	762	780	504	877	966	567	892	828	447	548	947	216	913	498	118	31	87	37	27	118	762									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2933	83	32	60	105	43	44	23	60	34	34	27	33	61	27	45	63	65	15	30	18	8	59	22	14	77	42	17	20	33	41	76	83	66	15	43	26	51	4	26	26	29	25	14	17	24	36	38	27	73	28	35	32	21	7	11	9	13	9	109	37	111	86	93	91	51	127	108	0	0	0	0	0	0	21									
8	Число бюллетеней в стационарных ящиках для голосования	79626	1107	1362	1406	1251	934	1144	1352	1215	767	1203	955	918	1612	514	1436	1460	1460	833	862	1162	1238	645	1132	1091	748	1236	1102	1063	1393	1289	1368	1510	1531	1117	1113	1314	1086	887	1229	1409	1468	1270	1330	1529	1336	1085	924	1298	1238	862	878	964	763	1231	1305	1137	1458	1575	1323	1570	1009	967	1107	1259	283	1160	694	82	369	113	263	123	182	1017									
9	Число недействительных избирательных бюллетеней	1170	10	12	17	17	16	11	22	18	6	21	9	7	13	8	179	17	14	9	5	16	16	11	15	18	4	15	16	13	18	16	26	22	13	13	25	17	22	7	18	19	11	19	9	11	23	9	7	15	10	8	10	14	11	14	13	20	16	22	22	58	13	12	12	16	2	14	5	1	3	1	2	0	9	7									
