Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Вадская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422					
1	"Число избирателей, внесенных в списки избирателей"	11458	386	2175	1880	1406	226	366	491	234	403	213	354	197	487	699	473	513	500	327	128					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11000	400	2000	1800	1300	210	360	450	240	400	210	350	200	500	620	500	500	500	320	140					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7728	386	1354	1106	954	124	268	384	144	269	120	238	105	325	468	355	410	378	233	107					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	888	0	73	93	95	47	56	43	37	23	44	54	49	45	63	42	54	43	22	5					
6	Число погашенных избирательных бюллетеней	2384	14	573	601	251	39	36	23	59	108	46	58	46	130	89	103	36	79	65	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	888	0	73	93	95	47	56	43	37	23	44	54	49	45	63	42	54	43	22	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7724	386	1352	1104	954	124	268	384	144	269	120	238	105	325	468	355	410	378	233	107					
9	Число недействительных избирательных бюллетеней	89	4	21	12	8	0	3	5	0	7	1	1	0	3	3	10	7	4	0	0					
10	Число действительных избирательных бюллетеней	8523	382	1404	1185	1041	171	321	422	181	285	163	291	154	367	528	387	457	417	255	112					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	399	0	44	35	40	5	20	20	15	20	20	20	15	17	18	30	25	20	20	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	237	0	42	28	30	0	2	7	10	7	5	8	2	15	10	27	20	4	8	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	116	5	14	4	5	5	3	4	5	2	1	3	1	5	34	7	9	6	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	162	0	2	7	10	5	18	13	5	13	15	12	13	2	8	3	5	16	12	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	251	2	28	36	29	0	22	10	11	9	6	19	6	24	7	13	13	7	8	1					
		2.91%	0.52%	1.96%	3.01%	2.76%	0.00%	6.79%	2.34%	6.08%	3.08%	3.66%	6.51%	3.90%	6.49%	1.32%	3.27%	2.80%	1.66%	3.14%	0.89%					
19	2.Всероссийская политическая партия «Гражданская Сила»	38	6	7	4	10	0	0	4	0	0	0	1	0	1	1	1	0	1	2	0					
		0.44%	1.55%	0.49%	0.33%	0.95%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.34%	0.00%	0.27%	0.19%	0.25%	0.00%	0.24%	0.78%	0.00%					
20	3.Политическая партия «Демократическая партия России»	9	2	2	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0					
		0.10%	0.52%	0.14%	0.00%	0.19%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1063	15	199	155	143	7	46	36	24	47	29	32	35	52	55	38	57	66	22	5					
		12.34%	3.89%	13.96%	12.95%	13.63%	4.09%	14.20%	8.43%	13.26%	16.10%	17.68%	10.96%	22.73%	14.05%	10.36%	9.57%	12.28%	15.68%	8.63%	4.46%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	22	1	7	2	7	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0					
		0.26%	0.26%	0.49%	0.17%	0.67%	0.00%	0.31%	0.00%	1.10%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	20	1	0	1	3	0	2	0	1	0	4	2	0	1	2	2	0	1	0	0					
		0.23%	0.26%	0.00%	0.08%	0.29%	0.00%	0.62%	0.00%	0.55%	0.00%	2.44%	0.68%	0.00%	0.27%	0.38%	0.50%	0.00%	0.24%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	938	191	135	120	93	14	29	33	23	29	14	29	10	29	40	38	32	39	36	4					
		10.89%	49.48%	9.47%	10.03%	8.87%	8.19%	8.95%	7.73%	12.71%	9.93%	8.54%	9.93%	6.49%	7.84%	7.53%	9.57%	6.90%	9.26%	14.12%	3.57%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	445	13	78	91	56	14	16	19	14	18	11	17	6	21	24	13	8	12	9	5					
		5.17%	3.37%	5.47%	7.60%	5.34%	8.19%	4.94%	4.45%	7.73%	6.16%	6.71%	5.82%	3.90%	5.68%	4.52%	3.27%	1.72%	2.85%	3.53%	4.46%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	37	3	1	3	10	2	1	1	0	1	1	2	1	0	2	6	1	2	0	0					
		0.43%	0.78%	0.07%	0.25%	0.95%	1.17%	0.31%	0.23%	0.00%	0.34%	0.61%	0.68%	0.65%	0.00%	0.38%	1.51%	0.22%	0.48%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5662	145	940	770	677	134	203	319	103	180	98	189	95	238	395	272	342	289	176	97					
		65.75%	37.56%	65.96%	64.33%	64.54%	78.36%	62.65%	74.71%	56.91%	61.64%	59.76%	64.73%	61.69%	64.32%	74.39%	68.51%	73.71%	68.65%	69.02%	86.61%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	38	3	7	3	11	0	1	0	1	0	0	0	1	1	2	2	4	0	2	0					
		0.44%	0.78%	0.49%	0.25%	1.05%	0.00%	0.31%	0.00%	0.55%	0.00%	0.00%	0.00%	0.65%	0.27%	0.38%	0.50%	0.86%	0.00%	0.78%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
