Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    район Силино																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136	УИК №3137	УИК №3138	УИК №3139	УИК №3140	УИК №3141	УИК №3142	УИК №3143	УИК №3144	УИК №3145	УИК №3146	УИК №3147	УИК №3148	УИК №3401					
1	"Число избирателей, внесенных в список избирателей"	31067	989	1151	1331	978	1044	1075	875	1188	1234	1013	1040	1284	2040	1218	1053	1076	1320	2042	1107	1193	1082	1177	2049	1174	1081	253					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24700	800	900	1000	800	900	800	700	1000	1000	800	800	1000	1600	1000	800	800	1000	1600	900	1000	900	900	1600	1000	800	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16886	535	568	753	543	542	594	441	523	678	625	562	632	1064	641	553	623	754	1036	605	669	627	702	1139	611	613	253					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1105	18	108	25	65	68	20	23	24	45	15	125	37	43	5	31	16	21	32	18	96	126	14	96	18	16	0					
6	Число погашенных избирательных бюллетеней	6708	247	224	222	192	290	186	236	453	277	160	113	331	493	354	216	161	225	532	277	235	146	184	365	371	171	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1105	18	108	25	65	68	20	23	24	45	15	125	37	43	5	31	16	21	32	18	96	126	14	96	18	16	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16870	535	567	752	541	541	594	441	521	678	625	561	632	1064	639	553	623	753	1033	605	669	627	702	1139	611	611	253					
9	Число недействительных избирательных бюллетеней	287	8	2	11	7	8	12	13	5	14	12	8	14	26	8	14	8	11	18	13	9	14	9	14	11	12	6					
10	Число действительных избирательных бюллетеней	17688	545	673	766	599	601	602	451	540	709	628	678	655	1081	636	570	631	763	1047	610	756	739	707	1221	618	615	247					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	630	27	22	35	18	20	20	25	40	24	25	12	23	37	31	19	17	25	36	22	33	20	20	40	12	27	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	553	27	22	23	16	15	14	16	38	16	24	10	20	37	30	18	17	22	34	22	32	13	11	39	10	27	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	869	15	17	22	41	34	30	7	10	28	56	51	17	20	23	32	146	39	37	28	31	85	29	26	8	11	26					
14	Число погашенных неиспользованных открепительных удостоверений	77	0	0	12	2	5	6	9	2	8	1	2	3	0	1	1	0	3	2	0	1	7	9	1	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	67	2	4	1	3	2	6	2	3	6	2	1	2	3	5	1	2	6	4	0	0	2	2	2	4	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3025	103	111	143	73	111	100	76	106	126	98	99	113	183	110	94	96	151	186	120	119	98	132	227	116	129	5					
		16.83%	18.63%	16.44%	18.40%	12.05%	18.23%	16.29%	16.38%	19.45%	17.43%	15.31%	14.43%	16.89%	16.53%	17.08%	16.10%	15.02%	19.51%	17.46%	19.26%	15.56%	13.01%	18.44%	18.38%	18.44%	20.57%	1.98%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2338	68	96	103	85	66	69	56	63	80	80	94	91	179	89	104	64	106	155	95	105	68	81	164	93	70	14					
		13.01%	12.30%	14.22%	13.26%	14.03%	10.84%	11.24%	12.07%	11.56%	11.07%	12.50%	13.70%	13.60%	16.17%	13.82%	17.81%	10.02%	13.70%	14.55%	15.25%	13.73%	9.03%	11.31%	13.28%	14.79%	11.16%	5.53%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	279	7	24	14	10	11	5	4	8	8	11	6	13	24	17	8	11	19	14	4	8	8	11	21	9	4	0					
		1.55%	1.27%	3.56%	1.80%	1.65%	1.81%	0.81%	0.86%	1.47%	1.11%	1.72%	0.87%	1.94%	2.17%	2.64%	1.37%	1.72%	2.45%	1.31%	0.64%	1.05%	1.06%	1.54%	1.70%	1.43%	0.64%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4273	131	190	204	142	143	137	100	136	196	157	134	157	259	167	140	150	205	292	155	176	149	165	271	147	168	2					
		23.77%	23.69%	28.15%	26.25%	23.43%	23.48%	22.31%	21.55%	24.95%	27.11%	24.53%	19.53%	23.47%	23.40%	25.93%	23.97%	23.47%	26.49%	27.42%	24.88%	23.01%	19.79%	23.04%	21.94%	23.37%	26.79%	0.79%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2047	73	64	98	55	69	63	54	62	91	110	63	79	140	80	50	65	67	108	64	104	89	112	133	76	78	0					
		11.39%	13.20%	9.48%	12.61%	9.08%	11.33%	10.26%	11.64%	11.38%	12.59%	17.19%	9.18%	11.81%	12.65%	12.42%	8.56%	10.17%	8.66%	10.14%	10.27%	13.59%	11.82%	15.64%	10.77%	12.08%	12.44%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5535	159	173	193	229	195	223	158	158	202	164	275	198	286	167	166	236	206	274	166	239	320	199	392	172	159	226					
		30.79%	28.75%	25.63%	24.84%	37.79%	32.02%	36.32%	34.05%	28.99%	27.94%	25.63%	40.09%	29.60%	25.84%	25.93%	28.42%	36.93%	26.61%	25.73%	26.65%	31.24%	42.50%	27.79%	31.74%	27.34%	25.36%	89.33%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	191	4	15	11	5	6	5	3	7	6	8	7	4	10	6	8	9	9	18	6	5	7	7	13	5	7	0					
		1.06%	0.72%	2.22%	1.42%	0.83%	0.99%	0.81%	0.65%	1.28%	0.83%	1.25%	1.02%	0.60%	0.90%	0.93%	1.37%	1.41%	1.16%	1.69%	0.96%	0.65%	0.93%	0.98%	1.05%	0.79%	1.12%	0.00%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
