Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Октябрьская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788					
1	"Число избирателей, внесенных в список избирателей"	104551	2119	1737	2208	1536	2636	1695	2685	1520	1608	1346	2605	2982	2988	2501	2875	2642	2552	2811	2636	2699	2907	2171	2565	1456	2457	2642	2772	1906	2603	2607	2826	2173	2398	1436	2801	1182	2159	1889	619	2216	2208	869	746	351	1417	2054	1577	1758	399	584	816	972	324	43	95	172					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	104419	2000	1700	2192	1600	2800	1700	2650	1560	1600	1300	2600	2850	2850	2800	2900	2600	2500	2900	2700	2500	2800	2200	2600	1500	2450	2500	2700	1900	2600	2600	2900	2100	2400	1410	2800	1200	2100	1880	620	2200	2200	850	780	350	1450	2050	1600	1820	380	600	847	1060	310	50	110	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	90385	1945	1486	1862	975	2504	1310	2588	984	1484	1097	2464	2536	2634	1875	2495	2333	2248	2579	2375	2366	2560	2070	2205	1275	2123	2373	2622	1622	2130	2384	2365	1833	2027	942	2603	1059	1860	1712	463	2072	2119	664	585	313	1200	1791	1366	1479	293	336	513	796	248	43	85	114					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	7996	53	130	155	488	132	304	59	489	4	58	83	177	109	226	180	189	141	183	182	127	175	60	163	136	230	122	74	77	221	166	179	166	242	376	70	37	79	83	58	46	14	100	118	37	164	176	149	243	87	165	208	176	62	0	10	58					
6	Число погашенных избирательных бюллетеней	6038	2	84	175	137	164	86	3	87	112	145	53	137	107	699	225	78	111	138	143	7	65	70	232	89	97	5	4	201	249	50	356	101	131	92	127	104	161	85	99	82	67	86	77	0	86	83	85	98	0	99	126	88	0	7	15	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	7978	53	130	155	477	132	304	59	489	4	58	83	177	109	226	180	189	141	183	182	127	175	60	163	136	230	122	74	77	221	166	179	166	242	376	70	37	78	83	58	46	14	100	118	37	164	176	144	243	87	164	208	176	62	0	10	58					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	90103	1945	1486	1852	935	2504	1310	2581	984	1481	1097	2391	2536	2634	1875	2493	2333	2248	2579	2375	2366	2560	2070	2200	1274	2123	2373	2622	1622	2130	2384	2359	1805	2024	942	2603	1053	1858	1686	463	2053	2119	664	585	313	1200	1791	1316	1479	293	335	513	796	248	43	85	114					
9	Число недействительных избирательных бюллетеней	689	6	1	44	40	9	19	3	25	25	26	0	3	0	0	2	0	0	0	0	0	0	8	9	45	0	0	6	2	0	0	0	31	24	29	0	25	26	28	5	38	8	18	13	2	21	21	42	42	0	3	3	31	0	0	1	5					
10	Число действительных избирательных бюллетеней	97392	1992	1615	1963	1372	2627	1595	2637	1448	1460	1129	2474	2710	2743	2101	2671	2522	2389	2762	2557	2493	2735	2122	2354	1365	2353	2495	2690	1697	2351	2550	2538	1940	2242	1289	2673	1065	1910	1741	516	2061	2125	746	690	348	1343	1946	1418	1680	380	496	718	941	310	43	94	167					
