Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Октябрьская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104					
1	"Число избирателей, внесенных в списки"	8684	1847	1993	199	553	661	300	405	117	162	125	460	300	1258	304					
2	"Число бюллетеней, полученных участковыми комиссиями"	8726	1844	1981	200	557	670	302	404	117	155	156	460	300	1265	315					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	70	0	0	0	0	0	0	0	0	25	0	0	0	0	45					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5300	935	1179	120	377	429	194	304	92	121	114	313	156	769	197					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	471	25	78	10	41	68	27	25	3	5	11	28	16	115	19					
6	Число погашенных бюллетеней	2885	884	724	70	139	173	81	75	22	4	31	119	128	381	54					
7	Число бюллетеней в переносных ящиках для голосования	516	25	78	10	41	68	27	25	3	5	11	28	16	115	64					
8	Число бюллетеней в стационарных ящиках для голосования	5324	935	1178	120	377	429	194	304	92	146	114	313	156	769	197					
9	Число недействительных бюллетеней	94	24	23	4	7	5	0	4	3	0	6	1	2	10	5					
10	Число действительных бюллетеней	5746	936	1233	126	411	492	221	325	92	151	119	340	170	874	256					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	270	30	30	10	20	30	10	20	10	10	10	20	20	30	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	85	14	17	0	2	22	2	11	0	0	1	3	3	6	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	43	6	8	2	4	3	1	2	1	1	1	1	1	7	5					
14	Число погашенных открепительных удостоверений	185	16	13	10	18	8	8	9	10	10	9	17	17	24	16					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	120	20	24	1	8	4	8	7	0	3	4	6	6	20	9					
		2.05%	2.08%	1.91%	0.76%	1.91%	0.80%	3.61%	2.12%	0.0%	1.98%	3.2%	1.75%	3.48%	2.26%	3.44%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	66	16	15	0	5	3	2	4	0	1	1	3	0	15	1					
		1.13%	1.66%	1.19%	0.0%	1.19%	0.60%	0.90%	1.21%	0.0%	0.66%	0.8%	0.87%	0.0%	1.69%	0.38%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	86	23	21	1	5	3	4	0	0	0	3	6	3	16	1					
		1.47%	2.39%	1.67%	0.76%	1.19%	0.60%	1.80%	0.0%	0.0%	0.0%	2.4%	1.75%	1.74%	1.80%	0.38%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	83	18	28	1	7	5	1	6	0	5	0	2	2	6	2					
		1.42%	1.87%	2.22%	0.76%	1.67%	1.00%	0.45%	1.82%	0.0%	3.31%	0.0%	0.58%	1.16%	0.67%	0.76%					
22	"5. ""За Русь Святую"""	24	5	10	0	0	1	1	2	0	2	0	0	0	2	1					
		0.41%	0.52%	0.79%	0.0%	0.0%	0.20%	0.45%	0.60%	0.0%	1.32%	0.0%	0.0%	0.0%	0.22%	0.38%					
23	"6. ""Объединенная Российская партия ""Русь"""	18	1	6	1	1	0	1	1	1	0	0	0	1	5	0					
		0.30%	0.10%	0.47%	0.76%	0.23%	0.0%	0.45%	0.30%	1.05%	0.0%	0.0%	0.0%	0.58%	0.56%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	17	3	6	0	0	0	1	1	1	0	0	1	0	1	3					
		0.29%	0.31%	0.47%	0.0%	0.0%	0.0%	0.45%	0.30%	1.05%	0.0%	0.0%	0.29%	0.0%	0.11%	1.14%					
25	"8. ""Народно-республиканская партия России"""	8	1	0	0	2	0	1	0	0	1	0	1	0	2	0					
		0.13%	0.10%	0.0%	0.0%	0.47%	0.0%	0.45%	0.0%	0.0%	0.66%	0.0%	0.29%	0.0%	0.22%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	18	6	4	1	0	1	0	1	0	0	0	2	0	2	1					
		0.30%	0.62%	0.31%	0.76%	0.0%	0.20%	0.0%	0.30%	0.0%	0.0%	0.0%	0.58%	0.0%	0.22%	0.38%					
27	"10. ""Аграрная партия России"""	201	27	30	3	20	7	7	16	5	3	6	14	6	52	5					
		3.44%	2.81%	2.38%	2.30%	4.78%	1.40%	3.16%	4.86%	5.26%	1.98%	4.8%	4.10%	3.48%	5.88%	1.91%					
28	"11. ""Истинные патриоты России"""	16	3	5	0	2	0	0	4	0	0	0	0	0	1	1					
		0.27%	0.31%	0.39%	0.0%	0.47%	0.0%	0.0%	1.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.38%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	46	8	10	1	1	5	0	1	0	0	2	4	3	10	1					
		0.78%	0.83%	0.79%	0.76%	0.23%	1.00%	0.0%	0.30%	0.0%	0.0%	1.6%	1.17%	1.74%	1.13%	0.38%					
30	"13. ""Демократическая партия России"""	15	3	2	0	1	0	0	1	0	0	1	1	1	4	1					
		0.25%	0.31%	0.15%	0.0%	0.23%	0.0%	0.0%	0.30%	0.0%	0.0%	0.8%	0.29%	0.58%	0.45%	0.38%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	1	3	0	0	0	1	0	0	0	0	1	0	7	1					
