Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Юхновская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734					
1	"Число избирателей, внесенных в списки избирателей"	10831	286	1947	2846	1316	406	235	175	415	375	221	247	354	253	411	475	162	187	520					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9795	260	1750	2550	1200	350	210	160	390	335	215	225	320	230	375	425	150	180	470					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6271	109	1064	1696	892	213	163	112	237	207	122	132	176	150	193	284	79	115	327					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1307	148	140	151	0	74	36	39	88	73	57	67	87	71	91	88	41	32	24					
6	Число погашенных избирательных бюллетеней	2217	3	546	703	308	63	11	9	65	55	36	26	57	9	91	53	30	33	119					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1307	148	140	151	0	74	36	39	88	73	57	67	87	71	91	88	41	32	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6271	109	1064	1696	892	213	163	112	237	207	122	132	176	150	193	284	79	115	327					
9	Число недействительных избирательных бюллетеней	54	0	5	7	12	4	2	0	3	2	0	0	8	2	2	3	2	2	0					
10	Число действительных избирательных бюллетеней	7524	257	1199	1840	880	283	197	151	322	278	179	199	255	219	282	369	118	145	351					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	152	0	26	25	7	5	5	5	5	10	8	5	5	7	6	14	3	6	10					
