Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Пугачевская																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019					
1	"Число избирателей, внесенных в список"	46859	588	884	770	2254	540	240	555	595	660	984	1183	721	794	656	1092	851	730	507	564	1035	670	767	740	876	1133	1347	1253	263	1047	1791	1195	1516	1491	1384	1610	907	680	1370	1312	1370	1028	845	1817	795	1577	1872					
2	Число полученных избирательных бюллетеней	46490	590	935	790	2280	550	240	575	600	660	1010	1195	735	810	660	1095	870	750	515	575	1030	670	765	720	855	1115	1300	1250	300	1010	1800	1175	1520	1470	1400	1600	880	670	1350	1290	1360	1000	840	1410	785	1590	1900					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	33315	558	766	750	1519	468	224	535	572	508	818	966	615	715	558	1032	772	721	484	541	843	624	727	586	349	715	748	756	54	818	1138	614	869	955	692	939	703	338	1120	862	757	636	491	1146	442	1085	1186					
5	"Число избирательных бюллетеней, выданных вне помещения"	1134	0	8	0	29	0	0	0	0	61	0	9	38	17	71	0	27	0	0	0	0	0	0	2	97	24	78	49	209	37	26	35	51	66	36	0	29	22	0	9	26	18	19	8	7	12	14					
6	Число погашенных избирательных бюллетеней	12041	32	161	40	732	82	16	40	28	91	192	220	82	78	31	63	71	29	31	34	187	46	38	132	409	376	474	445	37	155	636	526	600	449	672	661	148	310	230	419	577	346	330	256	336	493	700					
7	Число избирательных бюллетеней в переносных ящиках	1134	0	8	0	29	0	0	0	0	61	0	9	38	17	71	0	27	0	0	0	0	0	0	2	97	24	78	49	209	37	26	35	51	66	36	0	29	22	0	9	26	18	19	8	7	12	14					
8	Число бюллетеней в стационарных ящиках для голосования	33302	558	766	750	1517	468	224	535	572	508	808	966	615	715	558	1032	772	721	484	541	843	624	727	586	349	715	748	756	54	818	1138	614	869	955	692	939	702	338	1120	862	757	636	491	1146	442	1085	1186					
9	Число недействительных избирательных бюллетеней	457	0	0	2	6	2	1	2	6	4	10	11	0	14	0	5	40	2	2	1	10	3	34	5	1	1	10	2	0	7	20	50	0	7	1	5	6	7	0	5	11	3	77	0	1	6	77					
10	Число действительных избирательных бюллетеней	33979	558	774	748	1540	466	223	533	566	565	798	964	653	718	629	1027	759	719	482	540	833	621	693	583	445	738	816	803	263	848	1144	599	920	1014	727	934	725	353	1120	866	772	651	433	1154	448	1091	1123					
11	Число полученных открепительных  удостоверений	467	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	27	10	10	10					
12	Число выданных открепительных удостоверений	171	0	1	1	2	2	0	1	1	4	10	6	5	4	2	3	8	4	2	1	2	0	1	5	2	3	6	3	0	2	6	5	9	1	7	5	4	3	3	1	4	1	4	21	4	4	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	91	0	2	2	4	0	0	0	1	0	0	1	3	2	2	2	2	2	1	0	3	0	3	1	2	4	7	0	3	16	2	6	6	0	0	1	3	0	0	0	1	1	1	1	0	0	6					
14	Число неиспользованных открепительных удостоверений	296	10	9	9	8	8	10	9	9	6	0	4	5	6	8	7	2	6	8	9	8	10	9	5	8	7	4	7	0	8	4	5	1	9	3	5	6	7	7	9	6	9	6	6	6	6	2					
15	"Число открепительных удостоверений, выданных в ТИК"	13	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
