Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Ленинская																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642					
1	"Число избирателей, внесенных в список"	49339	2568	2493	1205	1874	1613	1347	1113	1325	2219	1988	777	992	224	587	280	428	307	566	94	589	1256	1583	407	762	443	265	307	1982	1338	1596	1257	631	326	443	2088	2663	717	506	757	642	1054	399	1640	1117	468	2103					
2	Число полученных избирательных бюллетеней	49827	2607	2486	1216	1895	1610	1348	1113	1297	2229	1988	821	995	226	596	276	432	311	580	96	612	1304	1189	402	769	443	254	307	2029	1357	1635	1084	675	362	443	2119	2649	770	516	750	652	1083	401	1670	1125	906	2199					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	23274	1225	1191	538	876	741	679	491	635	1106	927	395	445	59	175	82	130	66	305	36	471	673	515	124	293	159	132	122	901	590	751	787	356	94	293	958	1545	256	53	265	282	499	197	807	506	432	1111					
5	"Число избирательных бюллетеней, выданных вне помещения"	4307	67	84	85	61	43	62	43	50	35	70	104	122	84	140	99	155	108	70	27	6	56	436	101	109	97	13	51	124	136	223	42	54	102	0	110	31	176	249	184	101	137	52	53	61	36	58					
6	Число погашенных избирательных бюллетеней	22246	1315	1211	593	958	826	607	579	612	1088	991	322	428	83	281	95	147	137	205	33	135	575	238	177	367	187	109	134	1004	631	661	255	265	166	150	1051	1073	338	214	301	269	447	152	810	558	438	1030					
7	Число избирательных бюллетеней в переносных ящиках	4307	67	84	85	61	43	62	43	50	35	70	104	122	84	140	99	155	108	70	27	6	56	436	101	109	97	13	51	124	136	223	42	54	102	0	110	31	176	249	184	101	137	52	53	61	36	58					
8	Число бюллетеней в стационарных ящиках для голосования	23262	1225	1189	538	876	741	679	489	635	1106	927	395	445	59	175	82	130	66	305	36	471	673	515	124	293	159	132	122	901	590	751	787	356	94	293	958	1539	256	53	265	282	499	197	807	504	432	1111					
9	Число недействительных избирательных бюллетеней	344	24	15	4	7	8	5	7	29	9	11	10	5	3	1	0	2	2	3	0	7	9	6	4	4	5	1	1	8	18	7	5	2	4	1	13	19	2	1	10	6	9	3	13	12	6	23					
10	Число действительных избирательных бюллетеней	27225	1268	1258	619	930	776	736	525	656	1132	986	489	562	140	314	181	283	172	372	63	470	720	945	221	398	251	144	172	1017	708	967	824	408	192	292	1055	1551	430	301	439	377	627	246	847	553	462	1146					
11	Число полученных открепительных  удостоверений	556	20	20	10	20	10	20	10	5	20	20	10	10	5	5	5	5	16	10	10	10	40	20	5	5	5	15	5	15	10	20	10	5	5	5	15	30	20	15	5	5	5	5	10	10	15	15					
12	Число выданных открепительных удостоверений	315	20	17	2	8	8	5	10	3	13	11	10	6	4	5	0	5	8	8	0	3	24	13	0	1	1	3	1	15	1	16	9	0	0	0	15	10	17	6	2	5	5	1	6	2	1	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	451	10	12	6	7	9	10	7	3	2	7	3	7	5	1	4	6	10	2	3	6	5	20	5	5	5	16	5	7	5	11	160	9	2	4	9	9	4	4	6	3	7	7	3	7	6	7					
14	Число неиспользованных открепительных удостоверений	241	0	3	8	12	2	15	0	2	7	9	0	4	1	0	5	0	8	2	10	7	16	7	5	4	4	12	4	0	9	4	1	5	5	5	0	20	3	9	3	0	0	4	4	8	14	0					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																					
18	. Глазьев Сергей Юрьевич	1166	56	63	21	55	40	34	25	30	61	49	21	19	0	12	3	4	14	19	1	8	37	34	8	20	8	8	4	34	31	33	45	9	6	23	48	70	11	4	17	14	44	3	35	22	24	39					
		4.23%	4.33%	4.95%	3.37%	5.87%	5.10%	4.59%	4.70%	4.38%	5.35%	4.91%	4.21%	3.35%	0.00%	3.81%	1.66%	1.40%	8.05%	5.07%	1.59%	1.68%	5.08%	3.58%	3.56%	4.98%	3.12%	5.52%	2.31%	3.32%	4.27%	3.39%	5.43%	2.20%	3.06%	7.85%	4.49%	4.46%	2.55%	1.32%	3.79%	3.66%	6.92%	1.20%	4.07%	3.89%	5.13%	3.34%					
19	. Малышкин Олег Александрович	565	27	23	9	18	14	15	11	13	23	16	12	13	2	5	0	5	2	14	0	7	19	22	0	9	1	4	3	23	12	16	7	10	1	6	36	48	4	8	15	9	13	7	14	13	14	22					
		2.05%	2.09%	1.81%	1.44%	1.92%	1.79%	2.02%	2.07%	1.90%	2.02%	1.60%	2.40%	2.29%	1.40%	1.59%	0.00%	1.75%	1.15%	3.73%	0.00%	1.47%	2.61%	2.31%	0.00%	2.24%	0.39%	2.76%	1.73%	2.24%	1.65%	1.64%	0.84%	2.44%	0.51%	2.05%	3.37%	3.06%	0.93%	2.65%	3.34%	2.35%	2.04%	2.81%	1.63%	2.30%	2.99%	1.88%					
20	. Миронов Сергей Михайлович	175	6	5	4	5	3	4	3	9	11	10	2	5	1	2	3	0	4	3	0	2	2	8	0	2	2	1	3	6	5	7	2	0	2	4	4	8	3	0	6	4	3	1	1	3	5	11					
		0.63%	0.46%	0.39%	0.64%	0.53%	0.38%	0.54%	0.56%	1.31%	0.96%	1.00%	0.40%	0.88%	0.70%	0.63%	1.66%	0.00%	2.30%	0.80%	0.00%	0.42%	0.27%	0.84%	0.00%	0.50%	0.78%	0.69%	1.73%	0.59%	0.69%	0.72%	0.24%	0.00%	1.02%	1.37%	0.37%	0.51%	0.69%	0.00%	1.34%	1.04%	0.47%	0.40%	0.12%	0.53%	1.07%	0.94%					
21	. Путин Владимир Владимирович	19328	796	856	440	695	490	473	378	512	680	654	376	401	125	262	161	237	108	266	49	376	529	739	170	289	195	109	126	731	521	725	586	272	145	216	697	1065	323	214	341	270	415	163	605	412	323	812					
