Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Район Орехово-Борисово Южное																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881					
1	"Число избирателей, внесенных в списки"	89544	2741	2719	2698	2772	1985	2135	2256	1967	2291	2401	2680	2588	2444	2666	2333	2209	2152	2492	2256	2258	2712	2665	2766	2829	2673	2426	2319	2488	2666	2620	2795	2417	2490	2394	2425	2816					
2	"Число бюллетеней, полученных участковыми комиссиями"	75800	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2500	2000	2000	2000	2000	2000	2000	2000	2000	2500	2500	2500	2000	2000	2300	2500	2000	2500	2000	2000	2000	2000	2500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	48909	1409	1515	1467	1661	1101	1146	1267	1145	1171	1258	1634	1406	1356	1535	1372	1209	1264	1416	1258	1181	1435	1416	1398	1453	1453	1295	1198	1286	1524	1388	1408	1353	1447	1306	1231	1547					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	953	13	39	26	30	21	25	32	32	21	31	40	20	38	36	21	28	29	26	11	38	47	30	40	27	28	27	20	17	29	11	10	24	14	21	29	22					
6	Число погашенных бюллетеней	25938	578	446	507	309	878	829	701	823	808	711	326	574	606	929	607	763	707	558	731	781	518	554	1062	1020	1019	678	782	997	947	601	1082	623	539	673	740	931					
7	Число бюллетеней в переносных ящиках для голосования	953	13	39	26	30	21	25	32	32	21	31	40	20	38	36	21	28	29	26	11	38	47	30	40	27	28	27	20	17	29	11	10	24	14	21	29	22					
8	Число бюллетеней в стационарных ящиках для голосования	48756	1409	1515	1467	1661	1101	1133	1267	1145	1170	1227	1634	1406	1356	1535	1372	1207	1259	1415	1258	1169	1434	1416	1396	1451	1445	1295	1197	1269	1524	1387	1404	1353	1435	1303	1226	1515					
9	Число недействительных бюллетеней	639	10	17	17	14	26	12	6	20	23	16	17	24	22	9	33	7	14	16	22	16	14	24	19	29	28	23	22	22	17	14	18	10	14	11	21	12					
10	Число действительных бюллетеней	49070	1412	1537	1476	1677	1096	1146	1293	1157	1168	1242	1657	1402	1372	1562	1360	1228	1274	1425	1247	1191	1467	1422	1417	1449	1445	1299	1195	1264	1536	1384	1396	1367	1435	1313	1234	1525					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1475	40	30	40	40	25	40	50	35	35	45	45	30	45	50	50	30	50	45	40	35	45	45	50	50	40	30	30	40	40	45	40	40	55	45	40	40					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1196	37	29	32	40	22	29	43	28	29	33	37	26	37	48	35	25	29	39	31	26	42	41	47	44	28	24	27	27	34	38	35	32	40	32	29	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	796	43	21	44	28	11	17	18	15	14	15	53	17	11	26	39	21	19	15	18	16	8	16	31	74	21	27	19	13	18	13	9	24	10	21	17	14					
14	Число погашенных открепительных удостоверений	279	3	1	8	0	3	11	7	7	6	12	8	4	8	2	15	5	21	6	9	9	3	4	3	6	12	6	3	13	6	7	5	8	15	13	11	19					
15	Число открепительных удостоверений выданных ТИК	26	2	1	0	5	0	2	0	0	1	1	0	2	0	1	0	0	1	3	1	3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	369	3	11	15	14	4	7	4	6	15	5	10	6	7	4	9	11	9	14	15	8	19	6	16	13	15	17	17	10	9	7	14	12	7	16	7	7					
		0.74%	0.21%	0.70%	1.00%	0.82%	0.35%	0.60%	0.30%	0.50%	1.25%	0.39%	0.59%	0.42%	0.50%	0.25%	0.64%	0.89%	0.69%	0.97%	1.18%	0.66%	1.28%	0.41%	1.11%	0.87%	1.01%	1.28%	1.39%	0.77%	0.57%	0.50%	0.99%	0.87%	0.48%	1.20%	0.55%	0.45%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2961	89	97	118	88	57	54	94	65	66	82	100	97	83	101	94	86	80	88	88	62	90	90	79	89	96	62	59	66	76	60	74	82	134	99	49	67					
