Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Мартыновская ТИК																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637					
1	"Число избирателей, внесенных в списки избирателей"	28180	1881	1217	909	1261	564	728	370	124	738	227	198	812	154	917	70	395	1050	721	758	674	548	1955	1722	1555	216	541	718	251	263	127	177	236	498	250	155	211	614	293	303	1092	1173	552	509	453					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27900	1900	1250	900	1250	580	710	370	125	710	215	185	835	155	915	65	375	1030	700	800	655	540	1900	1650	1500	225	560	680	245	260	130	170	240	495	250	150	240	620	290	295	1090	1100	560	490	495					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18039	1111	717	568	764	382	478	243	80	540	160	138	596	111	576	61	248	666	409	553	479	344	1233	936	835	186	403	554	180	165	95	129	176	317	189	100	172	426	201	242	608	638	371	324	335					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1380	157	100	27	26	32	16	10	7	23	23	11	65	23	49	0	15	48	7	7	11	13	74	138	104	2	25	52	9	27	0	10	4	24	5	2	0	16	34	0	42	62	17	30	33					
6	Число погашенных избирательных бюллетеней	8479	632	433	305	460	166	216	117	38	147	32	36	174	21	290	4	112	316	284	240	165	183	593	576	561	37	132	72	56	68	35	31	60	154	56	48	68	178	55	53	440	400	172	136	127					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1380	157	100	27	26	32	16	10	7	23	23	11	65	23	49	0	15	48	7	7	11	13	74	138	104	2	25	52	9	27	0	10	4	24	5	2	0	16	34	0	42	62	17	30	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18039	1111	717	568	764	382	478	243	80	540	160	138	596	111	576	61	248	666	409	553	479	344	1233	936	835	186	403	554	180	165	95	129	176	317	189	100	172	426	201	242	608	638	371	324	335					
9	Число недействительных избирательных бюллетеней	252	17	21	7	8	4	9	1	0	1	1	0	27	0	30	5	2	4	11	5	5	5	12	3	8	2	3	7	3	4	0	0	0	12	2	1	6	0	0	1	1	5	0	7	12					
10	Число действительных избирательных бюллетеней	19167	1251	796	588	782	410	485	252	87	562	182	149	634	134	595	56	261	710	405	555	485	352	1295	1071	931	186	425	599	186	188	95	139	180	329	192	101	166	442	235	241	649	695	388	347	356					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	675	40	50	10	15	40	10	10	5	10	10	10	43	5	15	5	10	15	10	12	10	10	35	30	15	5	10	10	10	10	5	5	20	10	10	5	35	20	15	10	15	15	20	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	500	35	50	10	15	40	1	8	4	8	0	1	40	5	15	0	2	11	0	12	0	8	32	25	11	0	5	1	0	2	1	5	15	7	4	5	35	20	12	3	15	3	20	5	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	144	7	7	1	3	5	0	2	1	1	2	0	4	1	4	1	0	3	1	1	2	0	30	17	9	1	6	3	2	1	0	1	3	1	2	1	1	0	4	3	2	6	2	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	175	5	0	0	0	0	9	2	1	2	10	9	3	0	0	5	8	4	10	0	10	2	3	5	4	5	5	9	10	8	4	0	5	3	6	0	0	0	3	7	0	12	0	5	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	3	3	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	1.Политическая партия «Аграрная партия России»	686	23	15	14	22	14	15	32	4	15	3	8	6	0	27	0	11	29	9	15	39	36	55	23	34	2	12	35	17	5	0	14	9	12	13	1	9	31	11	2	31	19	3	7	4					
		3.53%	1.81%	1.84%	2.35%	2.78%	3.38%	3.04%	12.65%	4.60%	2.66%	1.64%	5.37%	0.91%	0.00%	4.32%	0.00%	4.18%	4.06%	2.16%	2.68%	7.96%	10.08%	4.21%	2.14%	3.62%	1.06%	2.80%	5.78%	8.99%	2.60%	0.00%	10.07%	5.00%	3.52%	6.70%	0.98%	5.23%	7.01%	4.68%	0.83%	4.77%	2.71%	0.77%	1.98%	1.09%					
19	2.Всероссийская политическая партия «Гражданская Сила»	59	2	2	1	4	1	2	2	1	0	0	1	3	0	1	0	1	0	1	1	1	1	6	3	7	0	1	0	1	0	0	0	0	1	0	0	2	1	3	0	1	3	2	1	2					
		0.30%	0.16%	0.24%	0.17%	0.51%	0.24%	0.40%	0.79%	1.15%	0.00%	0.00%	0.67%	0.45%	0.00%	0.16%	0.00%	0.38%	0.00%	0.24%	0.18%	0.20%	0.28%	0.46%	0.28%	0.75%	0.00%	0.23%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	1.16%	0.23%	1.28%	0.00%	0.15%	0.43%	0.52%	0.28%	0.54%					
20	3.Политическая партия «Демократическая партия России»	13	2	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0					
		0.07%	0.16%	0.12%	0.17%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.28%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2217	240	144	76	49	46	55	39	2	12	9	4	48	3	48	5	18	68	56	61	42	21	200	206	119	12	28	63	11	27	14	31	13	76	20	8	10	28	9	11	88	131	34	19	13					
		11.42%	18.93%	17.63%	12.77%	6.20%	11.11%	11.13%	15.42%	2.30%	2.13%	4.92%	2.68%	7.26%	2.24%	7.68%	8.20%	6.84%	9.52%	13.46%	10.89%	8.57%	5.88%	15.30%	19.18%	12.67%	6.38%	6.54%	10.40%	5.82%	14.06%	14.74%	22.30%	7.22%	22.29%	10.31%	7.84%	5.81%	6.33%	3.83%	4.55%	13.54%	18.71%	8.76%	5.37%	3.53%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	1	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0					
		0.11%	0.08%	0.49%	0.50%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.20%	0.00%	0.08%	0.19%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.52%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	22	2	0	1	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	1	2	0	3	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0					
		0.11%	0.16%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.15%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.18%	0.41%	0.00%	0.23%	0.19%	0.00%	0.00%	0.47%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1218	61	31	24	53	25	32	14	10	16	13	12	37	12	39	2	19	33	33	19	27	20	106	75	74	4	14	40	25	13	12	13	24	19	20	10	8	37	17	4	55	59	31	17	9					
		6.27%	4.81%	3.79%	4.03%	6.71%	6.04%	6.48%	5.53%	11.49%	2.84%	7.10%	8.05%	5.60%	8.96%	6.24%	3.28%	7.22%	4.62%	7.93%	3.39%	5.51%	5.60%	8.11%	6.98%	7.88%	2.13%	3.27%	6.60%	13.23%	6.77%	12.63%	9.35%	13.33%	5.57%	10.31%	9.80%	4.65%	8.37%	7.23%	1.65%	8.46%	8.43%	7.99%	4.80%	2.45%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	912	58	24	37	43	22	14	11	1	12	7	5	28	2	21	1	14	28	15	16	25	4	116	86	65	8	16	18	2	11	2	6	8	7	9	4	8	19	4	5	43	52	14	14	7					
		4.70%	4.57%	2.94%	6.22%	5.44%	5.31%	2.83%	4.35%	1.15%	2.13%	3.83%	3.36%	4.24%	1.49%	3.36%	1.64%	5.32%	3.92%	3.61%	2.86%	5.10%	1.12%	8.88%	8.01%	6.92%	4.26%	3.74%	2.97%	1.06%	5.73%	2.11%	4.32%	4.44%	2.05%	4.64%	3.92%	4.65%	4.30%	1.70%	2.07%	6.62%	7.43%	3.61%	3.95%	1.90%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	106	5	4	7	8	1	0	2	0	1	2	1	1	3	5	1	1	3	3	8	2	1	9	4	4	1	0	5	0	2	0	1	0	5	1	0	2	0	0	1	4	0	2	3	3					
		0.55%	0.39%	0.49%	1.18%	1.01%	0.24%	0.00%	0.79%	0.00%	0.18%	1.09%	0.67%	0.15%	2.24%	0.80%	1.64%	0.38%	0.42%	0.72%	1.43%	0.41%	0.28%	0.69%	0.37%	0.43%	0.53%	0.00%	0.83%	0.00%	1.04%	0.00%	0.72%	0.00%	1.47%	0.52%	0.00%	1.16%	0.00%	0.00%	0.41%	0.62%	0.00%	0.52%	0.85%	0.82%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13858	856	570	423	603	299	363	150	68	504	148	117	510	113	450	47	196	547	285	432	342	268	792	668	625	157	344	435	130	130	67	74	124	208	125	77	127	325	191	218	422	428	299	283	318					
		71.36%	67.51%	69.77%	71.09%	76.33%	72.22%	73.48%	59.29%	78.16%	89.52%	80.87%	78.52%	77.16%	84.33%	72.00%	77.05%	74.52%	76.61%	68.51%	77.14%	69.80%	75.07%	60.60%	62.20%	66.56%	83.51%	80.37%	71.78%	68.78%	67.71%	70.53%	53.24%	68.89%	60.99%	64.43%	75.49%	73.84%	73.53%	81.28%	90.08%	64.92%	61.14%	77.06%	79.94%	86.41%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	55	1	1	1	0	2	1	2	0	2	0	0	0	1	1	0	1	2	2	2	4	1	5	2	3	2	5	2	0	0	0	0	0	1	4	1	0	1	0	0	2	1	0	2	0					
		0.28%	0.08%	0.12%	0.17%	0.00%	0.48%	0.20%	0.79%	0.00%	0.36%	0.00%	0.00%	0.00%	0.75%	0.16%	0.00%	0.38%	0.28%	0.48%	0.36%	0.82%	0.28%	0.38%	0.19%	0.32%	1.06%	1.17%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	2.06%	0.98%	0.00%	0.23%	0.00%	0.00%	0.31%	0.14%	0.00%	0.56%	0.00%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
