Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Караидельская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527					
1	"Число избирателей, внесенных в списки"	18922	273	213	278	355	219	1113	772	185	149	445	291	140	2189	849	446	174	476	414	353	31	104	101	379	158	260	179	144	1105	133	576	273	362	211	519	359	149	109	391	135	187	430	384	265	361	594	169	215	93	78	258	139	321	416					
2	"Число бюллетеней, полученных участковыми комиссиями"	19516	294	216	279	359	218	1145	843	206	152	465	293	145	2231	919	435	174	481	436	340	33	104	122	393	198	265	183	149	1140	135	577	270	373	217	521	369	151	126	405	137	185	429	386	268	372	595	173	234	91	95	279	143	320	447					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15711	266	213	233	298	203	828	554	159	119	434	275	132	1710	829	330	153	402	398	324	31	97	101	266	129	233	167	142	947	112	522	219	325	181	367	315	124	81	273	101	165	415	354	256	305	353	138	121	80	74	87	139	301	330					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1458	7	0	19	50	12	72	117	17	20	0	11	7	155	19	19	11	28	0	10	0	0	0	28	29	7	0	0	59	9	15	32	35	24	46	22	10	9	70	29	6	0	5	5	25	133	15	88	10	0	131	0	12	30					
6	Число погашенных бюллетеней	2346	21	3	27	11	3	245	172	30	13	31	7	6	366	71	86	10	51	38	6	2	7	21	99	40	25	16	7	134	14	40	19	13	12	107	32	17	36	62	7	14	14	27	7	42	109	20	25	1	21	61	4	7	87					
7	Число бюллетеней в переносных ящиках для голосования	1458	7	0	19	50	12	72	117	17	20	0	11	7	155	19	19	11	28	0	10	0	0	0	28	29	7	0	0	59	9	15	32	35	24	46	22	10	9	70	29	6	0	5	5	25	133	15	88	10	0	131	0	12	30					
8	Число бюллетеней в стационарных ящиках для голосования	15711	266	213	233	298	203	828	554	159	119	434	275	132	1710	829	330	153	402	398	324	31	97	101	266	129	233	167	142	947	112	522	219	325	181	367	315	124	81	273	101	165	415	354	256	305	353	138	121	80	74	87	139	301	330					
9	Число недействительных бюллетеней	375	15	3	7	2	2	23	15	9	1	5	24	4	48	38	0	0	7	2	0	0	3	0	10	10	0	0	0	6	1	4	5	1	8	22	9	0	4	23	2	8	1	0	1	5	11	11	1	0	0	1	0	23	0					
10	Число действительных бюллетеней	16794	258	210	245	346	213	877	656	167	138	429	262	135	1817	810	349	164	423	396	334	31	94	101	284	148	240	167	142	1000	120	533	246	359	197	391	328	134	86	320	128	163	414	359	260	325	475	142	208	90	74	217	139	290	360					
