		4.39%	9.80%	6.25%	4.58%	3.42%	3.51%	2.57%	5.67%	5.54%	4.67%	5.37%	5.49%	3.29%	3.65%	2.71%	13.33%	1.90%	5.33%	7.85%	3.60%	1.13%	1.59%	3.86%	4.04%	6.03%	7.09%	2.00%	4.63%	4.33%	4.92%	5.30%	3.26%	4.07%	4.66%	3.82%	4.97%	5.61%	2.78%	4.35%	2.92%	3.03%	3.27%	5.88%	3.33%	0.51%	5.03%	3.12%	4.92%	4.35%	4.56%	6.25%	3.17%	5.42%	1.90%	0.61%	2.34%	2.67%	4.33%	5.33%	4.25%	5.37%	6.75%	5.87%	4.02%	9.00%	6.76%	5.70%	5.47%	5.02%	3.13%	1.20%	6.95%	1.56%	4.86%	2.20%	1.43%	3.63%	4.79%	4.80%	4.83%	4.76%	2.46%	2.53%	6.23%	14.29%	1.15%	8.89%									
16	Путин Владимир Владимирович	40542	127	321	670	668	601	497	171	473	585	829	685	459	121	240	36	99	206	206	771	158	531	285	810	99	118	432	654	522	981	570	719	1560	1557	469	245	181	526	396	591	152	224	187	431	196	330	611	1315	1631	1208	1310	1041	361	659	314	842	425	916	659	564	187	305	545	449	78	210	504	510	636	98	145	456	123	123	82	115	272	815	648	912	76	103	69	276	70	75	115									
		84.64%	83.01%	87.23%	85.24%	87.89%	91.76%	91.19%	88.14%	87.27%	80.36%	80.96%	83.64%	88.78%	88.32%	93.02%	80.00%	94.29%	84.43%	85.12%	89.55%	89.27%	93.82%	84.57%	88.43%	85.34%	83.69%	86.40%	81.75%	80.68%	80.41%	86.23%	86.94%	84.55%	78.84%	85.27%	76.09%	84.58%	86.09%	81.99%	90.92%	92.12%	91.43%	84.62%	89.79%	99.49%	87.30%	90.79%	82.97%	84.55%	81.07%	84.35%	84.57%	81.49%	89.66%	95.73%	89.67%	94.65%	82.67%	81.76%	88.68%	77.27%	79.22%	79.91%	82.08%	78.00%	74.73%	77.66%	79.69%	79.80%	76.56%	87.35%	83.36%	96.09%	85.42%	90.11%	82.14%	89.77%	79.59%	84.05%	84.76%	90.48%	84.43%	87.34%	81.90%	83.33%	86.21%	85.19%									
17	Собчак Ксения Анатольевна	301	0	3	2	2	2	3	0	1	4	3	4	3	1	0	0	0	1	1	3	2	2	2	2	0	1	3	7	2	20	4	4	11	24	2	4	0	6	2	4	0	1	1	4	0	2	3	5	14	14	12	10	4	1	0	5	2	12	10	3	2	3	1	3	0	2	10	4	3	1	2	1	1	0	4	3	1	13	2	2	0	0	0	0	1	4	0									
		0.63%	0.00%	0.82%	0.25%	0.26%	0.31%	0.55%	0.00%	0.18%	0.55%	0.29%	0.49%	0.58%	0.73%	0.00%	0.00%	0.00%	0.41%	0.41%	0.35%	1.13%	0.35%	0.59%	0.22%	0.00%	0.71%	0.60%	0.88%	0.31%	1.64%	0.61%	0.48%	0.60%	1.22%	0.36%	1.24%	0.00%	0.98%	0.41%	0.62%	0.00%	0.41%	0.45%	0.83%	0.00%	0.53%	0.45%	0.32%	0.73%	0.94%	0.77%	0.81%	0.90%	0.14%	0.00%	0.53%	0.45%	1.08%	1.24%	0.47%	0.83%	0.78%	0.15%	0.55%	0.00%	0.71%	1.54%	0.63%	0.38%	0.78%	1.20%	0.18%	0.78%	0.00%	4.40%	2.14%	0.33%	1.27%	0.26%	0.19%	0.00%	0.00%	0.00%	0.00%	1.19%	4.60%	0.00%									
18	Сурайкин Максим Александрович	303	1	1	6	3	5	2	2	7	10	5	3	0	1	0	0	0	3	0	0	3	7	3	5	1	3	2	3	6	13	6	5	12	15	1	1	5	1	2	2	0	0	2	2	0	1	5	9	8	12	11	7	0	5	1	3	0	9	5	3	2	6	3	2	0	3	10	6	8	3	0	8	0	0	0	0	5	5	3	8	0	0	0	2	0	0	1									
		0.63%	0.65%	0.27%	0.76%	0.39%	0.76%	0.37%	1.03%	1.29%	1.37%	0.49%	0.37%	0.00%	0.73%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	1.69%	1.24%	0.89%	0.55%	0.86%	2.13%	0.40%	0.38%	0.93%	1.07%	0.91%	0.60%	0.65%	0.76%	0.18%	0.31%	2.34%	0.16%	0.41%	0.31%	0.00%	0.00%	0.90%	0.42%	0.00%	0.26%	0.74%	0.57%	0.41%	0.81%	0.71%	0.57%	0.00%	0.68%	0.30%	0.32%	0.00%	0.81%	0.62%	0.47%	0.83%	1.56%	0.44%	0.37%	0.00%	1.07%	1.54%	0.94%	1.00%	2.34%	0.00%	1.46%	0.00%	0.00%	0.00%	0.00%	1.65%	0.49%	0.39%	0.74%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.74%									
19	Титов Борис Юрьевич	183	0	0	2	0	0	1	1	1	0	8	2	0	0	0	0	1	2	1	1	1	1	3	1	1	1	2	0	1	14	4	1	3	12	2	1	0	2	4	0	1	3	0	2	0	2	2	7	10	6	2	7	1	4	0	3	1	10	2	2	0	0	7	3	2	1	11	2	2	3	0	0	0	0	0	0	1	5	0	5	0	0	1	0	0	1	0									
		0.38%	0.00%	0.00%	0.25%	0.00%	0.00%	0.18%	0.52%	0.18%	0.00%	0.78%	0.24%	0.00%	0.00%	0.00%	0.00%	0.95%	0.82%	0.41%	0.12%	0.56%	0.18%	0.89%	0.11%	0.86%	0.71%	0.40%	0.00%	0.15%	1.15%	0.61%	0.12%	0.16%	0.61%	0.36%	0.31%	0.00%	0.33%	0.83%	0.00%	0.61%	1.22%	0.00%	0.42%	0.00%	0.53%	0.30%	0.44%	0.52%	0.40%	0.13%	0.57%	0.23%	0.54%	0.00%	0.32%	0.22%	0.90%	0.25%	0.31%	0.00%	0.00%	1.03%	0.55%	2.00%	0.36%	1.69%	0.31%	0.25%	2.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.49%	0.00%	0.46%	0.00%	0.00%	1.27%	0.00%	0.00%	1.15%	0.00%									
20	Явлинский Григорий Алексеевич	166	0	1	2	2	0	1	0	2	0	2	5	1	0	1	0	0	1	0	1	2	0	1	1	1	0	2	2	3	20	0	1	6	24	3	1	0	0	0	0	0	0	1	1	0	0	0	1	5	3	3	6	3	0	0	0	1	3	3	0	2	2	6	3	1	1	10	4	3	0	0	2	0	0	1	0	0	6	4	1	0	0	0	1	0	2	1									
		0.35%	0.00%	0.27%	0.25%	0.26%	0.00%	0.18%	0.00%	0.37%	0.00%	0.20%	0.61%	0.19%	0.00%	0.39%	0.00%	0.00%	0.41%	0.00%	0.12%	1.13%	0.00%	0.30%	0.11%	0.86%	0.00%	0.40%	0.25%	0.46%	1.64%	0.00%	0.12%	0.33%	1.22%	0.55%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.21%	0.00%	0.00%	0.00%	0.06%	0.26%	0.20%	0.19%	0.49%	0.68%	0.00%	0.00%	0.00%	0.22%	0.27%	0.37%	0.00%	0.83%	0.52%	0.88%	0.55%	1.00%	0.36%	1.54%	0.63%	0.38%	0.00%	0.00%	0.37%	0.00%	0.00%	1.10%	0.00%	0.00%	0.59%	0.52%	0.09%	0.00%	0.00%	0.00%	0.30%	0.00%	2.30%	0.74%									
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
																																																																																																	
