Выборы Президента Российской Федерации																																																																																											
Дата голосования: 04.03.2012																																																																																											
																																																																																											
Наименование Избирательной комиссии:    Неклиновская																																																																																											
																																																																																											
Сводная таблица итогов голосования																																																																																											
																																																																																											
	Число участковых избирательных комиссий	80																																																																																									
	Число участковых избирательных комиссий, приступивших к передаче сведений	80																																																																																									
																																																																																											
		Сумма	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №2449	УИК №2518	УИК №2586	УИК №2638	УИК №2642									
1	Число избирателей, включенных в список избирателей	67089	2559	2706	2537	2560	870	588	83	752	193	432	824	842	1231	1287	1216	1618	1149	511	1851	2480	1489	1694	1349	696	644	675	1273	1611	196	105	672	155	167	111	170	375	2341	2578	724	484	413	1509	755	680	1092	843	722	294	302	1184	241	769	465	1749	83	55	146	893	81	741	252	309	1302	153	167	312	1592	261	752	548	658	153	350	64	118	376	675	850	841	541									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	67659	2620	2740	2580	2610	880	588	75	773	198	445	835	864	1245	1294	1185	1640	1145	508	1875	2520	1500	1710	1380	700	630	685	1275	1640	193	103	693	160	166	114	169	380	2400	2475	735	484	407	1520	750	695	1100	864	730	302	299	1190	243	773	457	1805	80	56	148	910	78	748	246	311	1325	149	173	311	1590	262	710	555	670	146	361	68	116	370	680	870	835	544									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	37792	1535	1768	1558	1458	560	347	38	390	131	249	425	351	616	728	663	939	605	313	1079	1247	836	945	673	498	377	347	533	784	106	52	440	105	90	78	112	192	1304	1312	404	243	207	836	452	463	762	508	385	175	172	706	146	460	301	1044	32	20	65	483	59	439	138	204	630	89	100	155	809	152	415	311	358	97	203	34	81	223	381	463	464	339									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4394	90	73	79	67	49	71	32	97	19	35	128	225	50	42	61	60	176	42	109	141	52	69	52	22	24	53	44	61	28	10	52	18	40	15	35	65	91	141	29	49	33	76	46	37	56	92	15	43	70	177	24	81	50	63	25	14	25	49	6	51	33	27	129	17	14	40	80	25	45	32	80	14	49	18	8	12	38	45	38	21									
6	Число погашенных избирательных бюллетеней	25473	995	899	943	1085	271	170	5	286	48	161	282	288	579	524	461	641	364	153	687	1132	612	696	655	180	229	285	698	795	59	41	201	37	36	21	22	123	1005	1022	302	192	167	608	252	195	282	264	330	84	57	307	73	232	106	698	23	22	58	378	13	258	75	80	566	43	59	116	701	85	250	212	232	35	109	16	27	135	261	362	333	184									
