Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Хорольская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	24243	1831	598	1056	1291	1627	1039	271	1483	1065	1649	1689	320	1551	430	1048	699	472	195	648	304	305	426	143	809	1087	784	302	1121									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22750	1800	600	1000	1000	1500	1000	250	1500	1000	1500	1500	300	1500	400	1000	700	450	150	550	300	300	400	150	800	1000	700	300	1100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11363	690	432	421	438	613	300	106	792	443	1037	874	145	573	126	577	468	233	76	410	119	142	290	80	491	431	443	197	416									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1236	46	44	25	18	46	33	39	61	56	31	15	19	23	10	58	62	59	26	46	42	20	11	7	160	193	60	15	11									
6	Число погашенных избирательных бюллетеней	10151	1064	124	554	544	841	667	105	647	501	432	611	136	904	264	365	170	158	48	94	139	138	99	63	149	376	197	88	673									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1236	46	44	25	18	46	33	39	61	56	31	15	19	23	10	58	62	59	26	46	42	20	11	7	160	193	60	15	11									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11360	688	432	421	438	613	300	106	792	442	1037	874	145	573	126	577	468	233	76	410	119	142	290	80	491	431	443	197	416									
9	Число недействительных избирательных бюллетеней	217	20	9	9	11	11	13	2	14	11	23	10	0	20	2	7	2	2	0	3	2	2	10	7	10	0	1	5	11									
10	Число действительных избирательных бюллетеней	12379	714	467	437	445	648	320	143	839	487	1045	879	164	576	134	628	528	290	102	453	159	160	291	80	641	624	502	207	416									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	750	40	10	30	40	40	30	10	40	30	40	40	10	40	10	30	20	20	10	20	20	20	20	10	50	30	40	10	40									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	97	1	3	8	4	5	3	0	10	2	12	10	2	5	0	5	2	0	1	5	1	0	0	0	4	2	6	4	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	48	1	1	0	0	1	2	1	2	1	1	10	2	3	2	2	2	0	1	0	0	3	0	1	2	6	1	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	653	39	7	22	36	35	27	10	30	28	28	30	8	35	10	25	18	20	9	15	19	20	20	10	46	28	34	6	38									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	0	1	0	2	0	0	3	3	2	0	0	0	3	1	0	0	2	0	0	0	0	0	1	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	123	8	2	2	6	8	4	3	8	6	13	7	2	11	2	3	5	1	0	2	4	4	4	0	1	7	1	1	8									
		0.98%	1.09%	0.42%	0.45%	1.32%	1.21%	1.20%	2.07%	0.94%	1.20%	1.22%	0.79%	1.22%	1.85%	1.47%	0.47%	0.94%	0.34%	0.00%	0.44%	2.48%	2.47%	1.33%	0.00%	0.15%	1.12%	0.20%	0.47%	1.87%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	419	32	20	16	30	32	13	5	18	18	32	16	6	25	7	27	10	4	4	9	7	6	13	7	7	8	12	3	32									
