Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Медвежьегорская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №309	УИК №310	УИК №311	УИК №313	УИК №315	УИК №316	УИК №318	УИК №319	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326					
1	"Число избирателей, внесенных в список избирателей"	28341	2626	1789	1729	1710	1715	1797	1722	2363	1772	514	2015	535	162	253	146	254	782	286	241	124	1071	266	211	902	159	1125	260	1190	622					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24090	2100	1500	1600	1400	1400	1500	1400	1900	1400	400	1600	500	150	250	150	250	800	250	220	120	900	250	200	850	150	1000	250	1000	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12232	1229	694	890	601	911	896	705	1084	702	157	940	281	109	106	56	103	270	175	60	57	268	127	139	344	89	462	85	451	241					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1623	42	161	21	93	14	30	51	22	20	58	56	23	0	20	15	25	92	0	68	8	238	27	15	139	15	177	93	63	37					
6	Число погашенных избирательных бюллетеней	10235	829	645	689	706	475	574	644	794	678	185	604	196	41	124	79	122	438	75	92	55	394	96	46	367	46	361	72	486	322					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1623	42	161	21	93	14	30	51	22	20	58	56	23	0	20	15	25	92	0	68	8	238	27	15	139	15	177	93	63	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12232	1229	694	890	601	911	896	705	1084	702	157	940	281	109	106	56	103	270	175	60	57	268	127	139	344	89	462	85	451	241					
9	Число недействительных избирательных бюллетеней	260	17	62	19	9	15	11	12	14	20	8	12	0	1	2	1	1	5	3	3	2	8	1	1	4	0	8	0	16	5					
10	Число действительных избирательных бюллетеней	13595	1254	793	892	685	910	915	744	1092	702	207	984	304	108	124	70	127	357	172	125	63	498	153	153	479	104	631	178	498	273					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	382	15	15	15	15	15	20	15	15	15	10	35	10	2	10	10	10	15	10	10	10	15	10	10	15	10	15	10	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	316	15	15	8	6	11	18	7	12	13	3	35	10	2	10	10	10	12	10	10	10	15	10	10	7	10	12	7	8	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	132	17	6	3	6	15	12	5	6	11	1	9	1	7	0	0	0	0	1	0	1	4	4	1	6	8	6	0	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	66	0	0	7	9	4	2	8	3	2	7	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	3	3	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	1	1	2	0	4	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3180	339	200	251	155	292	269	229	299	184	56	207	54	13	16	9	17	57	19	12	6	95	28	21	77	15	110	20	93	37					
