Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Шкотовского района																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307					
1	"Число избирателей, внесенных в списки"	17647	1055	416	528	659	376	243	1879	1828	647	1814	1450	1433	1324	1580	365	2050					
2	"Число бюллетеней, полученных участковыми комиссиями"	17231	972	378	523	654	378	248	1798	1837	633	1830	1439	1394	1112	1618	359	2058					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7770	532	223	276	371	222	155	720	791	233	888	646	435	604	680	130	864					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	652	20	10	21	30	18	7	65	41	72	78	19	53	61	67	41	49					
6	Число погашенных бюллетеней	8809	420	145	226	253	138	86	1013	1005	328	864	774	906	447	871	188	1145					
7	Число бюллетеней в переносных ящиках для голосования	652	20	10	21	30	18	7	65	41	72	78	19	53	61	67	41	49					
8	Число бюллетеней в стационарных ящиках для голосования	7767	532	222	276	371	222	155	720	791	233	888	645	435	604	680	130	863					
9	Число недействительных бюллетеней	192	42	2	12	7	8	7	19	14	6	18	13	9	10	12	6	7					
10	Число действительных бюллетеней	8227	510	230	285	394	232	155	766	818	299	948	651	479	655	735	165	905					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	10	20	20	10	10	10	30	30	30	40	20	20	20	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	56	1	2	0	0	3	5	10	6	0	10	5	2	0	4	2	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	83	3	1	3	7	1	1	14	7	14	13	7	5	0	1	1	5					
14	Число погашенных открепительных удостоверений	244	9	18	20	10	7	5	20	24	30	30	15	18	20	6	8	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	108	3	2	4	7	4	7	13	12	5	5	9	6	10	8	0	13					
		1.28%	0.54%	0.86%	1.34%	1.74%	1.66%	4.32%	1.65%	1.44%	1.63%	0.51%	1.35%	1.22%	1.50%	1.07%	0.0%	1.42%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	177	22	4	7	2	2	2	6	36	7	14	13	10	9	18	3	22					
		2.10%	3.98%	1.72%	2.35%	0.49%	0.83%	1.23%	0.76%	4.32%	2.29%	1.44%	1.95%	2.04%	1.35%	2.40%	1.75%	2.41%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	284	14	8	9	21	3	0	26	25	17	33	22	26	11	27	7	35					
		3.37%	2.53%	3.44%	3.03%	5.23%	1.25%	0.0%	3.31%	3.00%	5.57%	3.41%	3.31%	5.32%	1.65%	3.61%	4.09%	3.83%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	311	32	7	7	5	9	3	17	28	14	30	25	27	16	37	4	50					
		3.69%	5.79%	3.01%	2.35%	1.24%	3.75%	1.85%	2.16%	3.36%	4.59%	3.10%	3.76%	5.53%	2.40%	4.95%	2.33%	5.48%					
22	"5. ""За Русь Святую"""	50	5	2	3	3	2	0	8	6	2	1	3	2	4	4	3	2					
		0.59%	0.90%	0.86%	1.01%	0.74%	0.83%	0.0%	1.01%	0.72%	0.65%	0.10%	0.45%	0.40%	0.60%	0.53%	1.75%	0.21%					
23	"6. ""Объединенная Российская партия ""Русь"""	48	1	4	1	2	1	2	8	2	0	5	5	0	4	6	2	5					
		0.57%	0.18%	1.72%	0.33%	0.49%	0.41%	1.23%	1.01%	0.24%	0.0%	0.51%	0.75%	0.0%	0.60%	0.80%	1.16%	0.54%					
24	"7. ""Новый курс - Автомобильная Россия"""	76	5	3	3	1	2	1	3	6	2	16	3	2	4	4	1	20					
		0.90%	0.90%	1.29%	1.01%	0.24%	0.83%	0.61%	0.38%	0.72%	0.65%	1.65%	0.45%	0.40%	0.60%	0.53%	0.58%	2.19%					
25	"8. ""Народно-республиканская партия России"""	10	2	1	0	0	0	0	1	0	0	0	2	1	0	2	0	1					
		0.11%	0.36%	0.43%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.30%	0.20%	0.0%	0.26%	0.0%	0.10%					
26	"9. ""Российская экологическая партия ""Зеленые"""	31	3	2	0	1	1	1	1	1	1	3	4	1	4	2	1	5					
		0.36%	0.54%	0.86%	0.0%	0.24%	0.41%	0.61%	0.12%	0.12%	0.32%	0.31%	0.60%	0.20%	0.60%	0.26%	0.58%	0.54%					
27	"10. ""Аграрная партия России"""	259	28	2	9	21	6	6	31	13	11	20	28	14	7	43	5	15					
		3.07%	5.07%	0.86%	3.03%	5.23%	2.5%	3.70%	3.94%	1.56%	3.60%	2.07%	4.21%	2.86%	1.05%	5.75%	2.92%	1.64%					
28	"11. ""Истинные патриоты России"""	19	1	1	2	0	0	0	0	2	0	0	0	0	7	3	2	1					
		0.22%	0.18%	0.43%	0.67%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	1.05%	0.40%	1.16%	0.10%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	80	0	2	1	2	3	5	12	10	5	6	2	9	4	10	0	9					
		0.95%	0.0%	0.86%	0.33%	0.49%	1.25%	3.08%	1.52%	1.20%	1.63%	0.62%	0.30%	1.84%	0.60%	1.33%	0.0%	0.98%					
30	"13. ""Демократическая партия России"""	38	1	1	1	1	7	0	4	5	0	5	3	3	2	2	3	0					
		0.45%	0.18%	0.43%	0.33%	0.24%	2.91%	0.0%	0.50%	0.60%	0.0%	0.51%	0.45%	0.61%	0.30%	0.26%	1.75%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	16	1	0	2	0	1	0	1	3	0	2	1	2	0	1	2	0					
		0.19%	0.18%	0.0%	0.67%	0.0%	0.41%	0.0%	0.12%	0.36%	0.0%	0.20%	0.15%	0.40%	0.0%	0.13%	1.16%	0.0%					
32	"15. ""Партия СЛОН"""	17	1	0	0	0	0	0	3	2	1	3	1	1	0	3	2	0					
		0.20%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.24%	0.32%	0.31%	0.15%	0.20%	0.0%	0.40%	1.16%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	427	48	11	15	23	8	4	16	46	18	45	56	15	30	36	1	55					
		5.07%	8.69%	4.74%	5.05%	5.73%	3.33%	2.46%	2.03%	5.52%	5.90%	4.65%	8.43%	3.07%	4.51%	4.81%	0.58%	6.03%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	30	6	2	1	1	3	2	2	0	0	2	2	2	3	0	0	4					
		0.35%	1.08%	0.86%	0.33%	0.24%	1.25%	1.23%	0.25%	0.0%	0.0%	0.20%	0.30%	0.40%	0.45%	0.0%	0.0%	0.43%					
35	"18. ""ЛДПР"""	1859	79	63	58	100	64	45	127	165	93	242	139	114	160	150	43	217					
		22.08%	14.31%	27.15%	19.52%	24.93%	26.66%	27.77%	16.17%	19.83%	30.49%	25.05%	20.93%	23.36%	24.06%	20.08%	25.14%	23.79%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	118	6	3	6	8	2	0	16	11	8	8	10	6	8	7	3	16					
		1.40%	1.08%	1.29%	2.02%	1.99%	0.83%	0.0%	2.03%	1.32%	2.62%	0.82%	1.50%	1.22%	1.20%	0.93%	1.75%	1.75%					
37	"20. ""Политическая партия ""Единая Россия"""	2412	129	77	92	132	90	41	225	255	66	274	161	142	266	165	24	273					
		28.64%	23.36%	33.18%	30.97%	32.91%	37.5%	25.30%	28.66%	30.64%	21.63%	28.36%	24.24%	29.09%	40.0%	22.08%	14.03%	29.93%					
38	"21. ""Российская Конституционно-демократическая партия"""	15	2	0	0	1	0	0	1	1	0	4	0	2	2	0	1	1					
		0.17%	0.36%	0.0%	0.0%	0.24%	0.0%	0.0%	0.12%	0.12%	0.0%	0.41%	0.0%	0.40%	0.30%	0.0%	0.58%	0.10%					
39	"22. ""Развитие предпринимательства"""	23	2	1	1	0	0	0	4	3	0	2	0	1	1	1	4	3					
		0.27%	0.36%	0.43%	0.33%	0.0%	0.0%	0.0%	0.50%	0.36%	0.0%	0.20%	0.0%	0.20%	0.15%	0.13%	2.33%	0.32%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1215	39	19	31	49	15	28	196	124	31	171	113	66	47	133	44	109					
		14.43%	7.06%	8.18%	10.43%	12.21%	6.25%	17.28%	24.96%	14.90%	10.16%	17.70%	17.01%	13.52%	7.06%	17.80%	25.73%	11.95%					
																							
41	Против всех	604	80	15	32	14	9	8	45	62	18	57	49	27	56	73	10	49					
		7.17%	14.49%	6.46%	10.77%	3.49%	3.75%	4.93%	5.73%	7.45%	5.90%	5.90%	7.37%	5.53%	8.42%	9.77%	5.84%	5.37%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
