Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Котовская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328					
1	"Число избирателей, внесенных в список избирателей"	28788	3103	2727	2588	3008	2817	2636	3100	653	137	504	138	405	761	234	190	335	86	421	793	699	231	921	126	222	189	836	756	172					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28520	3010	2920	2580	2940	2720	2600	2990	660	135	500	140	400	765	230	185	330	85	420	790	715	225	910	120	205	185	820	755	185					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12731	1190	1282	1264	1602	1334	1095	1142	295	81	184	73	192	322	75	84	138	38	190	359	302	82	419	69	118	86	355	268	92					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1201	80	86	56	150	50	27	79	44	10	30	14	27	30	37	15	28	4	50	82	60	22	72	6	15	5	39	69	14					
6	Число погашенных избирательных бюллетеней	14588	1740	1552	1260	1188	1336	1478	1769	321	44	286	53	181	413	118	86	164	43	180	349	353	121	419	45	72	94	426	418	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1201	80	86	56	150	50	27	79	44	10	30	14	27	30	37	15	28	4	50	82	60	22	72	6	15	5	39	69	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12731	1190	1282	1264	1602	1334	1095	1142	295	81	184	73	192	322	75	84	138	38	190	359	302	82	419	69	118	86	355	268	92					
9	Число недействительных избирательных бюллетеней	189	33	13	23	19	19	10	29	4	2	4	2	2	1	0	1	0	1	2	6	4	0	3	1	1	0	6	1	2					
10	Число действительных избирательных бюллетеней	13743	1237	1355	1297	1733	1365	1112	1192	335	89	210	85	217	351	112	98	166	41	238	435	358	104	488	74	132	91	388	336	104					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	290	25	25	25	25	25	25	25	7	4	7	4	7	7	4	4	7	2	7	7	7	4	7	4	4	4	7	7	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	189	23	25	19	25	18	25	10	4	0	0	3	1	4	1	0	3	0	4	6	7	2	0	0	0	0	6	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	147	10	2	12	9	17	8	5	3	1	3	1	5	15	3	1	2	2	4	11	3	7	1	1	2	3	7	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	101	2	0	6	0	7	0	15	3	4	7	1	6	3	3	4	4	2	3	1	0	2	7	4	4	4	1	4	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3077	280	310	354	440	338	287	271	54	14	22	5	36	64	15	23	30	5	46	82	56	10	117	19	32	11	90	50	16					
		22.09%	22.05%	22.66%	26.82%	25.11%	24.42%	25.58%	22.19%	15.93%	15.38%	10.28%	5.75%	16.44%	18.18%	13.39%	23.23%	18.07%	11.90%	19.17%	18.59%	15.47%	9.62%	23.83%	25.33%	24.06%	12.09%	22.84%	14.84%	15.09%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1861	194	172	144	196	216	166	172	46	6	26	14	27	51	22	17	26	8	25	55	59	10	51	11	16	9	48	53	21					
		13.36%	15.28%	12.57%	10.91%	11.19%	15.61%	14.80%	14.09%	13.57%	6.59%	12.15%	16.09%	12.33%	14.49%	19.64%	17.17%	15.66%	19.05%	10.42%	12.47%	16.30%	9.62%	10.39%	14.67%	12.03%	9.89%	12.18%	15.73%	19.81%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	120	7	14	10	15	9	13	9	2	0	2	0	2	10	0	1	1	0	0	6	0	0	3	0	0	2	9	3	2					
