Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Котовская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061					
1	"Число избирателей, внесенных в списки избирателей"	27999	3151	2922	2700	2861	2951	2699	2894	559	145	400	132	363	257	70	367	664	758	186	760	117	196	165	719	685	206	682	220	170					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27695	2830	2750	2625	2685	2705	2570	2760	650	140	480	160	405	320	85	450	790	745	205	910	125	200	175	810	700	195	795	250	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15934	1575	1538	1455	1719	1693	1440	1441	367	111	255	105	248	185	56	270	448	498	120	548	93	148	93	438	334	136	389	119	112					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1322	105	140	64	146	78	59	69	50	12	38	12	29	20	7	45	81	64	12	68	7	10	6	45	57	11	47	29	11					
6	Число погашенных избирательных бюллетеней	10431	1150	1072	1106	812	934	1071	1250	233	17	187	43	128	115	22	135	261	183	73	294	25	42	76	327	309	48	359	102	57					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1322	105	140	64	146	78	59	69	50	12	38	12	29	20	7	45	81	64	12	68	7	10	6	45	57	11	47	29	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15934	1575	1538	1455	1719	1693	1440	1441	367	111	255	105	248	185	56	270	448	498	120	548	93	148	93	438	334	136	389	119	112					
9	Число недействительных избирательных бюллетеней	173	20	18	12	18	18	9	23	7	2	3	0	3	0	0	2	8	7	1	5	3	1	2	1	3	2	4	0	1					
10	Число действительных избирательных бюллетеней	17083	1660	1660	1507	1847	1753	1490	1487	410	121	290	117	274	205	63	313	521	555	131	611	97	157	97	482	388	145	432	148	122					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	360	30	30	30	30	35	30	30	10	5	10	5	5	5	5	5	10	10	5	10	5	5	5	10	10	5	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	235	16	30	29	26	34	23	19	9	0	4	3	2	2	0	0	5	8	0	4	0	0	5	8	1	0	5	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	130	6	7	6	18	18	8	6	2	4	3	2	3	3	2	1	5	5	2	1	1	0	1	7	4	5	3	2	5					
14	Число погашенных неиспользованных открепительных удостоверений	125	14	0	1	4	1	7	11	1	5	6	2	3	3	5	5	5	2	5	6	5	5	0	2	9	5	5	5	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	1	0	2	1	4	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	1308	114	117	85	91	84	71	106	41	17	35	7	28	16	6	26	116	70	18	60	8	21	2	41	19	6	86	17	0					
		7.58%	6.79%	6.97%	5.60%	4.88%	4.74%	4.74%	7.02%	9.83%	13.82%	11.95%	5.98%	10.11%	7.80%	9.52%	8.25%	21.93%	12.46%	13.64%	9.74%	8.00%	13.29%	2.02%	8.49%	4.86%	4.08%	19.72%	11.49%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	80	2	7	7	16	17	11	4	0	0	2	2	0	0	0	1	2	0	1	4	0	0	0	2	1	1	0	0	0					
		0.46%	0.12%	0.42%	0.46%	0.86%	0.96%	0.73%	0.26%	0.00%	0.00%	0.68%	1.71%	0.00%	0.00%	0.00%	0.32%	0.38%	0.00%	0.76%	0.65%	0.00%	0.00%	0.00%	0.41%	0.26%	0.68%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	13	4	3	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.24%	0.18%	0.07%	0.05%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3298	321	360	371	424	345	285	271	79	25	31	20	34	40	10	71	84	65	14	109	10	27	13	46	111	21	71	19	21					
		19.11%	19.11%	21.45%	24.42%	22.73%	19.48%	19.01%	17.95%	18.94%	20.33%	10.58%	17.09%	12.27%	19.51%	15.87%	22.54%	15.88%	11.57%	10.61%	17.69%	10.00%	17.09%	13.13%	9.52%	28.39%	14.29%	16.28%	12.84%	17.07%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	39	4	9	1	3	7	6	3	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	1	0					
		0.23%	0.24%	0.54%	0.07%	0.16%	0.40%	0.40%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.49%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	32	2	1	0	6	7	3	2	0	0	1	0	0	0	0	2	1	2	0	2	1	0	0	0	0	0	1	0	1					
		0.19%	0.12%	0.06%	0.00%	0.32%	0.40%	0.20%	0.13%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.63%	0.19%	0.36%	0.00%	0.32%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.81%					
24	7.Политическая партия «Либерально-демократическая партия России»	1679	187	184	123	181	205	163	139	53	2	18	12	17	20	9	21	47	61	11	51	7	12	2	43	33	11	37	17	13					
		9.73%	11.13%	10.97%	8.10%	9.71%	11.58%	10.87%	9.21%	12.71%	1.63%	6.14%	10.26%	6.14%	9.76%	14.29%	6.67%	8.88%	10.85%	8.33%	8.28%	7.00%	7.59%	2.02%	8.90%	8.44%	7.48%	8.49%	11.49%	10.57%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1191	138	120	126	164	145	151	112	25	1	9	4	8	13	2	14	17	27	1	19	2	4	3	33	24	8	15	3	3					
		6.90%	8.21%	7.15%	8.29%	8.79%	8.19%	10.07%	7.42%	5.99%	0.81%	3.07%	3.42%	2.89%	6.34%	3.17%	4.44%	3.21%	4.80%	0.76%	3.08%	2.00%	2.53%	3.03%	6.83%	6.14%	5.44%	3.44%	2.03%	2.44%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	98	8	15	8	10	19	6	2	1	1	2	3	1	1	0	3	2	0	1	7	0	1	1	2	1	0	1	0	2					
		0.57%	0.48%	0.89%	0.53%	0.54%	1.07%	0.40%	0.13%	0.24%	0.81%	0.68%	2.56%	0.36%	0.49%	0.00%	0.95%	0.38%	0.00%	0.76%	1.14%	0.00%	0.63%	1.01%	0.41%	0.26%	0.00%	0.23%	0.00%	1.63%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9225	874	830	776	925	899	777	839	209	75	191	67	186	115	36	174	251	329	85	354	68	90	76	315	198	98	219	89	80					
		53.46%	52.02%	49.46%	51.09%	49.60%	50.76%	51.83%	55.56%	50.12%	60.98%	65.19%	57.26%	67.15%	56.10%	57.14%	55.24%	47.45%	58.54%	64.39%	57.47%	68.00%	56.96%	76.77%	65.22%	50.64%	66.67%	50.23%	60.14%	65.04%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	120	6	14	9	26	22	17	9	2	0	1	1	0	0	0	1	0	1	0	2	1	1	0	0	1	0	2	2	2					
		0.70%	0.36%	0.83%	0.59%	1.39%	1.24%	1.13%	0.60%	0.48%	0.00%	0.34%	0.85%	0.00%	0.00%	0.00%	0.32%	0.00%	0.18%	0.00%	0.32%	1.00%	0.63%	0.00%	0.00%	0.26%	0.00%	0.46%	1.35%	1.63%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
