Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Кизильская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728					
1	"Число избирателей, внесенных в список"	20059	2549	2981	483	972	375	604	1045	155	456	127	430	163	172	880	441	309	1318	187	187	725	971	212	205	1036	387	970	392	779	234	151	163					
2	Число полученных избирательных бюллетеней	20000	2500	2950	495	970	370	590	1025	155	455	130	450	165	180	885	445	310	1340	185	185	740	970	210	205	1000	390	980	400	760	240	150	170					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16735	2164	2488	443	948	261	342	823	150	441	110	416	149	162	830	203	194	945	179	183	563	788	122	196	944	364	869	278	743	133	145	159					
5	"Число избирательных бюллетеней, выданных вне помещения"	2563	261	377	31	4	88	248	192	0	0	0	0	0	0	16	225	101	326	2	0	149	139	78	0	40	9	62	108	13	94	0	0					
6	Число погашенных избирательных бюллетеней	702	75	85	21	18	21	0	10	5	14	20	34	16	18	39	17	15	69	4	2	28	43	10	9	16	17	49	14	4	13	5	11					
7	Число избирательных бюллетеней в переносных ящиках	2563	261	377	31	4	88	248	192	0	0	0	0	0	0	16	225	101	326	2	0	149	139	78	0	40	9	62	108	13	94	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	16706	2152	2488	443	948	261	342	823	150	441	110	416	149	162	829	203	194	945	179	183	563	783	122	196	941	364	864	275	743	133	145	159					
9	Число недействительных избирательных бюллетеней	122	19	26	12	0	0	0	0	0	0	0	0	8	0	2	2	0	8	6	0	7	14	1	3	1	3	2	5	1	0	0	2					
10	Число действительных избирательных бюллетеней	19147	2394	2839	462	952	349	590	1015	150	441	110	416	141	162	843	426	295	1263	175	183	705	908	199	193	980	370	924	378	755	227	145	157					
11	Число полученных открепительных  удостоверений	190	20	25	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
