Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Новодугинская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215					
1	"Число избирателей, внесенных в списки"	8808	183	225	541	272	637	243	181	250	117	492	106	2639	173	230	251	163	535	227	619	318	406					
2	"Число бюллетеней, полученных участковыми комиссиями"	8732	183	230	546	269	641	246	176	249	117	493	106	2554	175	228	251	161	525	223	637	312	410					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4577	135	140	251	130	371	87	81	185	71	159	52	1340	87	138	103	84	220	124	398	134	287					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1542	39	31	135	101	116	90	63	40	24	143	36	104	45	54	85	31	131	64	81	129	0					
6	Число погашенных бюллетеней	2613	9	59	160	38	154	69	32	24	22	191	18	1110	43	36	63	46	174	35	158	49	123					
7	Число бюллетеней в переносных ящиках для голосования	1542	39	31	135	101	116	90	63	40	24	143	36	104	45	54	85	31	131	64	81	129	0					
8	Число бюллетеней в стационарных ящиках для голосования	4577	135	140	251	130	371	87	81	185	71	159	52	1340	87	138	103	84	220	124	398	134	287					
9	Число недействительных бюллетеней	81	1	3	5	0	16	3	1	0	5	0	0	25	2	2	7	3	1	2	0	1	4					
10	Число действительных бюллетеней	6038	173	168	381	231	471	174	143	225	90	302	88	1419	130	190	181	112	350	186	479	262	283					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	244	5	6	15	8	18	7	5	7	3	14	3	73	5	6	7	4	14	6	18	9	11					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	47	0	0	1	0	13	2	1	0	0	0	0	19	0	1	1	0	4	0	1	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	42	2	0	1	1	1	0	2	0	1	1	2	10	2	2	0	2	0	5	4	4	2					
14	Число погашенных открепительных удостоверений	197	5	6	14	8	5	5	4	7	3	14	3	54	5	5	6	4	10	6	17	9	7					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	94	0	2	6	6	6	5	7	3	3	3	1	13	3	12	5	0	6	2	5	3	3					
		1.53%	0.0%	1.16%	1.55%	2.59%	1.23%	2.82%	4.86%	1.33%	3.15%	0.99%	1.13%	0.90%	2.27%	6.25%	2.65%	0.0%	1.70%	1.06%	1.04%	1.14%	1.04%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	94	1	2	8	1	5	2	3	0	2	3	2	34	2	2	3	2	10	0	6	1	5					
		1.53%	0.57%	1.16%	2.07%	0.43%	1.02%	1.12%	2.08%	0.0%	2.10%	0.99%	2.27%	2.35%	1.51%	1.04%	1.59%	1.73%	2.84%	0.0%	1.25%	0.38%	1.74%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	170	1	4	14	9	24	5	1	4	4	13	3	45	2	2	6	2	10	2	14	1	4					
		2.77%	0.57%	2.33%	3.62%	3.89%	4.92%	2.82%	0.69%	1.77%	4.21%	4.30%	3.40%	3.11%	1.51%	1.04%	3.19%	1.73%	2.84%	1.06%	2.92%	0.38%	1.39%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	101	1	8	5	1	6	1	2	0	0	2	2	37	0	5	2	0	8	1	10	5	5					
		1.65%	0.57%	4.67%	1.29%	0.43%	1.23%	0.56%	1.38%	0.0%	0.0%	0.66%	2.27%	2.56%	0.0%	2.60%	1.06%	0.0%	2.27%	0.53%	2.08%	1.90%	1.74%					
22	"5. ""За Русь Святую"""	25	1	3	2	1	4	0	1	0	1	0	0	4	0	2	1	0	0	0	1	1	3					
		0.40%	0.57%	1.75%	0.51%	0.43%	0.82%	0.0%	0.69%	0.0%	1.05%	0.0%	0.0%	0.27%	0.0%	1.04%	0.53%	0.0%	0.0%	0.0%	0.20%	0.38%	1.04%					
23	"6. ""Объединенная Российская партия ""Русь"""	10	0	0	0	1	2	0	0	0	0	1	0	2	0	0	0	0	1	0	1	1	1					
		0.16%	0.0%	0.0%	0.0%	0.43%	0.41%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.20%	0.38%	0.34%					
24	"7. ""Новый курс - Автомобильная Россия"""	24	2	1	2	1	1	0	2	0	0	0	1	8	0	1	0	1	0	0	2	0	2					
		0.39%	1.14%	0.58%	0.51%	0.43%	0.20%	0.0%	1.38%	0.0%	0.0%	0.0%	1.13%	0.55%	0.0%	0.52%	0.0%	0.86%	0.0%	0.0%	0.41%	0.0%	0.69%					
25	"8. ""Народно-республиканская партия России"""	16	0	0	0	1	1	0	0	0	0	1	0	8	0	1	0	0	0	0	2	0	2					
		0.26%	0.0%	0.0%	0.0%	0.43%	0.20%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.55%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.69%					
26	"9. ""Российская экологическая партия ""Зеленые"""	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.03%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%					
27	"10. ""Аграрная партия России"""	251	15	8	14	10	30	19	1	5	2	9	5	40	6	5	3	9	25	20	14	6	5					
		4.10%	8.62%	4.67%	3.62%	4.32%	6.16%	10.73%	0.69%	2.22%	2.10%	2.98%	5.68%	2.77%	4.54%	2.60%	1.59%	7.82%	7.12%	10.63%	2.92%	2.28%	1.74%					
28	"11. ""Истинные патриоты России"""	8	2	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0					
		0.13%	1.14%	0.0%	0.51%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	172	2	1	5	7	6	5	0	10	3	2	0	77	0	2	1	10	12	0	3	21	5					
		2.81%	1.14%	0.58%	1.29%	3.03%	1.23%	2.82%	0.0%	4.44%	3.15%	0.66%	0.0%	5.33%	0.0%	1.04%	0.53%	8.69%	3.41%	0.0%	0.62%	7.98%	1.74%					
30	"13. ""Демократическая партия России"""	9	0	2	0	0	2	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0					
		0.14%	0.0%	1.16%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.33%	1.13%	0.0%	0.75%	0.0%	0.0%	0.0%	0.28%	0.53%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	15	1	0	1	0	0	1	0	0	0	0	0	8	0	1	1	0	1	0	0	0	1					
		0.24%	0.57%	0.0%	0.25%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.52%	0.53%	0.0%	0.28%	0.0%	0.0%	0.0%	0.34%					
