Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Нагорный район																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	46246	2522	1957	2263	2088	1959	1978	2055	2067	322	2521	2749	1226	2773	2440	2373	2635	2472	2462	2548	2397	2439									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36100	1900	1500	1800	1700	1600	1600	1600	1600	200	2000	2000	1000	2200	1900	1900	1800	2000	2000	2000	1900	1900									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	18983	902	743	1503	1286	665	705	687	1095	133	764	882	800	1452	819	811	900	1149	828	729	1285	845									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	407	24	34	13	18	11	35	23	17	0	20	17	10	14	18	18	35	25	12	23	31	9									
6	Число погашенных избирательных бюллетеней	16710	974	723	284	396	924	860	890	488	67	1216	1101	190	734	1063	1071	865	826	1160	1248	584	1046									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	407	24	34	13	18	11	35	23	17	0	20	17	10	14	18	18	35	25	12	23	31	9									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	18926	902	743	1503	1286	659	704	687	1095	132	763	882	790	1452	815	811	887	1146	824	728	1284	833									
9	Число недействительных избирательных бюллетеней	283	11	15	9	10	15	35	17	11	3	17	22	7	12	17	12	22	14	8	8	8	10									
10	Число действительных избирательных бюллетеней	19050	915	762	1507	1294	655	704	693	1101	129	766	877	793	1454	816	817	900	1157	828	743	1307	832									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	264	10	10	10	15	10	15	15	10	2	15	15	8	15	15	23	15	10	15	10	16	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	218	5	9	7	15	7	12	15	6	1	15	13	4	14	11	23	15	6	11	5	16	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	404	27	25	25	14	16	17	7	21	47	16	14	13	5	18	26	27	14	32	9	10	21									
14	Число погашенных неиспользованных открепительных удостоверений	46	5	1	3	0	3	3	0	4	1	0	2	4	1	4	0	0	4	4	5	0	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	75	1	2	2	1	4	4	1	3	0	5	12	5	5	1	5	5	4	1	5	9	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
