Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Орловская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №2531	УИК №2532	УИК №2533	УИК №2597	УИК №2598	УИК №2599	УИК №2600					
1	"Число избирателей, внесенных в список избирателей"	29846	602	163	137	59	504	522	173	1112	219	320	1021	66	1290	1436	340	355	449	117	505	154	129	745	644	268	150	661	183	1363	1188	1494	1089	1323	1225	1635	1163	1598	1589	1632	695	93	224	249	616	346					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26640	600	150	130	55	500	500	170	1000	200	300	1000	65	1000	1200	300	300	400	100	500	140	110	700	600	230	150	650	170	1300	1200	1200	1000	1000	1000	1400	1000	1400	1400	1400	650	90	200	230	600	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15019	331	110	89	35	290	224	88	496	105	157	616	37	530	868	199	104	201	42	284	105	68	411	343	125	119	305	72	623	582	807	619	669	596	836	649	739	624	715	417	54	105	154	230	246					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2297	33	8	19	12	34	62	24	145	31	50	119	7	62	62	40	83	70	33	33	4	13	57	28	23	12	29	13	76	72	97	107	37	34	189	79	66	66	84	53	19	24	4	168	16					
6	Число погашенных избирательных бюллетеней	9324	236	32	22	8	176	214	58	359	64	93	265	21	408	270	61	113	129	25	183	31	29	232	229	82	19	316	85	601	546	296	274	294	370	375	272	595	710	601	180	17	71	72	202	88					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2297	33	8	19	12	34	62	24	145	31	50	119	7	62	62	40	83	70	33	33	4	13	57	28	23	12	29	13	76	72	97	107	37	34	189	79	66	66	84	53	19	24	4	168	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15019	331	110	89	35	290	224	88	496	105	157	616	37	530	868	199	104	201	42	284	105	68	411	343	125	119	305	72	623	582	807	619	669	596	836	649	739	624	715	417	54	105	154	230	246					
9	Число недействительных избирательных бюллетеней	301	5	0	0	0	1	1	0	4	0	3	0	0	5	9	18	6	2	0	0	1	0	31	6	0	0	2	1	21	25	7	0	32	3	10	8	11	78	4	2	0	4	0	0	1					
10	Число действительных избирательных бюллетеней	17015	359	118	108	47	323	285	112	637	136	204	735	44	587	921	221	181	269	75	317	108	81	437	365	148	131	332	84	678	629	897	726	674	627	1015	720	794	612	795	468	73	125	158	398	261					
