Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
"Наименование Избирательной комиссии:    Архангельск, Октябрьская"																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №1047					
1	"Число избирателей, внесенных в список избирателей"	71332	2759	2828	2739	2507	2496	2042	2193	2067	2508	2627	2450	2592	2552	2363	2622	2034	2432	2403	2505	2358	2443	2703	2765	1397	2117	2094	1774	2506	2891	53	122	571	168	51	224	97	233	46					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	63976	2500	2500	2500	2200	2200	1800	2000	1900	2300	2200	2200	2300	2300	2200	2400	1800	2200	2200	2200	2100	2200	2400	2500	980	1900	1900	1250	1750	2600	53	121	580	159	53	196	97	237	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	36308	1417	1353	1333	1156	1336	1306	1238	1159	1148	1259	1432	1273	1333	1393	1310	1075	1331	1224	1321	1334	1164	1034	1392	776	1056	983	531	1151	1275	53	87	363	129	49	170	85	233	46					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	876	17	9	16	16	25	18	13	25	25	57	6	26	15	18	27	12	11	9	19	18	7	10	24	18	15	14	51	22	31	0	34	208	21	1	26	12	0	0					
6	Число погашенных избирательных бюллетеней	26792	1066	1138	1151	1028	839	476	749	716	1127	884	762	1001	952	789	1063	713	858	967	860	748	1029	1356	1084	186	829	903	668	577	1294	0	0	9	9	3	0	0	4	954					
7	Число избирательных бюллетеней в переносных ящиках для голосования	876	17	9	16	16	25	18	13	25	25	57	6	26	15	18	27	12	11	9	19	18	7	10	24	18	15	14	51	22	31	0	34	208	21	1	26	12	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36206	1416	1353	1333	1156	1336	1221	1238	1159	1145	1259	1431	1271	1333	1392	1308	1075	1328	1223	1321	1333	1163	1034	1392	776	1056	983	531	1151	1275	53	87	362	129	49	170	85	233	46					
9	Число недействительных избирательных бюллетеней	404	12	15	9	12	20	16	6	9	7	13	17	19	14	18	16	12	16	22	13	11	14	15	18	2	22	5	4	16	10	0	0	4	0	0	0	2	14	1					
10	Число действительных избирательных бюллетеней	36678	1421	1347	1340	1160	1341	1223	1245	1175	1163	1303	1420	1278	1334	1392	1319	1075	1323	1210	1327	1340	1156	1029	1398	792	1049	992	578	1157	1296	53	121	566	150	50	196	95	219	45					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	955	30	30	40	50	30	30	30	30	30	30	30	30	30	30	40	30	30	30	30	30	30	30	50	30	30	30	30	40	45	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	739	22	27	33	36	25	22	25	25	26	26	24	25	25	19	34	23	26	24	24	21	24	23	32	14	20	29	10	32	43	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	855	20	17	29	29	60	32	13	15	7	12	27	18	33	25	17	12	20	12	21	19	11	28	31	16	18	21	8	18	16	0	9	10	25	7	27	9	117	46					
14	Число погашенных неиспользованных открепительных удостоверений	216	8	3	7	14	5	8	5	5	4	4	6	5	5	11	6	7	4	6	6	9	6	7	18	16	10	1	20	8	2	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	1	0	3	3	1	0	0	2	4	1	0	0	1	2	1	0	0	1	0	1	1	3	1	0	3	0	1	2	2	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8498	338	334	340	256	320	310	308	259	278	289	302	321	294	322	307	221	292	279	324	316	276	239	330	189	225	236	133	255	312	11	41	120	43	5	46	13	6	8					
		22.92%	23.59%	24.52%	25.20%	21.84%	23.51%	25.02%	24.62%	21.88%	23.76%	21.96%	21.02%	24.75%	21.81%	22.84%	22.99%	20.33%	21.81%	22.65%	24.18%	23.39%	23.59%	22.89%	23.31%	23.80%	21.01%	23.67%	22.85%	21.74%	23.89%	20.75%	33.88%	21.05%	28.67%	10.00%	23.47%	13.40%	2.58%	17.39%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5759	239	276	213	195	205	172	177	173	170	191	242	201	182	180	143	136	208	178	207	204	192	211	196	129	186	156	92	237	212	8	11	87	24	16	20	22	55	13					
		15.53%	16.68%	20.26%	15.79%	16.64%	15.06%	13.88%	14.15%	14.61%	14.53%	14.51%	16.84%	15.50%	13.50%	12.77%	10.71%	12.51%	15.53%	14.45%	15.45%	15.10%	16.41%	20.21%	13.84%	16.25%	17.37%	15.65%	15.81%	20.20%	16.23%	15.09%	9.09%	15.26%	16.00%	32.00%	10.20%	22.68%	23.61%	28.26%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	549	17	22	22	22	14	14	10	10	25	16	22	19	33	17	17	18	17	23	18	17	28	20	25	7	20	18	4	15	19	1	3	6	1	0	3	3	3	0					
		1.48%	1.19%	1.62%	1.63%	1.88%	1.03%	1.13%	0.80%	0.84%	2.14%	1.22%	1.53%	1.46%	2.45%	1.21%	1.27%	1.66%	1.27%	1.87%	1.34%	1.26%	2.39%	1.92%	1.77%	0.88%	1.87%	1.81%	0.69%	1.28%	1.45%	1.89%	2.48%	1.05%	0.67%	0.00%	1.53%	3.09%	1.29%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9297	406	301	322	277	313	293	315	319	295	326	416	330	374	386	358	328	395	319	342	311	307	220	360	217	275	277	64	236	322	19	25	124	28	13	42	20	13	9					
		25.07%	28.33%	22.10%	23.87%	23.63%	22.99%	23.65%	25.18%	26.94%	25.21%	24.77%	28.95%	25.44%	27.74%	27.38%	26.82%	30.17%	29.50%	25.89%	25.52%	23.02%	26.24%	21.07%	25.42%	27.33%	25.68%	27.78%	10.99%	20.12%	24.66%	35.85%	20.66%	21.75%	18.67%	26.00%	21.43%	20.62%	5.58%	19.57%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3457	136	116	113	119	99	128	123	107	106	136	147	132	147	158	172	135	136	141	143	162	99	70	113	69	97	105	28	61	114	1	6	24	6	1	3	3	0	1					
		9.32%	9.49%	8.52%	8.38%	10.15%	7.27%	10.33%	9.83%	9.04%	9.06%	10.33%	10.23%	10.18%	10.91%	11.21%	12.88%	12.42%	10.16%	11.44%	10.67%	11.99%	8.46%	6.70%	7.98%	8.69%	9.06%	10.53%	4.81%	5.20%	8.73%	1.89%	4.96%	4.21%	4.00%	2.00%	1.53%	3.09%	0.00%	2.17%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8695	267	286	315	286	375	283	290	295	275	329	279	264	293	315	311	224	260	253	272	308	240	248	361	170	238	189	254	339	299	13	33	201	47	15	80	33	141	14					
		23.45%	18.63%	20.99%	23.35%	24.40%	27.55%	22.84%	23.18%	24.92%	23.50%	25.00%	19.42%	20.35%	21.74%	22.34%	23.30%	20.61%	19.42%	20.54%	20.30%	22.80%	20.51%	23.75%	25.49%	21.41%	22.22%	18.96%	43.64%	28.90%	22.89%	24.53%	27.27%	35.26%	31.33%	30.00%	40.82%	34.02%	60.52%	30.43%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	423	18	12	15	5	15	23	22	12	14	16	12	11	11	14	11	13	15	17	21	22	14	21	13	11	8	11	3	14	18	0	2	4	1	0	2	1	1	0					
		1.14%	1.26%	0.88%	1.11%	0.43%	1.10%	1.86%	1.76%	1.01%	1.20%	1.22%	0.84%	0.85%	0.82%	0.99%	0.82%	1.20%	1.12%	1.38%	1.57%	1.63%	1.20%	2.01%	0.92%	1.39%	0.75%	1.10%	0.52%	1.19%	1.38%	0.00%	1.65%	0.70%	0.67%	0.00%	1.02%	1.03%	0.43%	0.00%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
