Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Светловская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467					
1	"Число избирателей, внесенных в списки"	22185	1798	1747	1687	1572	1785	1421	928	1511	1760	1251	1935	1533	1436	1314	507					
2	"Число бюллетеней, полученных участковыми комиссиями"	20500	1700	1600	1600	1500	1600	1300	850	1400	1600	1200	1800	1400	1300	1200	450					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10607	814	885	865	827	871	682	451	779	809	667	926	721	582	547	181					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	218	14	19	13	14	15	5	18	26	9	2	29	17	17	16	4					
6	Число погашенных бюллетеней	9675	872	696	722	659	714	613	381	595	782	531	845	662	701	637	265					
7	Число бюллетеней в переносных ящиках для голосования	218	14	19	13	14	15	5	18	26	9	2	29	17	17	16	4					
8	Число бюллетеней в стационарных ящиках для голосования	10606	814	885	865	827	871	681	451	777	811	667	926	721	582	547	181					
9	Число недействительных бюллетеней	154	10	14	16	14	12	11	7	10	19	6	13	0	13	4	5					
10	Число действительных бюллетеней	10670	818	890	862	827	874	675	462	793	801	663	942	738	586	559	180					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	190	14	14	12	12	14	12	12	12	14	12	14	12	12	12	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	54	5	3	10	3	2	3	3	2	6	3	3	1	5	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	40	3	2	0	5	6	5	1	1	3	2	3	1	2	6	0					
14	Число погашенных открепительных удостоверений	136	9	11	2	9	12	9	9	10	8	9	11	11	7	11	8					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	138	15	9	9	3	12	11	8	9	16	10	13	6	6	7	4					
		1.27%	1.81%	0.99%	1.02%	0.35%	1.35%	1.60%	1.70%	1.12%	1.95%	1.49%	1.36%	0.81%	1.00%	1.24%	2.16%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	429	34	38	47	32	66	30	12	38	22	31	19	19	24	12	5					
		3.96%	4.10%	4.20%	5.35%	3.80%	7.44%	4.37%	2.55%	4.73%	2.68%	4.63%	1.98%	2.57%	4.00%	2.13%	2.70%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	445	40	36	42	53	30	29	17	45	38	25	32	22	20	13	3					
		4.11%	4.83%	3.98%	4.78%	6.30%	3.38%	4.22%	3.62%	5.60%	4.63%	3.73%	3.35%	2.98%	3.33%	2.30%	1.62%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	614	51	50	68	43	73	48	10	57	65	41	43	28	24	10	3					
		5.67%	6.15%	5.53%	7.74%	5.11%	8.23%	6.99%	2.13%	7.09%	7.92%	6.12%	4.50%	3.79%	4.00%	1.77%	1.62%					
22	"5. ""За Русь Святую"""	46	0	5	0	4	8	3	3	2	3	1	2	4	8	3	0					
