Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Свободненская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566					
1	"Число избирателей, внесенных в списки избирателей"	11527	383	429	133	82	113	562	225	119	283	400	82	337	618	110	741	48	375	245	212	251	219	445	231	216	442	107	43	424	141	434	254	87	286	126	623	259	170	265	1007					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11230	370	410	126	78	100	580	220	110	270	370	80	330	620	121	740	50	350	230	210	240	210	450	230	220	410	95	40	400	140	430	270	80	280	130	610	270	170	260	930					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8287	324	289	93	78	83	474	168	91	180	251	62	276	403	83	459	41	297	182	129	186	203	276	163	136	279	91	38	240	88	379	181	71	178	100	397	207	161	169	781					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	755	21	16	7	0	11	17	13	7	24	31	4	5	79	19	66	3	41	20	57	31	0	47	8	8	25	4	0	27	12	22	12	9	17	7	42	5	0	26	12					
6	Число погашенных избирательных бюллетеней	2158	25	105	26	0	6	89	39	12	66	88	14	49	138	19	215	6	12	28	24	23	7	127	59	76	106	0	2	133	40	29	47	0	85	23	171	58	9	65	137					
7	Число избирательных бюллетеней в переносных ящиках для голосования	785	21	16	7	0	11	17	13	7	24	31	4	5	79	19	66	3	41	20	57	31	0	47	8	8	25	4	0	27	12	22	42	9	17	7	42	5	0	26	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8287	324	289	93	78	83	474	168	91	180	251	62	276	403	83	459	41	297	182	129	186	203	276	163	136	279	91	38	240	88	379	181	71	178	100	397	207	161	169	781					
9	Число недействительных избирательных бюллетеней	56	1	1	0	0	2	3	3	1	1	3	1	2	1	0	3	0	2	0	0	1	0	1	1	1	0	1	0	3	0	0	0	0	4	0	4	7	0	5	4					
10	Число действительных избирательных бюллетеней	9016	344	304	100	78	92	488	178	97	203	279	65	279	481	102	522	44	336	202	186	216	203	322	170	143	304	94	38	264	100	401	223	80	191	107	435	205	161	190	789					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	159	5	4	1	1	1	16	3	1	1	4	1	1	4	0	15	0	7	0	3	4	4	4	4	5	4	2	1	4	2	4	6	1	4	4	4	4	3	3	24					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	113	5	4	0	0	0	16	3	1	0	3	0	0	3	0	15	0	7	0	0	2	2	4	4	5	3	1	0	0	1	0	5	1	0	1	0	4	2	0	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	87	2	4	0	5	0	4	0	1	6	1	1	0	3	0	1	0	5	3	1	6	2	2	1	1	3	2	2	3	1	2	4	1	4	0	2	1	0	2	11					
14	Число погашенных неиспользованных открепительных удостоверений	46	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	3	2	2	0	0	0	1	1	1	4	1	4	1	0	4	3	4	0	1	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	196	7	8	2	3	2	7	1	2	3	5	0	6	4	0	14	0	6	1	1	1	4	5	1	10	28	5	1	6	4	9	2	0	3	2	10	8	2	10	13					
		2.16%	2.03%	2.62%	2.00%	3.85%	2.13%	1.43%	0.55%	2.04%	1.47%	1.77%	0.00%	2.14%	0.83%	0.00%	2.67%	0.00%	1.78%	0.50%	0.54%	0.46%	1.97%	1.55%	0.58%	6.94%	9.21%	5.26%	2.63%	2.25%	4.00%	2.24%	0.90%	0.00%	1.54%	1.87%	2.28%	3.77%	1.24%	5.13%	1.64%					
