Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Свободненская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556					
1	"Число избирателей, внесенных в список избирателей"	10630	378	413	128	96	51	512	248	135	297	860	340	62	335	534	131	659	42	369	246	305	263	209	424	214	387	170	95	23	368	114	385	195	66	251	131	235	585	158	216					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11138	400	420	130	90	56	570	230	150	280	840	370	70	340	590	130	720	49	370	230	330	230	200	470	240	430	170	90	23	400	120	430	210	80	300	120	250	600	170	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6888	237	259	74	62	42	352	137	82	207	589	217	41	213	313	64	347	28	242	144	215	141	192	290	133	248	88	76	19	270	75	285	161	53	160	67	169	326	147	123					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	728	17	24	14	11	5	10	13	11	10	10	19	8	15	27	44	49	4	42	28	45	64	0	37	9	30	3	5	0	21	10	22	10	7	20	3	11	47	4	19					
6	Число погашенных избирательных бюллетеней	3508	146	137	42	17	9	208	80	57	63	241	134	21	112	250	22	324	17	86	58	70	25	8	143	98	152	79	9	4	109	35	123	25	20	120	50	70	227	19	98					
7	Число избирательных бюллетеней в переносных ящиках для голосования	742	17	24	14	11	5	10	13	11	10	10	19	8	15	27	44	49	4	42	28	45	64	0	37	9	30	3	5	0	21	10	22	24	7	20	3	11	47	4	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6887	237	259	74	62	42	352	137	82	207	589	217	41	213	313	64	347	28	242	144	215	141	192	289	133	248	88	76	19	270	75	285	161	53	160	67	169	326	147	123					
9	Число недействительных избирательных бюллетеней	136	8	5	0	3	0	7	1	1	6	17	0	0	3	3	0	4	0	17	2	2	6	0	2	6	8	3	0	0	6	0	8	4	0	6	1	1	4	1	1					
10	Число действительных избирательных бюллетеней	7493	246	278	88	70	47	355	149	92	211	582	236	49	225	337	108	392	32	267	170	258	199	192	324	136	270	88	81	19	285	85	299	181	60	174	69	179	369	150	141					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	285	14	10	3	3	5	13	3	3	4	18	8	2	7	9	2	36	2	8	8	5	4	8	6	10	9	5	2	3	9	6	7	8	4	8	3	6	10	7	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	173	14	8	1	3	5	6	1	3	4	18	1	0	2	9	0	25	2	7	4	1	4	1	6	10	1	5	0	3	0	5	2	0	0	4	1	6	10	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	198	8	1	1	1	3	4	20	3	16	7	5	4	13	4	1	12	1	5	2	23	3	6	8	5	4	1	0	1	2	1	2	8	1	0	8	7	2	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	112	0	2	2	0	0	7	2	0	0	0	7	2	5	0	2	11	0	1	4	4	0	7	0	0	8	0	2	0	9	1	5	8	4	4	2	0	0	6	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	1	0	3	0	0	0	0	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	721	24	27	13	8	5	49	14	8	21	104	29	5	10	31	7	50	4	28	13	23	19	3	28	12	21	6	2	0	23	12	22	17	2	22	6	11	20	4	18					
		9.45%	9.45%	9.54%	14.77%	10.96%	10.64%	13.54%	9.33%	8.60%	9.68%	17.36%	12.29%	10.20%	4.39%	9.12%	6.48%	12.63%	12.50%	9.86%	7.56%	8.85%	9.27%	1.56%	8.59%	8.45%	7.55%	6.59%	2.47%	0.00%	7.90%	14.12%	7.17%	9.19%	3.33%	12.22%	8.57%	6.11%	5.36%	2.65%	12.68%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1299	61	59	29	16	4	42	23	14	44	139	26	11	35	51	19	66	8	25	41	37	47	19	51	28	40	21	18	5	27	16	61	24	5	33	8	29	84	12	21					
		17.03%	24.02%	20.85%	32.95%	21.92%	8.51%	11.60%	15.33%	15.05%	20.28%	23.21%	11.02%	22.45%	15.35%	15.00%	17.59%	16.67%	25.00%	8.80%	23.84%	14.23%	22.93%	9.90%	15.64%	19.72%	14.39%	23.08%	22.22%	26.32%	9.28%	18.82%	19.87%	12.97%	8.33%	18.33%	11.43%	16.11%	22.52%	7.95%	14.79%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	87	3	9	0	0	0	3	1	0	6	12	0	0	4	3	1	5	0	0	0	5	1	3	1	2	4	0	1	0	4	0	7	3	0	3	0	2	4	0	0					
		1.14%	1.18%	3.18%	0.00%	0.00%	0.00%	0.83%	0.67%	0.00%	2.76%	2.00%	0.00%	0.00%	1.75%	0.88%	0.93%	1.26%	0.00%	0.00%	0.00%	1.92%	0.49%	1.56%	0.31%	1.41%	1.44%	0.00%	1.23%	0.00%	1.37%	0.00%	2.28%	1.62%	0.00%	1.67%	0.00%	1.11%	1.07%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1019	53	20	12	2	9	53	27	7	44	78	29	9	50	53	10	47	0	47	14	40	25	15	33	28	54	11	14	1	53	6	50	10	5	23	3	29	26	6	23					
		13.36%	20.87%	7.07%	13.64%	2.74%	19.15%	14.64%	18.00%	7.53%	20.28%	13.02%	12.29%	18.37%	21.93%	15.59%	9.26%	11.87%	0.00%	16.55%	8.14%	15.38%	12.20%	7.81%	10.12%	19.72%	19.42%	12.09%	17.28%	5.26%	18.21%	7.06%	16.29%	5.41%	8.33%	12.78%	4.29%	16.11%	6.97%	3.97%	16.20%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	71	1	4	0	1	0	5	2	2	2	8	4	1	0	0	3	1	0	1	0	2	0	0	1	1	5	1	0	0	2	1	12	3	0	3	0	0	3	1	1					
		0.93%	0.39%	1.41%	0.00%	1.37%	0.00%	1.38%	1.33%	2.15%	0.92%	1.34%	1.69%	2.04%	0.00%	0.00%	2.78%	0.25%	0.00%	0.35%	0.00%	0.77%	0.00%	0.00%	0.31%	0.70%	1.80%	1.10%	0.00%	0.00%	0.69%	1.18%	3.91%	1.62%	0.00%	1.67%	0.00%	0.00%	0.80%	0.66%	0.70%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4268	102	158	32	43	29	203	82	60	94	240	148	23	126	197	68	221	19	166	102	150	106	152	208	64	145	49	46	13	176	50	146	123	48	90	50	107	230	126	76					
		55.94%	40.16%	55.83%	36.36%	58.90%	61.70%	56.08%	54.67%	64.52%	43.32%	40.07%	62.71%	46.94%	55.26%	57.94%	62.96%	55.81%	59.38%	58.45%	59.30%	57.69%	51.71%	79.17%	63.80%	45.07%	52.16%	53.85%	56.79%	68.42%	60.48%	58.82%	47.56%	66.49%	80.00%	50.00%	71.43%	59.44%	61.66%	83.44%	53.52%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	28	2	1	2	0	0	0	0	1	0	1	0	0	0	2	0	2	1	0	0	1	1	0	2	1	1	0	0	0	0	0	1	1	0	0	2	1	2	1	2					
		0.37%	0.79%	0.35%	2.27%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.17%	0.00%	0.00%	0.00%	0.59%	0.00%	0.51%	3.13%	0.00%	0.00%	0.38%	0.49%	0.00%	0.61%	0.70%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.54%	0.00%	0.00%	2.86%	0.56%	0.54%	0.66%	1.41%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
