Выборы Президента Российской Федерации																																																																																																													
Дата голосования: 02.03.2008																																																																																																													
																																																																																																													
Наименование Избирательной комиссии:    Волжская городская																																																																																																													
																																																																																																													
Сводная таблица результатов выборов																																																																																																													
																																																																																																													
	Число участковых избирательных комиссий	102																																																																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	102																																																																																																											
																																																																																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102					
1	"Число избирателей, включенных в списки избирателей"	197535	1906	1343	1774	1806	1896	1919	1678	1827	1467	1625	1895	1353	1232	267	2107	1979	1889	1736	2488	1388	1973	2269	1926	2410	1964	1918	1796	1829	1552	2229	2151	2213	1720	2147	2184	2321	2236	794	1930	2150	1886	2014	1892	1519	1502	1033	1299	2622	2199	2601	2222	2931	2090	2427	2061	2047	2104	1981	2036	2187	2120	2135	2033	1884	1830	1974	1999	1818	1325	2084	2132	2223	2015	2081	2207	1850	1983	1701	1743	2166	2147	2178	2176	2194	2025	2386	2115	2515	2330	2195	1977	1960	1769	1957	2630	1733	2840	404	824	2016	1964	1957					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	219540	2200	1500	1900	2000	2200	2100	1800	2000	1600	1700	1800	1400	1400	250	2400	2200	2100	2000	2600	1500	2200	2600	2100	2600	2200	2100	2000	2100	1700	2400	2400	2400	2300	2300	2500	2600	2500	790	2100	2400	2100	2400	2100	1800	1800	1500	1800	2300	2400	2500	2500	2300	2300	2700	2100	2200	2200	2200	2300	2500	2400	2400	2300	2100	2000	2200	2300	2000	2300	2300	2300	2500	2300	2300	2400	2000	2200	1900	2000	2500	2500	2500	2400	2500	2300	2700	2500	2800	2600	2400	2300	2200	2200	2200	2900	2100	2900	400	900	2200	2200	2200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	120730	961	750	1071	1186	1229	1148	944	1051	923	984	1053	869	745	125	1304	1076	1210	1113	1508	833	1324	1328	948	1442	1312	1262	1183	1071	950	1283	1430	1352	1209	1393	1338	1411	1262	538	1015	1181	980	1282	1201	1031	1070	830	859	1262	1361	1430	1406	1209	1327	1586	1189	1324	1291	1313	1154	1420	1337	1215	1323	1229	1209	1215	1249	1171	1299	1336	1279	1412	1156	1291	1363	1090	1189	983	1031	1312	1291	1301	1370	1365	1272	1588	1570	1638	1488	1402	1162	1125	1193	1159	1726	783	1950	159	489	1050	1110	1010					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	9743	96	52	69	97	109	110	100	73	59	82	300	118	96	109	74	154	47	90	88	69	48	82	95	131	52	55	63	61	46	263	67	337	68	178	86	105	136	185	75	62	362	48	59	51	62	48	150	600	139	426	62	422	93	102	213	116	80	36	51	28	30	81	43	49	13	8	32	21	26	32	115	18	56	98	124	110	39	28	35	37	12	29	74	45	27	43	38	29	19	16	39	23	19	25	27	237	78	117	56	194	129	137					
6	Число погашенных избирательных бюллетеней	89067	1143	698	760	717	862	842	756	876	618	634	447	413	559	16	1022	970	843	797	1004	598	828	1190	1057	1027	836	783	754	968	704	854	903	711	1023	729	1076	1084	1102	67	1010	1157	758	1070	840	718	668	622	791	438	900	644	1032	669	880	1012	698	760	829	851	1095	1052	1033	1104	934	822	778	977	1019	808	975	932	906	1070	1088	911	913	800	972	889	934	1151	1197	1170	956	1090	1001	1069	892	1133	1093	982	1099	1052	988	1016	1147	1080	872	124	355	956	961	1053					
7	Число избирательных бюллетеней в переносных ящиках для голосования	9743	96	52	69	97	109	110	100	73	59	82	300	118	96	109	74	154	47	90	88	69	48	82	95	131	52	55	63	61	46	263	67	337	68	178	86	105	136	185	75	62	362	48	59	51	62	48	150	600	139	426	62	422	93	102	213	116	80	36	51	28	30	81	43	49	13	8	32	21	26	32	115	18	56	98	124	110	39	28	35	37	12	29	74	45	27	43	38	29	19	16	39	23	19	25	27	237	78	117	56	194	129	137					
8	Число бюллетеней в стационарных ящиках для голосования	120667	961	750	1068	1185	1227	1148	944	1051	923	982	1051	869	745	125	1304	1075	1210	1111	1508	833	1324	1328	947	1442	1312	1262	1183	1071	950	1283	1430	1352	1209	1393	1338	1411	1262	538	1015	1181	980	1282	1201	1031	1070	830	859	1262	1359	1430	1406	1209	1325	1583	1189	1324	1291	1313	1154	1419	1337	1215	1323	1229	1208	1215	1249	1171	1299	1335	1279	1410	1126	1291	1363	1090	1189	983	1031	1312	1289	1301	1370	1364	1272	1588	1570	1638	1488	1401	1161	1125	1191	1159	1726	783	1950	159	489	1050	1110	1010					
9	Число недействительных избирательных бюллетеней	1400	17	1	17	10	14	10	6	11	15	9	25	9	6	0	17	13	12	14	30	15	17	19	15	13	11	12	16	12	8	22	11	23	12	21	18	21	12	7	10	12	12	20	15	7	24	14	10	24	14	21	13	11	11	22	19	7	12	16	8	15	9	9	14	11	10	13	13	11	12	24	19	6	11	14	15	14	15	11	10	23	13	18	15	21	26	17	17	9	19	20	20	13	5	6	21	16	12	0	0	11	11	8					
10	Число действительных избирательных бюллетеней	129010	1040	801	1120	1272	1322	1248	1038	1113	967	1055	1326	978	835	234	1361	1216	1245	1187	1566	887	1355	1391	1027	1560	1353	1305	1230	1120	988	1524	1486	1666	1265	1550	1406	1495	1386	716	1080	1231	1330	1310	1245	1075	1108	864	999	1838	1484	1835	1455	1620	1407	1663	1383	1433	1359	1333	1197	1432	1358	1287	1352	1267	1211	1210	1268	1181	1313	1343	1375	1422	1171	1375	1472	1186	1213	1000	1056	1326	1288	1312	1429	1388	1273	1614	1591	1658	1488	1397	1180	1135	1205	1178	1732	1004	2016	276	545	1233	1228	1139					
11	Число полученных открепительных  удостоверений	2934	30	20	23	20	30	40	15	30	20	25	30	40	20	0	35	35	20	30	35	30	40	25	20	25	30	35	30	25	25	25	20	30	30	20	30	28	25	0	45	20	20	32	35	30	30	20	25	31	35	30	33	20	40	35	23	43	25	30	26	30	25	30	30	45	35	40	40	25	30	35	30	35	25	30	30	27	15	20	23	25	35	35	35	25	30	40	50	47	35	30	35	40	25	30	55	25	25	10	8	20	25	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2469	25	10	18	12	24	28	15	28	15	23	24	35	17	0	30	24	16	19	34	22	34	22	19	21	25	27	26	21	24	20	20	27	23	20	28	24	24	0	17	16	18	28	27	22	20	19	22	31	29	25	33	16	30	28	17	32	19	25	26	29	21	25	26	36	30	40	33	20	24	31	26	32	23	26	28	26	15	20	22	20	31	31	31	25	27	36	44	45	30	26	29	38	25	23	55	15	17	6	8	10	16	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2392	14	21	17	27	56	16	18	34	19	10	28	101	29	17	16	29	15	18	35	18	13	17	31	24	15	25	22	21	12	19	13	26	15	126	12	22	13	17	21	8	17	19	18	17	19	30	29	152	26	14	20	18	22	29	18	17	30	19	25	8	12	13	20	40	25	29	21	23	15	22	24	14	13	17	17	20	18	24	13	22	19	25	36	29	25	17	25	21	29	18	15	17	24	15	16	19	25	12	20	15	5	6					
14	Число неиспользованных открепительных удостоверений	465	5	10	5	8	6	12	0	2	5	2	6	5	3	0	5	11	4	11	1	8	6	3	1	4	5	8	4	4	1	5	0	3	7	0	2	4	1	0	28	4	2	4	8	8	10	1	3	0	6	5	0	4	10	7	6	11	6	5	0	1	4	5	4	9	5	0	7	5	6	4	4	3	2	4	2	1	0	0	1	5	4	4	4	0	3	4	6	2	5	4	6	2	0	7	0	10	8	4	0	10	9	6					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	33	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	2	1	2	1	0	2	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	2					
