Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Баргузинская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	18266	1195	1407	930	799	180	509	137	1105	232	1210	1162	230	1216	971	110	215	159	132	287	554	134	367	117	324	214	676	205	1023	158	115	99	867	338	114	565	210									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13077	844	967	645	562	144	360	95	769	160	844	811	158	853	673	76	154	150	90	451	388	92	255	84	228	148	479	145	718	108	79	72	608	238	83	397	149									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8721	610	734	483	323	124	262	84	456	128	525	412	95	517	384	41	129	101	74	257	197	62	164	58	184	121	356	100	527	81	61	69	417	176	76	232	101									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	580	19	70	12	16	4	17	6	20	8	10	28	5	12	27	0	17	7	4	30	35	12	40	7	24	3	9	17	43	9	10	3	37	3	2	10	4									
6	Число погашенных избирательных бюллетеней	3773	215	163	150	223	16	81	5	293	24	309	371	58	324	262	32	8	42	12	164	156	18	51	19	20	24	114	28	148	18	8	0	154	59	5	155	44									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	581	19	70	12	16	4	17	6	20	8	10	28	5	12	26	2	17	7	4	30	35	12	40	7	24	3	9	17	43	9	10	3	37	3	2	10	4									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8720	610	734	483	322	124	262	84	456	128	525	412	95	517	384	41	129	101	74	257	197	62	164	58	184	121	356	100	527	81	61	69	417	176	76	232	101									
9	Число недействительных избирательных бюллетеней	325	13	16	19	11	6	5	5	18	7	28	20	2	25	13	1	5	9	3	8	8	1	9	2	7	4	13	6	25	4	1	1	18	3	2	3	4									
10	Число действительных избирательных бюллетеней	8976	616	788	476	327	122	274	85	458	129	507	420	98	504	397	42	141	99	75	279	224	73	195	63	201	120	352	111	545	86	70	71	436	176	76	239	101									
