Выборы Президента Российской Федерации																																																																																	
Дата голосования: 02.03.2008																																																																																	
																																																																																	
Наименование Избирательной комиссии:    Армавирская																																																																																	
																																																																																	
Сводная таблица результатов выборов																																																																																	
																																																																																	
	Число участковых избирательных комиссий	74																																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	74																																																																															
																																																																																	
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №498	УИК №499					
1	"Число избирателей, включенных в списки избирателей"	117382	1584	1321	1582	1348	1956	1277	1236	2008	1298	2016	1546	1789	1842	502	1024	1782	1780	2168	1764	2008	1502	2574	1834	1701	1804	1700	2120	1711	2184	1855	2342	1832	1585	1794	2237	1189	1992	2230	1925	2358	2295	2180	2243	2210	1670	1797	1960	1638	1820	1385	1653	2058	1588	2104	1066	2240	1548	1510	1510	1072	1526	446	1453	557	1142	406	126	1523	380	388	1281	957	850	500					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	121110	1700	1400	1600	1350	2100	1250	1250	2000	1400	2000	1600	1800	1900	570	1000	1900	1800	2100	1800	2000	1500	2600	1900	1700	1800	1800	2200	1700	2300	2000	2300	1800	1600	1900	2300	1400	2100	2400	2100	2600	2300	2100	2400	2300	1800	1800	2000	1750	1800	1500	1600	2200	1600	2200	1100	2200	1700	1500	1500	1200	1500	450	1600	580	1300	400	130	1500	380	400	1300	1150	850	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	99091	1482	1090	1259	1104	1551	1141	1077	1780	1091	1804	1348	1507	1585	350	800	1560	1510	1801	1527	1719	1249	2245	1508	1468	1394	1376	1918	1483	1722	1464	2015	1454	1229	1519	1922	1079	1709	1786	1660	2046	1796	1877	1917	1940	1394	1332	1712	1302	1510	1203	1431	1583	1389	1771	982	1897	1421	1224	1211	898	1379	414	1348	495	882	389	122	1348	327	344	1025	711	685	500					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	12686	53	167	228	204	281	78	88	126	133	96	138	215	152	124	173	158	178	259	137	194	152	214	216	135	303	316	70	193	462	302	193	269	261	168	181	93	166	328	187	193	366	216	230	210	176	359	170	231	164	119	120	361	111	186	37	209	34	244	260	142	71	28	71	34	194	9	4	116	40	39	191	195	165	0					
6	Число погашенных избирательных бюллетеней	9333	165	143	113	42	268	31	85	94	176	100	114	78	163	96	27	182	112	40	136	87	99	141	176	97	103	108	212	24	116	234	92	77	110	213	197	228	225	286	253	361	138	7	253	150	230	109	118	217	126	178	49	256	100	243	81	94	245	32	29	160	50	8	181	51	224	2	4	36	13	17	84	244	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	12686	53	167	228	204	281	78	88	126	133	96	138	215	152	124	173	158	178	259	137	194	152	214	216	135	303	316	70	193	462	302	193	269	261	168	181	93	166	328	187	193	366	216	230	210	176	359	170	231	164	119	120	361	111	186	37	209	34	244	260	142	71	28	71	34	194	9	4	116	40	39	191	195	165	0					
8	Число бюллетеней в стационарных ящиках для голосования	99080	1482	1090	1259	1104	1551	1141	1077	1780	1091	1804	1348	1507	1585	350	800	1560	1510	1801	1524	1719	1249	2245	1508	1468	1394	1376	1918	1483	1722	1464	2015	1454	1229	1519	1922	1079	1709	1786	1660	2046	1796	1877	1917	1940	1394	1332	1712	1302	1510	1201	1431	1583	1389	1771	982	1897	1421	1224	1211	898	1379	414	1342	495	882	389	122	1348	327	344	1025	711	685	500					
