Выборы Президента Российской Федерации																																																																																					
Дата голосования: 18.03.2018																																																																																					
																																																																																					
Наименование Избирательной комиссии:    Армавирская																																																																																					
																																																																																					
Сводная таблица итогов голосования																																																																																					
																																																																																					
	Число участковых избирательных комиссий	74																																																																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	74																																																																																			
																																																																																					
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №498	УИК №499									
1	"Число избирателей, включенных в список избирателей"	125489	1751	1513	1671	1422	2212	1017	1203	1736	1336	1905	1203	1310	1817	679	956	1794	2013	2641	1874	2003	1692	2700	2306	2247	1875	1918	1989	1501	1997	1980	2092	1735	1576	2320	2131	1245	1990	2343	2418	2005	2103	2379	2403	2700	1556	1660	1877	1590	1620	1772	1735	2390	1712	2859	1145	2494	2070	1918	1683	1398	1993	486	1564	620	1007	414	131	2567	561	500	1782	1127	787	770									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	125293	1800	1500	1700	1300	2145	1000	1000	1600	1300	2000	1300	1300	1900	600	900	1800	2000	2700	1900	2000	1700	2600	2300	2200	1800	1900	2000	1500	2000	2000	2000	1700	1600	2200	2100	1300	1800	2400	2400	2500	2100	2300	2400	2700	1500	1600	2000	1600	1600	1700	1700	2600	1700	2800	1100	2500	2300	1900	1700	1600	2000	490	1350	600	1100	420	138	2500	550	500	1800	1100	830	770									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	90752	1477	1179	1119	1060	1524	780	764	1046	1002	1275	834	936	1036	475	485	1014	1550	2306	1087	1505	850	2044	1523	1915	1245	1304	1273	1244	1811	1059	1122	1186	1099	1174	1747	967	1623	1720	1971	1424	1390	1896	1638	1931	870	1301	1526	1309	1313	1218	1310	1654	1328	1724	763	1984	1617	1348	1367	1200	1705	402	1296	396	553	364	124	2138	519	332	1349	577	787	768									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	10246	63	64	227	133	49	138	40	36	134	59	149	227	155	81	122	66	207	204	38	171	118	116	189	129	99	408	67	107	96	63	135	115	194	191	65	136	173	163	154	140	268	320	305	419	49	94	257	128	113	236	242	310	182	60	65	136	52	272	185	82	91	46	22	53	122	9	2	159	26	70	263	387	0	0									
6	Число погашенных избирательных бюллетеней	24295	260	257	354	107	572	82	196	518	164	666	317	137	709	44	293	720	243	190	775	324	732	440	588	156	456	188	660	149	93	878	743	399	307	835	288	197	4	517	275	936	442	84	457	350	581	205	217	163	174	246	148	636	190	1016	272	380	631	280	148	318	204	42	32	151	425	47	12	203	5	98	188	136	43	2									
7	Число избирательных бюллетеней в переносных ящиках для голосования	10246	63	64	227	133	49	138	40	36	134	59	149	227	155	81	122	66	207	204	38	171	118	116	189	129	99	408	67	107	96	63	135	115	194	191	65	136	173	163	154	140	268	320	305	419	49	94	257	128	113	236	242	310	182	60	65	136	52	272	185	82	91	46	22	53	122	9	2	159	26	70	263	387	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	90733	1477	1179	1119	1060	1524	780	764	1046	1002	1275	834	933	1034	474	485	1014	1550	2306	1087	1505	848	2041	1520	1915	1245	1304	1273	1244	1811	1059	1122	1186	1099	1174	1747	967	1623	1715	1971	1424	1390	1896	1638	1931	870	1301	1526	1309	1313	1218	1310	1654	1328	1724	763	1984	1617	1348	1367	1200	1705	402	1296	396	553	364	124	2138	519	332	1349	577	787	768									
9	Число недействительных избирательных бюллетеней	922	24	23	15	7	40	4	8	9	7	20	23	8	13	2	11	15	6	0	26	8	21	27	3	21	13	2	17	10	20	17	21	13	11	23	3	9	17	26	4	26	7	10	30	4	14	0	10	0	21	3	13	30	23	24	10	0	4	0	18	0	18	0	5	11	14	4	0	16	6	3	19	10	13	9									
