Выборы Президента Российской Федерации																																																																																					
Дата голосования: 04.03.2012																																																																																					
																																																																																					
Наименование Избирательной комиссии:    Армавирская																																																																																					
																																																																																					
Сводная таблица итогов голосования																																																																																					
																																																																																					
	Число участковых избирательных комиссий	74																																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	74																																																																																			
																																																																																					
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №498	УИК №499									
1	Число избирателей, включенных в список избирателей	126075	1741	1475	1780	1408	1947	1204	1200	2121	1163	2117	1517	1612	1869	584	1019	1958	2067	2413	1932	2175	1697	2809	2125	1760	1931	2020	2184	1646	2264	2054	2200	1807	1667	2019	2278	1419	2234	2542	2010	2605	2330	2394	2424	2828	1770	1819	2036	1762	1753	1506	1601	2104	1644	2094	1145	2450	2200	1756	1625	1297	1800	499	1683	619	1153	430	145	1975	494	488	1447	1151	660	420									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	124533	1800	1500	1800	1400	1900	1093	1200	1900	1400	2000	1500	1400	1900	600	1000	1900	2000	2400	1900	2000	1600	2800	2300	1700	1900	2000	2200	1600	2200	2000	2300	1900	1700	2000	2300	1500	2200	2600	2300	2600	2300	2300	2400	2900	1700	1800	2000	1700	1700	1500	1600	2000	1500	2000	1100	2400	2000	1700	1600	1300	1800	500	1600	600	1200	400	150	2000	450	400	1400	1100	720	420									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	90463	1251	1147	862	923	1205	960	830	1305	944	1431	926	1064	1168	328	548	1480	1434	1880	1550	1631	1308	1674	1661	1291	1619	1266	2089	1274	1804	1667	1566	1204	785	1241	1831	985	1528	1764	1392	2097	1637	1752	1678	2219	1112	1454	1546	1050	1447	1170	1049	1406	1282	1785	772	1666	1638	1291	1168	1042	1333	450	1275	390	617	363	134	1560	290	311	1024	692	527	420									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	12727	132	114	247	286	111	79	83	51	106	165	322	192	153	89	161	201	279	202	77	185	99	262	270	216	203	439	79	222	152	141	252	352	195	172	116	85	320	387	188	128	239	448	230	134	94	98	197	209	103	156	81	414	89	110	53	419	59	203	219	92	103	39	86	57	328	9	6	93	112	75	259	267	133	0									
6	Число погашенных избирательных бюллетеней	21343	417	239	691	191	584	54	287	544	350	404	252	144	579	183	291	219	287	318	273	184	193	864	369	193	78	295	32	104	244	192	482	344	720	587	353	430	352	449	720	375	424	100	492	547	494	248	257	441	150	174	470	180	129	105	275	315	303	206	213	166	364	11	239	153	255	28	10	347	48	14	117	141	60	0									
7	Число избирательных бюллетеней в переносных ящиках для голосования	12727	132	114	247	286	111	79	83	51	106	165	322	192	153	89	161	201	279	202	77	185	99	262	270	216	203	439	79	222	152	141	252	352	195	172	116	85	320	387	188	128	239	448	230	134	94	98	197	209	103	156	81	414	89	110	53	419	59	203	219	92	103	39	86	57	328	9	6	93	112	75	259	267	133	0									
8	Число бюллетеней в стационарных ящиках для голосования	90398	1251	1147	862	923	1205	960	830	1305	944	1431	926	1064	1168	328	548	1480	1432	1880	1550	1631	1304	1666	1661	1291	1619	1266	2089	1274	1804	1667	1566	1204	785	1239	1831	985	1526	1764	1392	2097	1631	1752	1678	2219	1112	1454	1546	1050	1447	1170	1046	1391	1282	1785	772	1666	1638	1291	1168	1042	1312	450	1273	390	617	363	134	1560	290	311	1024	692	527	420									
9	Число недействительных избирательных бюллетеней	1509	19	15	43	16	23	21	6	11	7	13	21	1	10	3	3	20	6	25	28	11	20	50	26	25	16	23	20	12	12	18	24	22	5	20	51	21	33	28	0	35	4	154	28	42	13	9	2	13	14	5	15	91	19	7	18	33	16	45	12	13	20	0	20	4	17	5	2	20	7	1	23	10	58	6									
