Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Пителинская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326					
1	"Число избирателей, внесенных в списки избирателей"	5597	287	288	329	355	169	167	151	607	186	120	402	277	177	1103	979					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5627	282	294	329	363	172	168	151	624	189	121	399	280	186	1107	962					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3085	125	177	166	228	92	127	88	391	100	59	210	126	98	533	565					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	777	97	29	64	39	32	21	35	58	41	30	63	66	30	135	37					
6	Число погашенных избирательных бюллетеней	1765	60	88	99	96	48	20	28	175	48	32	126	88	58	439	360					
7	Число избирательных бюллетеней в переносных ящиках для голосования	777	97	29	64	39	32	21	35	58	41	30	63	66	30	135	37					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3083	125	177	166	228	92	127	88	391	100	59	210	126	98	531	565					
9	Число недействительных избирательных бюллетеней	36	0	2	3	3	0	2	3	4	0	0	1	1	1	14	2					
10	Число действительных избирательных бюллетеней	3824	222	204	227	264	124	146	120	445	141	89	272	191	127	652	600					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	120	5	5	5	5	5	5	5	10	5	5	5	5	15	30	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	43	0	3	1	2	0	3	0	7	0	0	3	1	10	8	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	32	1	1	2	1	1	2	2	1	2	1	3	3	2	4	6					
14	Число погашенных неиспользованных открепительных удостоверений	77	5	2	4	3	5	2	5	3	5	5	2	4	5	22	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	107	6	1	4	12	2	3	2	10	4	2	14	6	1	18	22					
		2.77%	2.70%	0.49%	1.74%	4.49%	1.61%	2.03%	1.63%	2.23%	2.84%	2.25%	5.13%	3.13%	0.78%	2.70%	3.65%					
19	2.Всероссийская политическая партия «Гражданская Сила»	21	0	3	2	0	1	1	2	3	1	0	1	0	1	5	1					
		0.54%	0.00%	1.46%	0.87%	0.00%	0.81%	0.68%	1.63%	0.67%	0.71%	0.00%	0.37%	0.00%	0.78%	0.75%	0.17%					
20	3.Политическая партия «Демократическая партия России»	12	0	0	2	0	0	1	0	0	0	0	0	1	0	6	2					
		0.31%	0.00%	0.00%	0.87%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.90%	0.33%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	502	24	14	38	34	21	7	8	37	11	13	36	17	26	122	94					
		13.01%	10.81%	6.80%	16.52%	12.73%	16.94%	4.73%	6.50%	8.24%	7.80%	14.61%	13.19%	8.85%	20.31%	18.32%	15.61%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	5	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1					
		0.13%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.17%					
23	6.Политическая партия «Партия социальной справедливости»	7	0	1	0	0	0	1	0	1	0	0	0	0	0	3	1					
		0.18%	0.00%	0.49%	0.00%	0.00%	0.00%	0.68%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.17%					
24	7.Политическая партия «Либерально-демократическая партия России»	332	8	14	15	43	13	9	10	45	14	1	20	9	7	58	66					
		8.60%	3.60%	6.80%	6.52%	16.10%	10.48%	6.08%	8.13%	10.02%	9.93%	1.12%	7.33%	4.69%	5.47%	8.71%	10.96%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	201	13	7	10	9	7	1	1	17	4	5	8	7	9	47	56					
		5.21%	5.86%	3.40%	4.35%	3.37%	5.65%	0.68%	0.81%	3.79%	2.84%	5.62%	2.93%	3.65%	7.03%	7.06%	9.30%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	28	2	2	1	0	0	1	0	5	0	1	0	2	2	4	8					
		0.73%	0.90%	0.97%	0.43%	0.00%	0.00%	0.68%	0.00%	1.11%	0.00%	1.12%	0.00%	1.04%	1.56%	0.60%	1.33%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2598	168	162	154	165	79	122	97	326	105	67	192	147	81	386	347					
		67.31%	75.68%	78.64%	66.96%	61.80%	63.71%	82.43%	78.86%	72.61%	74.47%	75.28%	70.33%	76.56%	63.28%	57.96%	57.64%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	11	1	0	1	0	1	0	0	1	2	0	1	2	0	0	2					
		0.28%	0.45%	0.00%	0.43%	0.00%	0.81%	0.00%	0.00%	0.22%	1.42%	0.00%	0.37%	1.04%	0.00%	0.00%	0.33%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
