Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Новосергиевская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822					
1	"Число избирателей, внесенных в список избирателей"	27848	2387	1490	2336	1478	1656	1434	379	50	50	577	91	616	114	80	213	387	735	117	782	181	136	863	53	28	752	265	896	581	758	683	203	94	206	485	219	82	44	126	569	121	87	413	1055	172	219	248	694	99	193	512	245	45	413	413	222	501					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28071	2373	1490	2328	1466	1644	1433	365	48	50	585	89	620	115	89	215	390	736	118	770	181	135	860	53	28	745	265	900	582	770	930	194	96	206	483	217	80	41	125	560	130	86	419	1070	173	217	242	700	98	192	502	239	47	419	414	240	508					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17398	1284	801	1100	773	815	794	295	46	50	391	74	457	87	80	170	266	577	82	552	134	109	478	24	28	547	158	475	361	423	618	111	53	141	273	175	58	38	95	356	99	66	253	485	112	189	210	553	77	124	334	155	41	308	401	222	420					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1125	68	77	85	79	86	45	0	0	0	28	4	27	3	0	0	0	0	0	23	0	0	10	2	0	0	30	55	43	35	65	14	14	0	23	0	0	0	0	36	6	0	48	118	16	0	0	0	9	0	57	19	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	9548	1021	612	1143	614	743	594	70	2	0	166	11	136	25	9	45	124	159	36	195	47	26	372	27	0	198	77	370	178	312	247	69	29	65	187	42	22	3	30	168	25	20	118	467	45	28	32	147	12	68	111	65	6	111	13	18	88					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1125	68	77	85	79	86	45	0	0	0	28	4	27	3	0	0	0	0	0	23	0	0	10	2	0	0	30	55	43	35	65	14	14	0	23	0	0	0	0	36	6	0	48	118	16	0	0	0	9	0	57	19	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17395	1284	801	1100	773	815	794	295	46	50	391	74	457	87	80	170	266	576	82	552	134	109	478	24	28	547	158	474	361	423	618	111	53	141	273	175	58	38	95	355	99	66	253	485	112	189	210	553	77	124	334	155	41	308	401	222	420					
9	Число недействительных избирательных бюллетеней	186	22	9	5	14	8	8	4	0	0	7	0	1	3	0	1	2	3	0	7	1	1	2	0	0	10	2	8	5	3	5	3	1	8	5	1	0	0	2	2	0	1	0	8	3	0	3	1	1	3	4	0	0	2	4	3	0					
10	Число действительных избирательных бюллетеней	18334	1330	869	1180	838	893	831	291	46	50	412	78	483	87	80	169	264	573	82	568	133	108	486	26	28	537	186	521	399	455	678	122	66	133	291	174	58	38	93	389	105	65	301	595	125	189	207	552	85	121	387	174	41	306	397	219	420					
