Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва														
Дата голосования: 04.12.2011														
														
Наименование Избирательной комиссии:    Агидельская городская														
														
Сводная таблица результатов выборов														
														
		Сумма	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425					
1	"Число избирателей, внесенных в список избирателей"	14291	2150	2058	2728	1785	2001	1900	1669					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15300	2230	2160	2890	1960	2200	2060	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7078	989	898	1304	921	1294	807	865					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	155	24	21	33	15	15	25	22					
6	Число погашенных избирательных бюллетеней	8067	1217	1241	1553	1024	891	1228	913					
7	Число избирательных бюллетеней в переносных ящиках для голосования	155	24	21	33	15	15	25	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7078	989	898	1304	921	1294	807	865					
9	Число недействительных избирательных бюллетеней	104	23	15	20	8	10	15	13					
10	Число действительных избирательных бюллетеней	7129	990	904	1317	928	1299	817	874					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	602	45	65	112	80	125	68	107					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	595	45	65	105	80	125	68	107					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	68	5	7	10	10	10	7	19					
14	Число погашенных неиспользованных открепительных удостоверений	7	0	0	7	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	98	11	2	28	14	12	21	10					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0					
														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	881	118	113	163	105	193	89	100					
		12.18%	11.65%	12.30%	12.19%	11.22%	14.74%	10.70%	11.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	651	101	76	102	79	125	89	79					
		9.00%	9.97%	8.27%	7.63%	8.44%	9.55%	10.70%	8.91%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	4	12	10	12	12	6	5					
		0.84%	0.39%	1.31%	0.75%	1.28%	0.92%	0.72%	0.56%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1811	233	203	376	245	327	194	233					
		25.04%	23.00%	22.09%	28.12%	26.18%	24.98%	23.32%	26.27%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	165	21	14	27	24	32	22	25					
		2.28%	2.07%	1.52%	2.02%	2.56%	2.44%	2.64%	2.82%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3508	508	479	636	455	588	413	429					
		48.50%	50.15%	52.12%	47.57%	48.61%	44.92%	49.64%	48.37%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	52	5	7	3	8	22	4	3					
		0.72%	0.49%	0.76%	0.22%	0.85%	1.68%	0.48%	0.34%					
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
