Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Братская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196					
1	"Число избирателей, внесенных в списки"	46436	905	302	75	240	151	587	2090	117	54	928	1807	206	226	359	488	2364	252	342	400	943	310	1600	572	709	717	909	431	1506	405	299	1315	504	234	674	252	256	550	103	534	523	61	550	625	328	299	102	1367	297	2185	1314	2097	409	2499	2874	2171	2418	1601					
2	"Число бюллетеней, полученных участковыми комиссиями"	46274	910	298	75	235	152	580	2097	118	53	950	1804	199	226	359	498	2338	258	345	395	919	298	1597	558	695	730	968	450	1510	411	285	1330	519	226	688	251	250	547	103	553	540	60	557	615	322	299	102	1340	285	2167	1264	2051	403	2464	2893	2165	2377	1592					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20683	349	155	45	148	81	329	899	80	40	452	900	137	119	212	313	828	176	222	212	499	187	619	376	375	321	379	197	711	219	214	611	282	109	365	107	149	299	56	286	281	40	292	381	183	248	69	669	188	571	445	812	93	868	1128	647	1066	644					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	884	19	19	0	23	11	20	10	0	0	23	71	19	4	19	16	35	0	5	19	0	2	54	15	13	38	13	10	46	0	0	18	0	0	35	0	0	31	0	7	12	0	0	0	0	0	0	12	10	42	16	23	44	38	31	28	15	18					
6	Число погашенных бюллетеней	24707	542	124	30	64	60	231	1188	38	13	475	833	43	103	128	169	1475	82	118	164	420	109	924	167	307	371	576	243	753	192	71	701	237	117	288	144	101	217	47	260	247	20	265	234	139	51	33	659	87	1554	803	1216	266	1558	1734	1490	1296	930					
7	Число бюллетеней в переносных ящиках для голосования	884	19	19	0	23	11	20	10	0	0	23	71	19	4	19	16	35	0	5	19	0	2	54	15	13	38	13	10	46	0	0	18	0	0	35	0	0	31	0	7	12	0	0	0	0	0	0	12	10	42	16	23	44	38	31	28	15	18					
8	Число бюллетеней в стационарных ящиках для голосования	20673	349	155	45	148	81	329	899	80	40	452	900	137	119	212	313	828	176	222	212	499	187	618	376	374	321	379	197	711	219	214	610	282	109	365	107	149	298	56	286	281	40	292	381	183	248	69	669	188	568	445	812	93	868	1128	647	1063	644					
9	Число недействительных бюллетеней	204	4	2	0	4	6	0	1	0	0	8	11	1	4	6	2	5	0	2	2	11	2	2	5	10	10	3	2	7	1	0	3	3	3	3	0	0	2	0	0	1	0	0	9	0	0	0	5	1	0	3	10	1	10	11	11	8	9					
10	Число действительных бюллетеней	21353	364	172	45	167	86	349	908	80	40	467	960	155	119	225	327	858	176	225	229	488	187	670	386	377	349	389	205	750	218	214	625	279	106	397	107	149	327	56	293	292	40	292	372	183	248	69	676	197	610	458	825	136	896	1148	664	1070	653					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	499	10	3	2	3	2	6	20	2	2	15	19	2	2	4	5	26	3	4	4	10	3	18	6	8	8	10	5	17	4	5	15	5	2	8	3	3	6	2	6	6	2	6	7	4	3	2	15	3	23	14	22	4	27	29	22	24	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	64	0	0	0	0	0	2	0	0	0	0	0	0	1	3	0	3	0	0	0	0	0	4	0	3	4	1	0	3	0	4	4	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	3	0	4	1	6	6	0	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	66	0	0	0	0	0	1	2	0	0	0	2	0	0	0	1	3	1	2	0	2	0	3	2	3	1	4	0	3	0	1	4	2	4	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	1	2	4	0	3	0	1	3	6					
14	Число погашенных открепительных удостоверений	435	10	3	2	3	2	4	20	2	2	15	19	2	1	1	5	23	3	4	4	10	3	14	6	5	4	9	5	14	4	1	11	3	2	8	3	3	6	2	6	3	2	6	7	4	2	2	15	3	20	14	18	3	21	23	22	19	7					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	269	6	4	0	4	0	8	17	1	1	9	14	0	3	0	5	10	1	3	2	4	2	2	5	11	9	4	4	4	2	1	13	6	8	11	0	0	9	2	2	4	0	3	2	5	0	0	8	3	3	3	12	3	9	11	10	3	3					
		1.24%	1.63%	2.29%	0.0%	2.33%	0.0%	2.29%	1.87%	1.25%	2.5%	1.89%	1.44%	0.0%	2.43%	0.0%	1.51%	1.15%	0.56%	1.32%	0.86%	0.80%	1.05%	0.29%	1.27%	2.84%	2.50%	1.02%	1.93%	0.52%	0.91%	0.46%	2.07%	2.12%	7.33%	2.75%	0.0%	0.0%	2.73%	3.57%	0.68%	1.36%	0.0%	1.02%	0.52%	2.73%	0.0%	0.0%	1.17%	1.51%	0.49%	0.65%	1.43%	2.18%	0.99%	0.94%	1.48%	0.27%	0.45%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	196	3	2	0	1	1	0	1	0	0	2	4	0	0	1	0	1	1	0	0	1	1	3	2	6	1	0	3	6	0	4	11	0	1	2	1	0	2	0	1	0	2	3	0	1	0	0	3	2	6	8	18	0	20	22	14	23	12					
		0.90%	0.81%	1.14%	0.0%	0.58%	1.08%	0.0%	0.11%	0.0%	0.0%	0.42%	0.41%	0.0%	0.0%	0.43%	0.0%	0.11%	0.56%	0.0%	0.0%	0.20%	0.52%	0.44%	0.51%	1.55%	0.27%	0.0%	1.44%	0.79%	0.0%	1.86%	1.75%	0.0%	0.91%	0.5%	0.93%	0.0%	0.60%	0.0%	0.34%	0.0%	5.0%	1.02%	0.0%	0.54%	0.0%	0.0%	0.44%	1.01%	0.98%	1.73%	2.15%	0.0%	2.20%	1.89%	2.07%	2.13%	1.81%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	624	9	4	0	4	2	6	28	6	1	17	24	0	1	2	4	32	7	2	4	6	7	10	14	12	10	5	7	22	5	7	22	3	2	6	4	2	10	4	9	8	8	6	12	10	6	1	15	7	19	13	29	6	41	50	17	38	18					
		2.89%	2.44%	2.29%	0.0%	2.33%	2.17%	1.71%	3.08%	7.5%	2.5%	3.57%	2.47%	0.0%	0.81%	0.86%	1.21%	3.70%	3.97%	0.88%	1.73%	1.20%	3.70%	1.48%	3.58%	3.10%	2.78%	1.27%	3.38%	2.90%	2.28%	3.27%	3.50%	1.06%	1.83%	1.5%	3.73%	1.34%	3.03%	7.14%	3.07%	2.73%	20.0%	2.05%	3.14%	5.46%	2.41%	1.44%	2.20%	3.53%	3.11%	2.81%	3.47%	4.37%	4.52%	4.31%	2.51%	3.52%	2.71%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	423	4	2	0	1	1	3	20	1	2	17	8	2	3	5	2	17	1	2	2	10	3	13	0	5	5	4	4	21	5	1	13	7	2	4	2	0	2	1	8	2	2	1	3	0	6	0	16	3	9	14	23	8	25	36	15	32	25					
