12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	780	10	20	17	18	12	9	19	19	11	10	20	9	7	20	9	10	12	20	10	0	5	23	5	10	10	10	10	10	10	10	10	10	23	15	10	15	9	16	10	2	10	15	10	15	21	9	12	12	10	22	23	5	5	15	15	10	20	15	11	10	20	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	431	6	5	7	8	14	7	21	24	6	5	10	14	14	22	4	14	8	21	9	0	9	26	14	2	1	2	4	2	6	5	4	5	6	3	3	0	9	6	10	3	1	3	6	2	4	7	10	2	8	3	7	6	2	1	4	0	8	1	5	2	8	2					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	20	0	0	0	0	0	2	0	1	4	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	1	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																					
18	Богданов Андрей Владимирович	585	18	4	21	29	15	15	1	24	13	10	19	1	14	3	1	29	10	24	19	0	2	15	4	5	0	19	1	1	2	10	10	3	7	16	5	6	11	25	4	1	2	5	7	4	5	5	12	16	5	11	6	2	5	10	5	1	7	15	17	11	11	6					
		0.95%	2.14%	0.18%	1.32%	1.73%	1.22%	1.49%	0.10%	2.12%	1.41%	1.12%	1.36%	0.08%	1.83%	0.18%	0.13%	1.87%	0.97%	1.46%	1.52%	0.00%	0.28%	1.06%	1.29%	0.94%	0.00%	1.67%	0.31%	0.28%	0.72%	1.07%	2.38%	0.37%	0.52%	1.50%	0.75%	0.56%	0.98%	2.40%	0.36%	0.49%	0.60%	0.44%	0.65%	0.44%	0.31%	0.47%	0.85%	1.55%	0.57%	0.92%	0.40%	0.93%	1.05%	0.97%	0.51%	0.53%	0.59%	0.96%	0.98%	1.88%	0.95%	0.77%					
19	Жириновский Владимир Вольфович	5303	95	19	178	145	140	108	10	116	81	126	57	18	84	8	7	198	139	188	100	12	17	169	12	42	39	130	33	26	18	71	27	64	87	150	67	95	138	122	66	15	41	75	83	93	161	114	143	80	44	118	144	17	69	112	112	17	162	179	117	52	117	36					
		8.64%	11.31%	0.84%	11.18%	8.67%	11.40%	10.74%	1.01%	10.23%	8.78%	14.08%	4.08%	1.50%	10.98%	0.47%	0.91%	12.79%	13.47%	11.43%	7.97%	3.34%	2.38%	11.94%	3.86%	7.87%	15.92%	11.39%	10.31%	7.41%	6.47%	7.58%	6.41%	7.83%	6.51%	14.02%	10.00%	8.86%	12.29%	11.73%	6.00%	7.32%	12.28%	6.65%	7.75%	10.25%	10.04%	10.65%	10.16%	7.73%	5.02%	9.82%	9.49%	7.94%	14.56%	10.87%	11.31%	9.04%	13.71%	11.49%	6.73%	8.87%	10.16%	4.62%					
20	Зюганов Геннадий Андреевич	14797	211	524	406	417	341	233	255	294	188	230	322	324	204	493	157	399	196	412	243	72	216	339	56	83	31	342	93	104	81	301	89	192	430	270	108	279	335	281	107	21	79	365	221	187	376	251	309	236	169	254	413	27	120	196	168	42	385	416	276	165	297	166					
		24.12%	25.12%	23.12%	25.50%	24.94%	27.77%	23.16%	25.76%	25.93%	20.37%	25.70%	23.05%	27.00%	26.67%	29.10%	20.50%	25.78%	18.99%	25.05%	19.38%	20.06%	30.21%	23.96%	18.01%	15.54%	12.65%	29.97%	29.06%	29.63%	29.14%	32.12%	21.14%	23.50%	32.19%	25.23%	16.12%	26.03%	29.83%	27.02%	9.73%	10.24%	23.65%	32.39%	20.63%	20.62%	23.46%	23.46%	21.95%	22.80%	19.29%	21.13%	27.22%	12.62%	25.32%	19.03%	16.97%	22.34%	32.57%	26.70%	15.87%	28.16%	25.78%	21.28%					
21	Медведев Дмитрий Анатольевич	39943	499	1697	971	1067	710	638	717	675	631	518	989	842	452	1190	582	895	678	993	875	275	470	877	221	402	171	642	193	217	177	552	295	547	780	618	484	683	627	612	917	168	210	661	751	613	1050	686	918	699	642	811	928	164	278	698	689	126	610	928	1306	352	713	563					
		65.11%	59.40%	74.89%	60.99%	63.82%	57.82%	63.42%	72.42%	59.52%	68.36%	57.88%	70.79%	70.17%	59.08%	70.25%	75.98%	57.82%	65.70%	60.36%	69.78%	76.60%	65.73%	61.98%	71.06%	75.28%	69.80%	56.27%	60.31%	61.82%	63.67%	58.91%	70.07%	66.95%	58.38%	57.76%	72.24%	63.71%	55.83%	58.85%	83.36%	81.95%	62.87%	58.65%	70.12%	67.59%	65.50%	64.11%	65.20%	67.54%	73.29%	67.47%	61.17%	76.64%	58.65%	67.77%	69.60%	67.02%	51.61%	59.56%	75.10%	60.07%	61.89%	72.18%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
