Выборы Президента Российской Федерации																																																																									
Дата голосования: 04.03.2012																																																																									
																																																																									
Наименование Избирательной комиссии:    Усть-Лабинская																																																																									
																																																																									
Сводная таблица итогов голосования																																																																									
																																																																									
	Число участковых избирательных комиссий	62																																																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	62																																																																							
																																																																									
		Сумма	УИК №5601	УИК №5602	УИК №5603	УИК №5604	УИК №5605	УИК №5606	УИК №5607	УИК №5608	УИК №5609	УИК №5610	УИК №5611	УИК №5612	УИК №5613	УИК №5614	УИК №5615	УИК №5616	УИК №5617	УИК №5618	УИК №5619	УИК №5620	УИК №5621	УИК №5622	УИК №5623	УИК №5624	УИК №5625	УИК №5626	УИК №5627	УИК №5628	УИК №5629	УИК №5630	УИК №5631	УИК №5632	УИК №5633	УИК №5634	УИК №5635	УИК №5636	УИК №5637	УИК №5638	УИК №5639	УИК №5640	УИК №5641	УИК №5642	УИК №5643	УИК №5644	УИК №5645	УИК №5646	УИК №5647	УИК №5648	УИК №5649	УИК №5650	УИК №5651	УИК №5652	УИК №5653	УИК №5654	УИК №5655	УИК №5656	УИК №5657	УИК №5658	УИК №5659	УИК №5660	УИК №5661	УИК №5662									
1	Число избирателей, включенных в список избирателей	82589	1133	2718	2337	1930	1672	1629	1102	1550	990	1221	2135	1382	1045	2338	1042	2165	1402	2049	1699	391	1005	1894	333	610	328	1265	419	436	418	1181	543	1158	1608	1193	831	1588	1682	1748	1144	205	423	1562	1377	1362	2173	1746	2520	1652	1006	1588	2137	290	653	1181	1176	260	1625	2064	2179	878	1740	1478									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	80660	1000	2500	2300	1960	1600	1500	1000	1550	1300	1200	2000	1300	1000	2300	1000	2000	1400	2000	1700	410	1000	1800	320	600	320	1200	420	440	420	1000	540	1000	1600	1300	830	1500	1600	1700	1300	220	420	1600	1300	1400	2000	1700	2400	1600	1000	1500	2000	280	660	1400	1300	270	1600	2000	2000	900	1700	1500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	45453	628	1557	1227	1215	955	896	557	927	751	738	1172	772	544	1288	548	1201	825	1138	1057	178	569	1069	223	321	174	633	200	273	250	600	146	507	755	756	457	902	1010	973	746	120	173	876	808	791	1119	872	1137	876	519	870	1243	189	311	760	691	79	687	1156	1308	376	1024	730									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	6619	64	63	86	104	101	74	277	50	46	49	96	27	55	72	89	126	98	158	74	213	62	95	14	85	26	145	86	55	58	235	204	242	180	148	46	90	158	128	110	32	96	220	90	103	120	118	151	109	187	81	94	12	43	67	67	94	303	153	28	164	82	116									
6	Число погашенных избирательных бюллетеней	28588	308	880	987	641	544	530	166	573	503	413	732	501	401	940	363	673	477	704	569	19	369	636	83	194	120	422	134	112	112	165	190	251	665	396	327	508	432	599	444	68	151	504	402	506	761	710	1112	615	294	549	663	79	306	573	542	97	610	691	664	360	594	654									
7	Число избирательных бюллетеней в переносных ящиках для голосования	6618	64	63	86	104	100	74	277	50	46	49	96	27	55	72	89	126	98	158	74	213	62	95	14	85	26	145	86	55	58	235	204	242	180	148	46	90	158	128	110	32	96	220	90	103	120	118	151	109	187	81	94	12	43	67	67	94	303	153	28	164	82	116									
8	Число бюллетеней в стационарных ящиках для голосования	45249	628	1547	1227	1111	955	896	557	927	751	738	1168	771	544	1288	548	1201	823	1138	1057	178	568	1069	223	321	174	633	200	273	250	600	146	507	755	756	457	902	1010	973	746	120	173	876	808	791	1119	872	1137	876	519	870	1243	189	311	760	691	79	687	1156	1308	376	942	730									
9	Число недействительных избирательных бюллетеней	620	11	31	23	14	11	14	13	8	3	15	15	16	5	19	11	15	9	13	15	21	3	20	4	3	0	7	0	2	3	11	2	4	11	9	7	5	6	0	8	1	2	13	11	15	13	17	12	19	5	14	9	4	2	6	16	0	13	12	16	1	24	8									
10	Число действительных избирательных бюллетеней	51247	681	1579	1290	1201	1044	956	821	969	794	772	1249	782	594	1341	626	1312	912	1283	1116	370	627	1144	233	403	200	771	286	326	305	824	348	745	924	895	496	987	1162	1101	848	151	267	1083	887	879	1226	973	1276	966	701	937	1328	197	352	821	742	173	977	1297	1320	539	1000	838									
11	Число полученных открепительных  удостоверений	821	7	19	12	25	20	10	10	20	12	15	37	20	20	22	6	22	20	18	17	0	4	30	5	5	5	12	5	10	10	10	10	10	20	20	5	10	10	20	15	0	5	10	10	10	22	10	15	11	10	15	25	5	10	10	10	5	25	20	15	5	15	10									
