Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Курьинская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	8924	65	116	1039	308	165	755	707	166	452	421	761	122	2146	1132	569									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9200	70	130	1100	310	170	760	720	170	480	450	800	130	2200	1130	580									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3757	30	54	421	112	73	268	379	100	145	234	283	50	910	433	265									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	348	10	5	24	11	3	20	29	10	42	35	17	0	38	19	85									
6	Число погашенных избирательных бюллетеней	5095	30	71	655	187	94	472	312	60	293	181	500	80	1252	678	230									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	348	10	5	24	11	3	20	29	10	42	35	17	0	38	19	85									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3757	30	54	421	112	73	268	379	100	145	234	283	50	910	433	265									
9	Число недействительных избирательных бюллетеней	97	0	0	11	0	4	4	9	2	4	5	12	0	26	12	8									
10	Число действительных избирательных бюллетеней	4008	40	59	434	123	72	284	399	108	183	264	288	50	922	440	342									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	98	1	2	10	5	5	5	8	2	5	5	4	2	24	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	37	0	0	2	0	0	4	5	0	0	4	2	1	11	3	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	50	2	1	4	3	2	2	2	4	2	7	3	1	9	8	0									
14	Число погашенных неиспользованных открепительных удостоверений	61	1	2	8	5	5	1	3	2	5	1	2	1	13	7	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	25	0	0	5	0	0	0	5	0	0	1	2	0	8	2	2									
		0.61%	0.00%	0.00%	1.12%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.37%	0.67%	0.00%	0.84%	0.44%	0.57%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	236	1	2	14	6	8	22	26	9	13	13	21	7	51	26	17									
		5.75%	2.50%	3.39%	3.15%	4.88%	10.53%	7.64%	6.37%	8.18%	6.95%	4.83%	7.00%	14.00%	5.38%	5.75%	4.86%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	63	0	1	15	5	3	4	3	2	3	5	5	3	8	1	5									
		1.53%	0.00%	1.69%	3.37%	4.07%	3.95%	1.39%	0.74%	1.82%	1.60%	1.86%	1.67%	6.00%	0.84%	0.22%	1.43%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1624	27	35	203	48	31	116	146	48	95	123	79	17	350	163	143									
		39.56%	67.50%	59.32%	45.62%	39.02%	40.79%	40.28%	35.78%	43.64%	50.80%	45.72%	26.33%	34.00%	36.92%	36.06%	40.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	0	0	1	0	0	1	2	0	0	3	0	0	6	1	4									
		0.44%	0.00%	0.00%	0.22%	0.00%	0.00%	0.35%	0.49%	0.00%	0.00%	1.12%	0.00%	0.00%	0.63%	0.22%	1.14%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	0	1	1	0	0	0	1	0	2	0	1									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.25%	0.00%	0.00%	0.00%	0.33%	0.00%	0.21%	0.00%	0.29%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	719	8	13	76	19	12	34	85	13	27	73	57	9	141	78	74									
		17.52%	20.00%	22.03%	17.08%	15.45%	15.79%	11.81%	20.83%	11.82%	14.44%	27.14%	19.00%	18.00%	14.87%	17.26%	21.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	0	1	0	0	1	0	0	0	0	1	1	4	1	2									
		0.27%	0.00%	0.00%	0.22%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.33%	2.00%	0.42%	0.22%	0.57%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	16	0	0	3	0	0	0	1	1	1	2	0	0	6	2	0									
		0.39%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.25%	0.91%	0.53%	0.74%	0.00%	0.00%	0.63%	0.44%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	2	0	0	1	3	2	0	0	0	0	4	0	0									
		0.29%	0.00%	0.00%	0.45%	0.00%	0.00%	0.35%	0.74%	1.82%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	70	0	0	4	7	2	2	16	0	8	6	7	0	13	2	3									
		1.71%	0.00%	0.00%	0.90%	5.69%	2.63%	0.69%	3.92%	0.00%	4.28%	2.23%	2.33%	0.00%	1.37%	0.44%	0.86%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	874	2	4	68	34	15	89	65	29	23	24	93	8	235	124	61									
		21.29%	5.00%	6.78%	15.28%	27.64%	19.74%	30.90%	15.93%	26.36%	12.30%	8.92%	31.00%	16.00%	24.79%	27.43%	17.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	2	0	2	0	0	2	2	1	0	2	0	0	0	0	0									
		0.27%	5.00%	0.00%	0.45%	0.00%	0.00%	0.69%	0.49%	0.91%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	323	0	4	40	4	1	11	44	3	13	12	22	5	94	40	30									
		7.87%	0.00%	6.78%	8.99%	3.25%	1.32%	3.82%	10.78%	2.73%	6.95%	4.46%	7.33%	10.00%	9.92%	8.85%	8.57%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
