Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
"Наименование Избирательной комиссии:    Смоленск, Промышленная"																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745					
1	"Число избирателей, внесенных в списки"	108627	1839	2419	1646	2479	2701	2475	2318	2660	2384	2374	2801	2467	1524	1805	2570	2407	2454	2696	2614	2816	2931	2039	2346	2051	1847	2650	1862	2663	2953	2534	2703	2947	1497	2795	2898	2516	2727	2071	1397	2226	2963	2457	2074	1728	1180	1721	1402					
2	"Число бюллетеней, полученных участковыми комиссиями"	107576	1880	2400	1630	2300	2500	2200	2200	2630	2300	2300	2790	2470	1530	1800	2630	2470	2460	2706	2600	2790	2960	2040	2350	2030	1830	2670	1870	2670	2950	2540	2680	2930	1450	2820	2920	2540	2720	2040	1390	2170	2950	2410	2060	1740	1160	1700	1400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	55804	992	1174	896	1295	1526	1079	1128	1475	1239	1316	1108	1293	759	968	1363	1385	1425	1474	1421	1419	1570	1217	1208	1106	1034	1413	889	1508	1642	1182	1519	1580	592	1553	1456	1120	1354	1120	554	1219	1502	1311	846	837	482	689	566					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1289	19	19	81	42	18	66	30	20	45	29	20	32	1	11	33	36	22	28	27	26	31	19	26	13	13	22	11	22	10	12	19	18	8	16	40	12	49	11	12	45	26	78	34	22	57	34	24					
6	Число погашенных бюллетеней	50483	869	1207	653	963	956	1055	1042	1135	1016	955	1662	1145	770	821	1234	1049	1013	1204	1152	1345	1359	804	1116	911	783	1235	970	1140	1298	1346	1142	1332	850	1251	1424	1408	1317	909	824	906	1422	1021	1180	881	621	977	810					
7	Число бюллетеней в переносных ящиках для голосования	1289	19	19	81	42	18	66	30	20	45	29	20	32	1	11	33	36	22	28	27	26	31	19	26	13	13	22	11	22	10	12	19	18	8	16	40	12	49	11	12	45	26	78	34	22	57	34	24					
8	Число бюллетеней в стационарных ящиках для голосования	55727	992	1182	892	1295	1526	1074	1128	1475	1239	1313	1108	1288	759	957	1363	1385	1425	1474	1394	1415	1570	1217	1208	1106	1030	1413	888	1508	1642	1182	1518	1580	592	1553	1456	1120	1346	1116	553	1214	1502	1310	845	837	482	689	566					
9	Число недействительных бюллетеней	667	8	10	4	12	14	6	12	34	12	7	7	73	12	16	14	18	24	16	8	12	12	12	17	6	12	17	14	19	12	14	18	1	3	7	9	11	24	18	18	3	15	23	12	12	11	13	15					
10	Число действительных бюллетеней	56349	1003	1191	969	1325	1530	1134	1146	1461	1272	1335	1121	1247	748	952	1382	1403	1423	1486	1413	1429	1589	1224	1217	1113	1031	1418	885	1511	1640	1180	1519	1597	597	1562	1487	1121	1371	1109	547	1256	1513	1365	867	847	528	710	575					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1156	70	56	50	25	20	30	15	40	20	30	30	10	25	20	18	28	30	20	20	15	30	17	15	10	15	20	20	20	20	20	35	35	25	25	20	25	22	15	5	35	35	45	35	20	5	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	815	49	54	40	19	16	26	10	23	12	14	16	8	15	13	11	22	19	14	14	12	20	17	14	10	10	12	11	19	16	10	22	28	19	21	15	14	18	10	4	24	20	30	18	14	4	2	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	482	10	6	8	8	6	66	6	11	12	8	9	21	6	4	5	4	12	7	3	10	7	7	8	12	3	4	3	9	10	3	18	9	11	6	3	7	2	10	6	16	16	41	12	7	16	12	2					
14	Число погашенных открепительных удостоверений	341	21	2	10	6	4	4	5	17	8	16	14	2	10	7	7	6	11	6	6	3	10	0	1	0	5	8	9	1	4	10	13	7	6	4	5	11	4	5	1	11	15	15	17	6	1	3	4					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	"1. ""ЕДИНЕНИЕ"""	387	9	10	9	11	10	2	8	7	11	6	10	10	8	10	6	5	8	11	7	9	19	4	9	14	9	11	6	17	12	8	14	11	5	7	10	5	8	5	6	1	9	10	3	5	3	6	3					
		0.67%	0.89%	0.83%	0.92%	0.82%	0.64%	0.17%	0.69%	0.46%	0.85%	0.44%	0.88%	0.75%	1.05%	1.03%	0.42%	0.35%	0.55%	0.73%	0.49%	0.62%	1.18%	0.32%	0.72%	1.25%	0.86%	0.76%	0.66%	1.11%	0.72%	0.67%	0.91%	0.68%	0.83%	0.44%	0.66%	0.44%	0.57%	0.44%	1.06%	0.07%	0.58%	0.72%	0.34%	0.58%	0.55%	0.82%	0.50%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2164	69	52	57	60	85	60	36	43	43	45	34	32	17	34	63	50	66	54	47	45	51	50	63	32	29	43	31	63	44	32	51	71	25	95	49	25	38	22	8	64	71	71	48	27	32	20	17					
		3.79%	6.82%	4.32%	5.85%	4.48%	5.50%	5.26%	3.10%	2.87%	3.34%	3.35%	3.01%	2.42%	2.23%	3.51%	4.51%	3.51%	4.56%	3.59%	3.30%	3.12%	3.18%	4.04%	5.10%	2.85%	2.78%	2.99%	3.44%	4.11%	2.66%	2.68%	3.31%	4.44%	4.16%	6.05%	3.27%	2.20%	2.72%	1.95%	1.41%	5.08%	4.64%	5.11%	5.46%	3.14%	5.93%	2.76%	2.88%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1967	38	45	39	41	45	20	46	63	46	62	34	71	11	32	56	62	53	67	60	55	60	59	57	29	35	49	23	53	50	42	49	31	10	32	50	32	49	35	16	36	48	43	24	28	25	29	27					
		3.44%	3.75%	3.74%	4.00%	3.06%	2.91%	1.75%	3.97%	4.21%	3.58%	4.61%	3.01%	5.37%	1.44%	3.30%	4.01%	4.36%	3.66%	4.46%	4.22%	3.81%	3.74%	4.77%	4.61%	2.59%	3.35%	3.41%	2.55%	3.46%	3.02%	3.51%	3.18%	1.93%	1.66%	2.03%	3.34%	2.82%	3.51%	3.10%	2.83%	2.85%	3.14%	3.09%	2.73%	3.25%	4.63%	4.01%	4.57%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3298	104	113	67	95	116	41	66	75	72	61	40	70	32	37	86	92	81	79	70	77	76	86	78	79	52	111	54	79	91	62	88	107	31	103	73	46	84	33	27	74	125	70	60	36	38	35	26					
