Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    район Котловка																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187					
1	"Число избирателей, внесенных в список избирателей"	39912	2404	2233	2342	2565	2696	2685	2660	2607	2681	2653	2760	2385	2394	2036	2192	2619					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31350	1850	1750	1850	2050	2000	2100	2050	2050	2150	2100	2150	1900	1900	1650	1700	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	28059	1582	1576	1561	1931	1967	1766	1899	1805	1653	2035	2024	1493	1690	1527	1667	1883					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	648	38	35	74	38	11	33	27	54	32	22	77	50	32	49	30	46					
6	Число погашенных избирательных бюллетеней	2643	230	139	215	81	22	301	124	191	465	43	49	357	178	74	3	171					
7	Число избирательных бюллетеней в переносных ящиках для голосования	648	38	35	74	38	11	33	27	54	32	22	77	50	32	49	30	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27898	1511	1576	1561	1928	1967	1721	1899	1805	1625	2035	2024	1491	1690	1527	1667	1871					
9	Число недействительных избирательных бюллетеней	354	38	35	21	0	1	24	47	27	31	20	0	61	14	16	1	18					
10	Число действительных избирательных бюллетеней	28192	1511	1576	1614	1966	1977	1730	1879	1832	1626	2037	2101	1480	1708	1560	1696	1899					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	945	50	50	55	70	55	70	70	65	40	50	60	60	65	60	55	70					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	819	41	42	42	58	45	68	66	61	34	42	56	53	59	49	45	58					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	807	100	50	25	37	38	42	107	86	21	41	54	21	53	19	71	42					
14	Число погашенных неиспользованных открепительных удостоверений	126	9	8	13	12	10	2	4	4	6	8	4	7	6	11	10	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	5	4	1	1	1	2	3	6	1	6	3	0	2	1	1	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2169	121	201	263	99	32	204	148	83	227	65	252	233	51	108	45	37					
		7.60%	7.81%	12.48%	16.09%	5.04%	1.62%	11.63%	7.68%	4.46%	13.70%	3.16%	11.99%	15.12%	2.96%	6.85%	2.65%	1.93%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2019	30	145	122	175	38	199	157	190	180	65	20	139	45	92	146	276					
		7.07%	1.94%	9.00%	7.46%	8.90%	1.92%	11.35%	8.15%	10.22%	10.86%	3.16%	0.95%	9.02%	2.61%	5.84%	8.60%	14.40%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	277	8	21	18	16	25	30	13	16	22	30	10	22	16	9	5	16					
		0.97%	0.52%	1.30%	1.10%	0.81%	1.26%	1.71%	0.67%	0.86%	1.33%	1.46%	0.48%	1.43%	0.93%	0.57%	0.29%	0.83%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4116	241	264	260	200	192	270	245	233	318	324	100	312	340	142	326	349					
		14.42%	15.56%	16.39%	15.90%	10.17%	9.71%	15.39%	12.72%	12.53%	19.19%	15.75%	4.76%	20.25%	19.74%	9.01%	19.21%	18.21%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1306	11	176	260	44	13	154	25	55	178	144	20	88	27	71	20	20					
		4.58%	0.71%	10.92%	15.90%	2.24%	0.66%	8.78%	1.30%	2.96%	10.74%	7.00%	0.95%	5.71%	1.57%	4.51%	1.18%	1.04%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18099	1093	752	685	1424	1660	854	1279	1245	684	1399	1662	671	1221	1133	1154	1183					
		63.40%	70.56%	46.68%	41.90%	72.43%	83.92%	48.69%	66.41%	66.97%	41.28%	68.01%	79.11%	43.54%	70.91%	71.89%	68.00%	61.71%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	206	7	17	6	8	17	19	12	10	17	10	37	15	8	5	0	18					
		0.72%	0.45%	1.06%	0.37%	0.41%	0.86%	1.08%	0.62%	0.54%	1.03%	0.49%	1.76%	0.97%	0.46%	0.32%	0.00%	0.94%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
