Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    район Котловка																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182					
1	"Число избирателей, внесенных в списки избирателей"	40600	2342	2314	2664	2715	2572	2649	2658	2548	2769	2710	2823	2513	2443	2104	2269	2507					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32150	1900	1800	2150	2100	2050	2100	2100	2000	2200	2150	2200	2000	1950	1700	1750	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20626	1085	1256	1270	1432	1315	1316	1310	1256	1424	1388	1493	1235	1171	1071	1193	1411					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	734	38	56	64	43	26	55	28	65	36	39	53	66	46	38	42	39					
6	Число погашенных избирательных бюллетеней	10790	777	488	816	625	709	729	762	679	740	723	654	699	733	591	515	550					
7	Число избирательных бюллетеней в переносных ящиках для голосования	734	38	56	64	43	26	55	28	65	36	39	53	66	46	38	42	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20556	1084	1253	1266	1415	1313	1311	1307	1256	1402	1386	1493	1234	1168	1071	1189	1408					
9	Число недействительных избирательных бюллетеней	460	9	25	21	15	29	17	16	24	29	24	23	136	22	17	22	31					
10	Число действительных избирательных бюллетеней	20830	1113	1284	1309	1443	1310	1349	1319	1297	1409	1401	1523	1164	1192	1092	1209	1416					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	910	50	70	50	55	70	50	50	70	70	50	55	50	50	50	50	70					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	769	33	54	47	48	63	47	44	59	50	40	55	35	44	46	47	57					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1057	30	94	30	179	59	49	65	39	48	71	85	60	48	34	110	56					
14	Число погашенных неиспользованных открепительных удостоверений	141	17	16	3	7	7	3	6	11	20	10	0	15	6	4	3	13					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	65	2	3	4	3	13	4	4	4	4	4	0	5	5	0	0	10					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	646	28	42	38	48	46	48	40	38	34	42	51	42	42	38	28	41					
		3.03%	2.50%	3.21%	2.86%	3.29%	3.44%	3.51%	2.99%	2.88%	2.36%	2.95%	3.30%	3.23%	3.46%	3.43%	2.27%	2.83%					
19	2.Всероссийская политическая партия «Гражданская Сила»	576	32	48	31	38	28	46	36	51	32	24	44	26	25	24	50	41					
		2.71%	2.85%	3.67%	2.33%	2.61%	2.09%	3.37%	2.70%	3.86%	2.23%	1.68%	2.85%	2.00%	2.06%	2.16%	4.06%	2.83%					
20	3.Политическая партия «Демократическая партия России»	43	4	5	3	6	3	2	1	2	3	0	0	3	4	4	2	1					
		0.20%	0.36%	0.38%	0.23%	0.41%	0.22%	0.15%	0.07%	0.15%	0.21%	0.00%	0.00%	0.23%	0.33%	0.36%	0.16%	0.07%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3044	172	207	222	182	184	175	177	200	206	215	210	111	191	181	210	201					
		14.30%	15.33%	15.81%	16.69%	12.48%	13.74%	12.81%	13.26%	15.14%	14.33%	15.09%	13.58%	8.54%	15.73%	16.32%	17.06%	13.89%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	543	38	48	58	29	26	23	22	34	46	24	35	29	24	27	31	49					
		2.55%	3.39%	3.67%	4.36%	1.99%	1.94%	1.68%	1.65%	2.57%	3.20%	1.68%	2.26%	2.23%	1.98%	2.43%	2.52%	3.39%					
23	6.Политическая партия «Партия социальной справедливости»	105	5	6	9	5	6	8	5	3	6	1	8	10	7	8	13	5					
		0.49%	0.45%	0.46%	0.68%	0.34%	0.45%	0.59%	0.37%	0.23%	0.42%	0.07%	0.52%	0.77%	0.58%	0.72%	1.06%	0.35%					
24	7.Политическая партия «Либерально-демократическая партия России»	1564	84	83	68	104	109	118	121	106	106	113	118	68	102	81	72	111					
		7.35%	7.49%	6.34%	5.11%	7.13%	8.14%	8.64%	9.06%	8.02%	7.37%	7.93%	7.63%	5.23%	8.40%	7.30%	5.85%	7.67%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1709	124	117	100	88	124	120	114	85	111	118	106	79	81	118	95	129					
