Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Ясногорская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95					
1	"Число избирателей, внесенных в список"	27647	596	583	575	409	238	190	449	346	439	1042	492	540	554	617	139	245	785	391	355	352	412	2524	2270	2228	1037	1747	1478	2428	2415	1771					
2	Число полученных избирательных бюллетеней	27955	599	601	579	415	247	195	452	352	437	1036	503	552	556	616	144	241	792	404	353	350	414	2569	2304	2250	1047	1761	1509	2479	2458	1740					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12465	239	332	192	179	164	94	188	169	199	397	198	216	239	353	89	92	395	207	130	146	202	1155	1117	977	452	684	687	1130	1100	743					
5	"Число избирательных бюллетеней, выданных вне помещения"	2035	74	42	125	80	31	36	50	89	123	139	83	125	81	18	15	41	49	100	92	65	40	53	38	46	28	92	33	70	21	156					
6	Число погашенных избирательных бюллетеней	13455	286	227	262	156	52	65	214	94	115	500	222	211	236	245	40	108	348	97	131	139	172	1361	1149	1227	567	985	789	1279	1337	841					
7	Число избирательных бюллетеней в переносных ящиках	2035	74	42	125	80	31	36	50	89	123	139	83	125	81	18	15	41	49	100	92	65	40	53	38	46	28	92	33	70	21	156					
8	Число бюллетеней в стационарных ящиках для голосования	12465	239	332	192	179	164	94	188	169	199	397	198	216	239	353	89	92	395	207	130	146	202	1155	1117	977	452	684	687	1130	1100	743					
9	Число недействительных избирательных бюллетеней	136	2	2	1	1	0	0	0	1	0	10	3	2	1	1	2	1	10	0	1	3	0	18	10	13	3	10	6	12	18	5					
10	Число действительных избирательных бюллетеней	14364	311	372	316	258	195	130	238	257	322	526	278	339	319	370	102	132	434	307	221	208	242	1190	1145	1010	477	766	714	1188	1103	894					
11	Число полученных открепительных  удостоверений	287	8	4	4	4	6	4	4	4	4	10	6	4	4	4	6	4	16	14	4	4	4	10	30	15	10	20	20	30	15	15					
12	Число выданных открепительных удостоверений	204	7	4	1	4	6	3	4	0	0	5	4	2	2	0	4	1	6	12	3	0	3	9	21	12	8	12	15	28	13	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	139	6	4	5	3	0	1	7	4	5	11	1	3	5	7	4	4	4	5	8	5	3	2	6	7	3	4	2	6	2	12					
14	Число неиспользованных открепительных удостоверений	83	1	0	3	0	0	1	0	4	4	5	2	2	2	4	2	3	10	2	1	4	1	1	9	3	2	8	5	2	2	0					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	786	30	25	13	10	6	4	9	6	7	21	8	9	11	11	0	7	12	9	7	5	10	55	107	57	32	48	38	84	78	67					
