Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
"Наименование Избирательной комиссии:    Саратов, Фрунзенская"																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402					
1	"Число избирателей, внесенных в списки"	40059	1481	1379	1227	1789	1621	2299	1943	1535	1491	2081	1858	1589	1853	1650	1483	1448	1449	904	938	1954	78	2300	1582	1892	2072	163					
2	"Число бюллетеней, полученных участковыми комиссиями"	34689	1290	1160	1100	1500	1450	1970	1580	1350	1350	1810	1590	1440	1640	1470	1240	1220	1180	750	800	1660	78	2020	1340	1690	1870	141					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23037	965	695	666	1230	1008	1315	1218	909	865	1049	1005	786	1047	961	997	911	873	321	458	1013	78	1388	943	1043	1171	122					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1368	54	50	56	51	56	42	116	70	52	87	22	25	85	52	58	18	143	71	48	45	0	26	45	47	49	0					
6	Число погашенных бюллетеней	10284	271	415	378	219	386	613	246	371	433	674	563	629	508	457	185	291	164	358	294	602	0	606	352	600	650	19					
7	Число бюллетеней в переносных ящиках для голосования	1366	54	50	55	51	56	42	116	70	52	87	22	25	85	52	58	18	143	71	48	45	0	26	45	46	49	0					
8	Число бюллетеней в стационарных ящиках для голосования	23009	964	695	666	1230	1005	1314	1216	905	863	1049	994	786	1045	960	997	911	873	321	458	1013	78	1388	941	1044	1171	122					
9	Число недействительных бюллетеней	283	5	7	9	23	14	5	13	11	10	15	11	11	8	10	21	13	19	2	6	6	3	13	27	8	9	4					
10	Число действительных бюллетеней	24092	1013	738	712	1258	1047	1351	1319	964	905	1121	1005	800	1122	1002	1034	916	997	390	500	1052	75	1401	959	1082	1211	118					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1141	35	40	30	60	50	70	50	40	40	50	40	60	40	50	70	20	30	35	20	51	0	60	40	60	80	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	891	28	28	26	43	32	56	45	28	31	48	36	49	31	36	53	16	29	21	18	40	0	48	34	53	60	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1028	51	20	23	228	51	35	191	19	16	15	26	23	18	13	70	8	23	14	8	11	78	37	7	8	11	24					
14	Число погашенных открепительных удостоверений	250	7	12	4	17	18	14	5	12	9	2	4	11	9	14	17	4	1	14	2	11	0	12	6	7	20	18					
15	Число открепительных удостоверений выданных ТИК	26	0	5	0	1	1	1	1	2	0	4	1	1	1	0	0	1	1	1	0	3	0	0	2	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	176	3	7	9	8	7	8	9	5	6	5	9	3	7	4	5	24	5	3	12	8	1	9	9	5	5	0					
		0.72%	0.29%	0.93%	1.24%	0.62%	0.65%	0.58%	0.67%	0.51%	0.65%	0.44%	0.88%	0.36%	0.61%	0.39%	0.47%	2.58%	0.49%	0.76%	2.37%	0.75%	1.28%	0.63%	0.91%	0.45%	0.40%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1624	80	48	63	101	71	112	92	66	61	83	67	48	100	71	53	65	41	12	26	82	1	69	67	59	83	3					
		6.66%	7.85%	6.44%	8.73%	7.88%	6.69%	8.25%	6.90%	6.76%	6.66%	7.30%	6.59%	5.91%	8.84%	7.01%	5.02%	6.99%	4.03%	3.06%	5.13%	7.75%	1.28%	4.87%	6.79%	5.41%	6.80%	2.45%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	933	34	39	35	45	43	46	61	42	41	46	37	30	40	37	55	15	37	21	26	10	0	73	33	48	32	7					
		3.82%	3.33%	5.23%	4.85%	3.51%	4.05%	3.39%	4.57%	4.30%	4.48%	4.04%	3.64%	3.69%	3.53%	3.65%	5.21%	1.61%	3.64%	5.35%	5.13%	0.94%	0.0%	5.16%	3.34%	4.40%	2.62%	5.73%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1876	107	59	65	76	86	120	138	100	90	70	55	72	105	85	82	53	63	18	33	60	5	81	79	87	84	3					
		7.69%	10.51%	7.91%	9.01%	5.93%	8.10%	8.84%	10.36%	10.25%	9.83%	6.16%	5.41%	8.87%	9.29%	8.39%	7.77%	5.70%	6.20%	4.59%	6.52%	5.67%	6.41%	5.72%	8.01%	7.98%	6.88%	2.45%					
