Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Красноярская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786					
1	"Число избирателей, внесенных в списки"	39087	659	212	599	138	497	1342	2157	1024	197	95	1028	2141	2003	1891	368	235	302	1921	2277	1787	1930	1788	1794	1309	845	370	181	1651	472	462	277	843	374	448	131	312	443	493	437	1282	237	95	159	399	136	375	266	212	493					
2	"Число бюллетеней, полученных участковыми комиссиями"	37444	663	209	593	142	490	1199	1912	990	200	96	1047	2102	1811	1665	390	241	298	1861	2033	1626	1832	1729	1750	1292	835	379	191	1623	469	454	276	822	376	425	129	314	432	481	432	1290	221	89	161	395	139	374	262	213	491					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18797	318	124	290	78	268	499	1030	568	105	46	439	868	861	829	144	126	215	952	1195	857	971	826	812	587	415	189	54	796	227	225	110	467	191	212	71	118	216	247	269	629	116	77	95	223	86	145	171	116	324					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1975	77	35	64	17	36	110	29	93	43	16	33	72	64	73	29	16	18	61	74	50	34	65	25	24	33	44	42	67	18	25	6	74	49	24	6	30	51	25	53	89	38	0	6	23	14	62	0	0	38					
6	Число погашенных бюллетеней	16672	268	50	239	47	186	590	853	329	52	34	575	1162	886	763	217	99	65	848	764	719	827	838	913	681	387	146	95	760	224	204	160	281	136	189	52	166	165	209	110	572	67	12	60	149	39	167	91	97	129					
7	Число бюллетеней в переносных ящиках для голосования	1975	77	35	64	17	36	110	29	93	43	16	33	72	64	73	29	16	18	61	74	50	34	65	25	24	33	44	42	67	18	25	6	74	49	24	6	30	51	25	53	89	38	0	6	23	14	62	0	0	38					
8	Число бюллетеней в стационарных ящиках для голосования	18797	318	124	290	78	268	499	1030	568	105	46	439	868	861	829	144	126	215	952	1195	857	971	826	812	587	415	189	54	796	227	225	110	467	191	212	71	118	216	247	269	629	116	77	95	223	86	145	171	116	324					
9	Число недействительных бюллетеней	582	12	5	4	3	6	8	22	11	4	3	19	34	28	15	13	2	10	27	33	11	24	39	17	23	11	3	4	24	3	4	9	12	3	10	1	6	14	2	18	24	4	6	0	13	1	7	4	6	20					
10	Число действительных бюллетеней	20190	383	154	350	92	298	601	1037	650	144	59	453	906	897	887	160	140	223	986	1236	896	981	852	820	588	437	230	92	839	242	246	107	529	237	226	76	142	253	270	304	694	150	71	101	233	99	200	167	110	342					
