Выборы Президента Российской Федерации																																																																
Дата голосования: 04.03.2012																																																																
																																																																
Наименование Избирательной комиссии:    Ахтубинская																																																																
																																																																
Сводная таблица итогов голосования																																																																
																																																																
	Число участковых избирательных комиссий	53																																																														
	Число участковых избирательных комиссий, приступивших к передаче сведений	53																																																														
																																																																
		Сумма	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №585									
1	Число избирателей, включенных в список избирателей	57470	104	180	880	838	894	839	817	419	510	799	797	441	787	1570	659	599	1093	511	178	843	893	982	781	718	1115	1140	1270	983	283	1692	2043	1480	1563	1778	1369	2155	1111	1611	1847	1863	1897	1283	1611	1479	1395	942	951	1493	1500	853	1398	897	1336									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	56620	100	170	880	850	900	840	800	400	500	800	800	450	800	1550	650	600	1100	500	180	850	900	1000	750	670	1100	1100	1300	950	280	1600	1800	1500	1550	1800	1350	2200	1100	1650	1750	1900	1900	1300	1600	1450	1350	950	900	1450	1500	800	1400	850	1200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	28177	38	80	263	220	333	302	246	146	244	381	261	205	437	554	253	190	474	235	66	301	404	420	312	301	474	427	619	400	120	925	905	691	706	1123	971	1367	710	1094	1024	1262	1214	789	993	586	450	500	524	590	611	374	610	362	1090									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2832	26	22	94	77	109	88	119	97	36	59	77	43	90	111	76	75	88	25	28	24	47	28	45	23	54	61	32	28	15	34	228	54	41	33	13	33	16	34	165	33	44	12	39	59	52	25	53	36	29	19	36	32	15									
6	Число погашенных избирательных бюллетеней	25542	36	68	523	553	458	450	435	157	220	360	462	202	273	885	321	335	538	240	86	525	449	552	393	346	572	612	649	522	145	641	667	755	803	644	366	800	374	522	561	605	642	499	568	805	848	425	323	824	860	407	754	456	26									
