Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Ахтубинская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50					
1	"Число избирателей, внесенных в список"	59687	108	192	829	1073	736	907	995	474	513	786	797	463	806	1644	643	611	1162	503	176	1699	1772	1124	1611	1236	1064	329	1555	1958	1225	1230	623	1409	1455	1056	880	1490	1560	893	1524	742	2134	2841	1844	1718	2089	2229	1864	2126	1410	1579					
2	Число полученных избирательных бюллетеней	59652	107	198	857	1043	758	898	983	478	503	775	800	468	802	1641	663	615	1152	503	172	1688	1803	1127	1613	1228	1053	328	1569	1814	1257	1247	635	1433	1466	1073	881	1528	1568	879	1548	757	2151	2647	1869	1728	2087	2214	1889	2128	1428	1600					
3	"Число избирательных бюллетеней, выданных  досрочно"	399	0	0	45	97	0	0	0	47	0	17	0	0	0	57	23	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	31850	86	107	367	401	348	475	358	204	317	468	423	252	614	979	388	307	576	310	106	763	856	425	723	795	591	183	895	917	681	554	272	536	636	547	456	705	744	455	779	316	1392	1686	1252	1051	1253	1218	1174	1232	748	929					
5	"Число избирательных бюллетеней, выданных вне помещения"	3147	10	18	98	214	118	114	142	101	31	59	64	46	54	45	60	64	95	42	27	140	91	184	93	40	29	11	17	179	77	58	61	70	72	24	45	75	54	76	28	71	16	18	11	13	36	75	23	39	13	6					
6	Число погашенных избирательных бюллетеней	24256	11	73	347	331	292	309	483	126	155	231	313	170	134	560	192	244	481	151	39	785	856	490	797	393	433	134	657	718	499	635	302	827	758	502	380	748	770	348	741	370	743	858	606	664	798	921	692	857	667	665					
7	Число избирательных бюллетеней в переносных ящиках	3546	10	18	143	311	118	114	142	148	31	76	64	46	54	102	83	64	95	42	27	140	91	212	93	40	29	11	17	179	77	58	61	70	72	24	45	75	54	76	28	71	16	103	11	13	36	75	23	39	13	6					
8	Число бюллетеней в стационарных ящиках для голосования	31841	86	107	367	401	348	475	358	204	317	468	423	252	614	979	388	307	576	310	106	763	856	425	723	795	591	183	895	917	681	554	272	536	636	547	456	705	744	454	779	316	1392	1682	1251	1051	1253	1218	1174	1230	747	929					
9	Число недействительных избирательных бюллетеней	280	0	0	1	4	3	8	6	7	5	11	5	1	9	6	3	6	5	1	2	13	5	9	7	9	13	6	5	19	10	4	3	7	7	6	2	4	5	7	3	1	6	7	7	6	5	7	4	8	2	0					
10	Число действительных избирательных бюллетеней	35107	96	125	509	708	463	581	494	345	343	533	482	297	659	1075	468	365	666	351	131	890	942	628	809	826	607	188	907	1077	748	608	330	599	701	565	499	776	793	523	804	386	1402	1778	1255	1058	1284	1286	1193	1261	758	935					
11	Число полученных открепительных  удостоверений	733	10	10	10	10	10	10	15	10	10	10	10	10	10	10	10	10	10	10	10	20	15	20	20	20	20	10	15	15	15	10	10	15	10	10	10	15	15	10	10	10	30	40	20	20	20	25	23	25	20	20					
12	Число выданных открепительных удостоверений	299	0	0	3	2	4	3	13	1	1	7	5	10	0	0	5	6	2	4	0	2	14	2	8	3	1	2	11	4	12	4	1	2	6	8	3	12	8	3	2	3	17	9	15	10	16	3	20	19	8	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	251	0	0	11	19	3	4	4	3	3	2	3	2	1	8	3	2	5	5	1	5	5	3	2	3	2	3	6	9	7	6	7	3	7	4	10	12	9	5	0	2	12	8	2	7	8	4	10	3	4	4					
14	Число неиспользованных открепительных удостоверений	434	10	10	7	8	6	7	2	9	9	3	5	0	10	10	5	4	8	6	10	18	1	18	12	17	19	8	4	11	3	6	9	13	4	2	7	3	7	7	8	7	13	31	5	10	4	22	3	6	12	15					
15	"Число открепительных удостоверений, выданных в ТИК"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	. Глазьев Сергей Юрьевич	1504	2	6	14	11	8	5	10	0	7	9	14	4	13	18	22	11	18	5	3	23	22	19	22	48	23	10	45	48	28	30	10	18	20	17	34	28	27	27	25	12	103	94	87	67	90	68	81	92	57	49					
		4.25%	2.08%	4.80%	2.75%	1.54%	1.72%	0.85%	2.00%	0.00%	2.01%	1.65%	2.87%	1.34%	1.95%	1.67%	4.67%	2.96%	2.68%	1.42%	2.26%	2.55%	2.32%	2.98%	2.70%	5.75%	3.71%	5.15%	4.93%	4.38%	3.69%	4.90%	3.00%	2.97%	2.82%	2.98%	6.79%	3.59%	3.38%	5.09%	3.10%	3.10%	7.32%	5.27%	6.89%	6.30%	6.98%	5.26%	6.77%	7.25%	7.50%	5.24%					
19	. Малышкин Олег Александрович	978	1	10	22	23	8	16	14	5	5	12	13	3	12	26	10	15	22	17	3	22	19	8	9	28	7	4	22	33	20	13	9	28	18	22	12	33	21	17	27	15	34	63	34	31	21	45	36	39	30	21					
		2.76%	1.04%	8.00%	4.31%	3.23%	1.72%	2.72%	2.80%	1.42%	1.44%	2.21%	2.67%	1.01%	1.80%	2.41%	2.12%	4.04%	3.28%	4.83%	2.26%	2.44%	2.01%	1.26%	1.10%	3.35%	1.13%	2.06%	2.41%	3.01%	2.64%	2.12%	2.70%	4.62%	2.54%	3.85%	2.40%	4.23%	2.63%	3.21%	3.35%	3.88%	2.41%	3.53%	2.69%	2.91%	1.63%	3.48%	3.01%	3.07%	3.95%	2.25%					
20	. Миронов Сергей Михайлович	259	1	0	6	2	0	9	3	0	2	3	8	0	1	7	5	6	7	2	0	9	8	2	5	4	4	2	4	4	9	4	5	1	5	9	5	4	6	4	10	4	14	20	4	9	8	7	7	7	5	8					
		0.73%	1.04%	0.00%	1.18%	0.28%	0.00%	1.53%	0.60%	0.00%	0.57%	0.55%	1.64%	0.00%	0.15%	0.65%	1.06%	1.62%	1.04%	0.57%	0.00%	1.00%	0.84%	0.31%	0.61%	0.48%	0.65%	1.03%	0.44%	0.36%	1.19%	0.65%	1.50%	0.17%	0.71%	1.58%	1.00%	0.51%	0.75%	0.75%	1.24%	1.03%	0.99%	1.12%	0.32%	0.85%	0.62%	0.54%	0.58%	0.55%	0.66%	0.86%					
21	. Путин Владимир Владимирович	19152	30	65	251	389	266	297	245	184	182	348	264	200	341	616	278	223	415	166	76	545	543	382	472	410	333	116	501	532	391	340	198	271	340	269	255	395	426	282	442	169	689	1146	662	547	664	725	650	646	425	550					
		54.12%	31.25%	52.00%	49.22%	54.63%	57.08%	50.42%	49.00%	52.27%	52.30%	63.97%	54.21%	67.11%	51.05%	56.98%	59.02%	60.11%	61.85%	47.16%	57.14%	60.35%	57.34%	59.97%	57.84%	49.10%	53.71%	59.79%	54.93%	48.54%	51.58%	55.56%	59.46%	44.72%	48.02%	47.11%	50.90%	50.64%	53.38%	53.21%	54.77%	43.67%	48.93%	64.20%	52.46%	51.41%	51.51%	56.07%	54.30%	50.91%	55.92%	58.82%					
22	. Хакамада Ирина Муцуовна	926	0	1	3	14	4	17	7	4	4	10	4	9	12	22	21	10	7	6	7	16	17	16	23	14	10	2	16	41	18	9	9	11	16	14	10	23	11	13	10	6	52	52	55	52	65	52	33	47	17	34					
		2.62%	0.00%	0.80%	0.59%	1.97%	0.86%	2.89%	1.40%	1.14%	1.15%	1.84%	0.82%	3.02%	1.80%	2.04%	4.46%	2.70%	1.04%	1.70%	5.26%	1.77%	1.80%	2.51%	2.82%	1.68%	1.61%	1.03%	1.75%	3.74%	2.37%	1.47%	2.70%	1.82%	2.26%	2.45%	2.00%	2.95%	1.38%	2.45%	1.24%	1.55%	3.69%	2.91%	4.36%	4.89%	5.04%	4.02%	2.76%	3.70%	2.24%	3.64%					
23	. Харитонов Николай Михайлович	11141	62	38	206	258	170	226	205	151	139	145	168	74	270	376	130	95	188	155	40	264	324	188	271	306	214	49	271	370	264	199	96	259	295	216	164	273	282	170	270	173	449	276	321	293	371	325	326	364	185	217					
