Выборы Президента Российской Федерации																																																													
Дата голосования: 02.03.2008																																																													
																																																													
Наименование Избирательной комиссии:    Ахтубинская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
	Число участковых избирательных комиссий	54																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	54																																																											
																																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54					
1	"Число избирателей, включенных в списки избирателей"	59525	110	204	930	856	924	881	864	453	511	819	846	449	791	1580	663	643	1160	513	180	854	893	1059	730	742	1117	1135	1254	1100	324	1356	1036	438	1506	1532	1000	907	2010	1974	2151	1768	2095	2892	1745	1622	710	1135	1272	2047	1621	1435	1516	863	1476	833					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	58060	110	190	910	810	900	850	830	450	500	800	850	450	780	1600	650	650	1150	510	180	840	870	1000	730	730	1100	1100	1200	1100	320	1300	1000	400	1400	1500	1000	900	2000	2000	2100	1700	2000	2900	1750	1600	700	1100	1200	1800	1600	1400	1500	850	1400	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	315	0	0	0	135	0	0	0	32	0	0	0	0	0	0	33	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	31023	57	110	336	294	418	419	341	220	275	444	362	259	629	870	319	270	546	274	113	324	412	549	339	325	473	445	620	462	160	545	471	179	890	917	518	465	1215	1262	1250	1124	1350	1952	1189	981	286	543	645	923	877	652	666	399	677	382					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2900	24	23	103	46	73	76	123	80	29	78	76	59	27	116	72	59	93	47	18	83	54	46	100	62	80	62	38	32	10	52	37	4	37	4	27	39	66	44	95	25	27	14	19	25	46	13	64	226	35	62	42	30	28	50					
6	Число погашенных избирательных бюллетеней	23822	29	57	471	335	409	355	366	118	196	278	412	132	124	614	226	321	511	189	49	418	404	405	291	343	547	593	542	606	150	703	492	217	473	579	455	396	719	694	755	551	623	834	542	594	368	544	491	651	688	686	792	421	695	368					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3215	24	23	103	181	73	76	123	112	29	78	76	59	27	116	105	59	93	47	18	98	54	46	100	62	80	62	38	32	10	52	37	4	37	4	27	39	66	44	95	25	27	114	19	25	46	13	64	226	35	62	42	30	28	50					
8	Число бюллетеней в стационарных ящиках для голосования	31008	57	110	336	294	418	419	341	220	275	444	362	259	629	870	319	270	546	274	113	324	412	549	338	325	473	445	620	462	160	544	471	179	888	917	517	465	1215	1259	1250	1124	1350	1945	1189	981	286	543	645	923	877	652	666	399	677	382					
9	Число недействительных избирательных бюллетеней	356	2	0	0	1	5	2	1	2	3	5	3	0	15	10	4	5	5	6	0	5	4	8	2	0	3	2	4	10	0	2	3	0	17	6	5	6	14	19	22	10	17	19	21	23	6	5	9	11	8	9	3	8	4	2					
10	Число действительных избирательных бюллетеней	33867	79	133	439	474	486	493	463	330	301	517	435	318	641	976	420	324	634	315	131	417	462	587	436	387	550	505	654	484	170	594	505	183	908	915	539	498	1267	1284	1323	1139	1360	2040	1187	983	326	551	700	1138	904	705	705	421	701	430					
11	Число полученных открепительных  удостоверений	678	5	5	10	10	10	10	10	5	5	10	10	13	15	20	10	10	20	10	5	10	15	10	15	10	10	20	10	10	5	20	5	5	15	20	10	10	20	25	20	20	15	25	25	15	10	20	10	15	15	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	387	0	0	6	2	1	1	2	2	0	1	1	11	9	15	10	5	20	5	0	7	9	3	5	5	4	13	7	5	5	9	3	0	6	17	4	2	14	18	12	20	10	24	24	12	2	9	5	9	7	4	9	0	10	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	266	0	8	5	2	1	3	10	1	1	1	2	1	3	3	2	3	2	4	0	7	0	3	5	5	1	2	7	2	4	4	4	1	19	5	0	7	13	6	9	14	13	17	9	7	1	7	9	7	4	12	2	2	5	1					
