Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Донской район																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №3138	УИК №3139	УИК №3140	УИК №3141					
1	"Число избирателей, внесенных в списки"	31464	1919	1781	1975	1839	1703	946	1784	1919	1656	2214	2424	2333	2354	2392	2620	177	133	594	701					
2	"Число бюллетеней, полученных участковыми комиссиями"	28400	1600	1500	1700	1600	1500	800	1500	1700	1400	1900	2000	2000	2000	2100	2300	500	200	600	1500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17074	1038	977	1052	884	1052	531	903	1057	841	1149	1277	1178	1217	1130	1270	176	133	526	683					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	466	29	59	41	29	30	27	15	21	19	32	30	27	32	33	42	0	0	0	0					
6	Число погашенных бюллетеней	10860	533	464	607	687	418	242	582	622	540	719	693	795	751	937	988	324	67	74	817					
7	Число бюллетеней в переносных ящиках для голосования	466	29	59	41	29	30	27	15	21	19	32	30	27	32	33	42	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	17034	1038	975	1052	874	1052	531	902	1057	839	1149	1277	1171	1206	1130	1270	175	132	526	678					
9	Число недействительных бюллетеней	265	6	5	20	6	6	15	7	8	19	12	18	19	14	17	24	4	0	13	52					
10	Число действительных бюллетеней	17235	1061	1029	1073	897	1076	543	910	1070	839	1169	1289	1179	1224	1146	1288	171	132	513	626					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	700	45	45	50	50	40	25	40	40	40	50	55	45	50	60	65	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	366	19	19	29	13	26	10	13	33	16	32	21	30	21	30	54	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	600	31	24	37	18	27	26	84	2	11	14	9	10	18	15	26	49	11	156	32					
14	Число погашенных открепительных удостоверений	334	26	26	21	37	14	15	27	7	24	18	34	15	29	30	11	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	26	1	0	0	2	1	0	0	5	3	4	0	1	3	2	4	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	99	4	3	3	7	3	3	1	4	7	8	7	8	12	9	13	0	0	3	4					
		0.56%	0.37%	0.29%	0.27%	0.77%	0.27%	0.53%	0.10%	0.37%	0.81%	0.67%	0.53%	0.66%	0.96%	0.77%	0.99%	0.0%	0.0%	0.57%	0.58%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1503	163	150	120	85	162	28	92	74	43	85	69	107	67	85	96	12	7	20	38					
		8.58%	15.27%	14.50%	10.97%	9.41%	14.97%	5.01%	10.03%	6.86%	5.01%	7.19%	5.27%	8.93%	5.41%	7.30%	7.31%	6.85%	5.30%	3.80%	5.60%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	368	16	20	28	33	15	12	15	20	20	22	32	27	18	16	18	5	6	16	29					
		2.10%	1.49%	1.93%	2.56%	3.65%	1.38%	2.15%	1.63%	1.85%	2.33%	1.86%	2.44%	2.25%	1.45%	1.37%	1.37%	2.85%	4.54%	3.04%	4.27%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1773	183	146	114	88	154	45	106	102	47	106	124	130	100	132	111	7	12	26	40					
		10.13%	17.15%	14.11%	10.43%	9.74%	14.23%	8.06%	11.55%	9.46%	5.47%	8.97%	9.48%	10.85%	8.07%	11.34%	8.46%	4.0%	9.09%	4.94%	5.89%					
22	"5. ""За Русь Святую"""	95	5	4	4	3	3	2	8	7	4	8	5	3	7	9	7	1	1	6	8					
		0.54%	0.46%	0.38%	0.36%	0.33%	0.27%	0.35%	0.87%	0.64%	0.46%	0.67%	0.38%	0.25%	0.56%	0.77%	0.53%	0.57%	0.75%	1.14%	1.17%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	0	1	2	2	1	0	2	1	1	1	2	1	0	1	2	1	0	2	9					
		0.16%	0.0%	0.09%	0.18%	0.22%	0.09%	0.0%	0.21%	0.09%	0.11%	0.08%	0.15%	0.08%	0.0%	0.08%	0.15%	0.57%	0.0%	0.38%	1.32%					
24	"7. ""Новый курс - Автомобильная Россия"""	230	9	11	11	14	17	9	13	14	18	12	21	18	10	25	16	0	0	6	6					
		1.31%	0.84%	1.06%	1.00%	1.55%	1.57%	1.61%	1.41%	1.29%	2.09%	1.01%	1.60%	1.50%	0.80%	2.14%	1.21%	0.0%	0.0%	1.14%	0.88%					
25	"8. ""Народно-республиканская партия России"""	11	0	0	1	1	1	0	0	0	0	2	0	1	1	1	0	1	0	0	2					
		0.06%	0.0%	0.0%	0.09%	0.11%	0.09%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.08%	0.08%	0.08%	0.0%	0.57%	0.0%	0.0%	0.29%					
26	"9. ""Российская экологическая партия ""Зеленые"""	134	12	7	10	13	8	4	7	6	4	6	10	8	7	12	7	4	0	0	9					
		0.76%	1.12%	0.67%	0.91%	1.43%	0.73%	0.71%	0.76%	0.55%	0.46%	0.50%	0.76%	0.66%	0.56%	1.03%	0.53%	2.28%	0.0%	0.0%	1.32%					
27	"10. ""Аграрная партия России"""	241	9	19	23	8	19	7	16	13	10	24	16	15	9	17	18	2	2	9	5					
		1.37%	0.84%	1.83%	2.10%	0.88%	1.75%	1.25%	1.74%	1.20%	1.16%	2.03%	1.22%	1.25%	0.72%	1.46%	1.37%	1.14%	1.51%	1.71%	0.73%					
28	"11. ""Истинные патриоты России"""	25	0	3	0	0	1	0	0	3	1	3	1	4	0	5	0	1	0	1	2					
		0.14%	0.0%	0.29%	0.0%	0.0%	0.09%	0.0%	0.0%	0.27%	0.11%	0.25%	0.07%	0.33%	0.0%	0.42%	0.0%	0.57%	0.0%	0.19%	0.29%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	197	7	14	15	7	9	1	11	12	12	17	18	16	21	14	11	6	0	0	6					
		1.12%	0.65%	1.35%	1.37%	0.77%	0.83%	0.17%	1.19%	1.11%	1.39%	1.43%	1.37%	1.33%	1.69%	1.20%	0.83%	3.42%	0.0%	0.0%	0.88%					
30	"13. ""Демократическая партия России"""	28	1	1	1	2	1	0	1	6	0	1	3	0	1	0	4	1	0	0	5					
		0.16%	0.09%	0.09%	0.09%	0.22%	0.09%	0.0%	0.10%	0.55%	0.0%	0.08%	0.22%	0.0%	0.08%	0.0%	0.30%	0.57%	0.0%	0.0%	0.73%					
31	"14. ""Великая Россия - Евразийский Союз"""	38	2	5	6	1	6	1	0	0	1	2	6	0	1	3	4	0	0	0	0					
		0.21%	0.18%	0.48%	0.54%	0.11%	0.55%	0.17%	0.0%	0.0%	0.11%	0.16%	0.45%	0.0%	0.08%	0.25%	0.30%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	32	4	2	3	2	0	0	1	5	0	1	3	2	1	1	2	0	0	3	2					
		0.18%	0.37%	0.19%	0.27%	0.22%	0.0%	0.0%	0.10%	0.46%	0.0%	0.08%	0.22%	0.16%	0.08%	0.08%	0.15%	0.0%	0.0%	0.57%	0.29%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2737	197	153	193	131	182	76	149	164	101	189	294	183	204	143	210	23	15	62	68					
