Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Шелаболихинская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829					
1	"Число избирателей, внесенных в списки избирателей"	12153	1606	1954	833	442	957	353	949	262	527	694	472	467	1004	1023	285	325					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12150	1579	1950	836	435	972	355	968	268	521	697	478	455	995	1032	287	322					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7144	855	1159	501	273	562	252	603	214	330	386	278	274	535	568	156	198					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	608	77	52	26	48	84	4	56	13	34	30	51	19	47	46	14	7					
6	Число погашенных избирательных бюллетеней	4398	647	739	309	114	326	99	309	41	157	281	149	162	413	418	117	117					
7	Число избирательных бюллетеней в переносных ящиках для голосования	608	77	52	26	48	84	4	56	13	34	30	51	19	47	46	14	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7134	854	1151	501	273	562	252	603	213	330	386	278	274	535	568	156	198					
9	Число недействительных избирательных бюллетеней	76	7	11	2	3	5	2	11	2	10	4	3	0	7	5	3	1					
10	Число действительных избирательных бюллетеней	7666	924	1192	525	318	641	254	648	224	354	412	326	293	575	609	167	204					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	150	20	27	6	3	8	3	28	6	6	6	6	3	8	13	4	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	88	13	18	3	0	3	1	28	6	2	2	1	2	2	6	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	42	6	5	0	0	3	1	3	2	3	4	1	2	5	3	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	62	7	9	3	3	5	2	0	0	4	4	5	1	6	7	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	608	37	80	36	8	30	19	97	10	15	34	39	13	56	94	22	18					
		7.85%	3.97%	6.65%	6.83%	2.49%	4.64%	7.42%	14.72%	4.42%	4.12%	8.17%	11.85%	4.44%	9.62%	15.31%	12.94%	8.78%					
19	2.Всероссийская политическая партия «Гражданская Сила»	34	7	10	0	1	7	1	1	2	0	0	0	0	2	1	1	1					
		0.44%	0.75%	0.83%	0.00%	0.31%	1.08%	0.39%	0.15%	0.88%	0.00%	0.00%	0.00%	0.00%	0.34%	0.16%	0.59%	0.49%					
20	3.Политическая партия «Демократическая партия России»	7	1	1	1	0	0	0	1	0	0	0	0	0	0	3	0	0					
		0.09%	0.11%	0.08%	0.19%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1238	136	211	101	22	150	30	62	31	93	33	51	37	126	69	42	44					
		15.99%	14.61%	17.54%	19.17%	6.85%	23.22%	11.72%	9.41%	13.72%	25.55%	7.93%	15.50%	12.63%	21.65%	11.24%	24.71%	21.46%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	60	3	8	5	1	22	1	5	1	3	0	5	1	1	4	0	0					
		0.77%	0.32%	0.67%	0.95%	0.31%	3.41%	0.39%	0.76%	0.44%	0.82%	0.00%	1.52%	0.34%	0.17%	0.65%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	8	1	1	0	1	2	0	0	0	0	1	0	1	0	0	1	0					
		0.10%	0.11%	0.08%	0.00%	0.31%	0.31%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.34%	0.00%	0.00%	0.59%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	696	104	91	35	50	74	32	31	19	43	20	26	36	44	48	14	29					
		8.99%	11.17%	7.56%	6.64%	15.58%	11.46%	12.50%	4.70%	8.41%	11.81%	4.81%	7.90%	12.29%	7.56%	7.82%	8.24%	14.15%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	521	60	86	62	18	40	23	32	12	22	38	27	19	31	32	12	7					
		6.73%	6.44%	7.15%	11.76%	5.61%	6.19%	8.98%	4.86%	5.31%	6.04%	9.13%	8.21%	6.48%	5.33%	5.21%	7.06%	3.41%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	53	4	16	3	0	7	2	5	2	1	1	3	2	1	4	2	0					
