Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Kлепиковская																																											
																																											
Сводная таблица итогов голосования																																											
																																											
		Сумма	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159									
1	Число избирателей, внесенных в список избирателей	21138	1700	1433	1483	926	1649	937	1003	1589	896	1330	383	128	210	188	91	768	316	1377	385	231	834	174	589	259	359	263	198	400	94	262	335	348									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	21881	1800	1520	1510	975	1670	960	990	1625	905	1370	395	129	217	186	80	795	318	1640	383	237	855	183	603	260	364	266	200	396	93	266	338	352									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных избирателям в помещении для голосования	10399	905	793	741	438	760	408	546	755	405	701	176	48	72	41	60	392	163	521	187	70	460	84	308	146	183	171	60	249	45	147	154	210									
5	Число избирательных бюллетеней, выданных избирателям вне помещения для голосования	1812	33	30	85	65	52	31	65	47	91	54	66	44	72	66	13	78	72	60	85	78	94	30	96	15	67	29	73	26	25	45	80	45									
6	Число погашенных избирательных бюллетеней	9670	862	697	684	472	858	521	379	823	409	615	153	37	73	79	7	325	83	1059	111	89	301	69	199	99	114	66	67	121	23	74	104	97									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1812	33	30	85	65	52	31	65	47	91	54	66	44	72	66	13	78	72	60	85	78	94	30	96	15	67	29	73	26	25	45	80	45									
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10399	905	793	741	438	760	408	546	755	405	701	176	48	72	41	60	392	163	521	187	70	460	84	308	146	183	171	60	249	45	147	154	210									
9	Число недействительных избирательных бюллетеней	276	28	20	10	8	10	10	10	19	65	28	7	1	1	0	3	13	0	21	3	1	6	1	0	0	2	6	0	0	0	1	1	1									
10	Число действительных избирательных бюллетеней	11935	910	803	816	495	802	429	601	783	431	727	235	91	143	107	70	457	235	560	269	147	548	113	404	161	248	194	133	275	70	191	233	254									
11	Число открепительных удостоверений, полученных участковой избирательной комиссией	512	75	51	50	34	12	9	9	15	9	31	11	1	2	2	1	12	10	112	3	2	13	5	6	2	3	2	2	3	1	8	8	8									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	448	73	45	50	34	10	3	3	15	7	31	11	0	1	0	0	12	9	109	0	2	7	3	5	1	2	1	1	3	1	3	4	2									
13	Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке	175	9	9	18	5	13	4	7	9	10	11	5	1	1	7	5	6	5	13	5	2	2	2	2	1	2	4	3	4	2	2	3	3									
14	Число погашенных неиспользованных открепительных удостоверений	64	2	6	0	0	2	6	6	0	2	0	0	1	1	2	1	0	1	3	3	0	6	2	1	1	1	1	1	0	0	5	4	6									
15	Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией	207	17	7	13	9	0	0	0	1	0	2	0	0	0	2	0	8	10	133	1	2	1	0	0	0	0	0	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1443	168	107	108	80	112	74	50	108	43	87	25	10	17	12	12	60	28	69	48	14	14	16	9	14	24	13	7	41	9	12	30	22									
		11.82%	17.91%	13.00%	13.08%	15.90%	13.79%	16.86%	8.18%	13.47%	8.67%	11.52%	10.33%	10.87%	11.81%	11.21%	16.44%	12.77%	11.91%	11.88%	17.65%	9.46%	2.53%	14.04%	2.23%	8.70%	9.60%	6.50%	5.26%	14.91%	12.86%	6.25%	12.82%	8.63%									
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1878	140	141	141	72	136	87	88	131	47	148	35	16	18	22	13	77	27	64	53	19	83	17	39	36	37	15	5	57	12	28	32	42									
