Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Краснооктябрьская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054					
1	"Число избирателей, внесенных в список"	9328	143	125	1132	542	291	130	96	243	146	139	108	112	345	515	335	411	232	100	91	152	406	338	1447	194	190	110	224	158	401	472					
2	Число полученных избирательных бюллетеней	9300	148	130	1100	580	320	160	106	230	140	150	110	126	350	490	320	360	210	100	92	140	380	330	1400	190	190	118	230	170	450	480					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6641	112	74	909	400	233	89	86	175	111	96	73	77	249	345	201	330	154	60	72	109	327	252	862	125	162	86	186	106	269	311					
5	"Число избирательных бюллетеней, выданных вне помещения"	479	15	20	19	15	26	13	7	25	18	15	6	12	32	4	9	12	53	16	10	20	6	19	42	21	7	7	0	7	11	12					
6	Число погашенных избирательных бюллетеней	2180	21	36	172	165	61	58	13	30	11	39	31	37	69	141	110	18	3	24	10	11	47	59	496	44	21	25	44	57	170	157					
7	Число избирательных бюллетеней в переносных ящиках	479	15	20	19	15	26	13	7	25	18	15	6	12	32	4	9	12	53	16	10	20	6	19	42	21	7	7	0	7	11	12					
8	Число бюллетеней в стационарных ящиках для голосования	6640	112	74	909	400	233	88	86	175	111	96	73	77	249	345	201	330	154	60	72	109	327	252	862	125	162	86	186	106	269	311					
9	Число недействительных избирательных бюллетеней	151	1	0	25	12	5	2	0	0	0	2	0	3	3	14	4	7	0	3	0	3	10	3	15	2	1	1	13	2	4	16					
10	Число действительных избирательных бюллетеней	6968	126	94	903	403	254	99	93	200	129	109	79	86	278	335	206	335	207	73	82	126	323	268	889	144	168	92	173	111	276	307					
11	Число полученных открепительных  удостоверений	490	10	10	30	20	20	10	10	20	10	20	10	10	20	20	20	20	15	10	10	10	20	20	40	10	10	10	20	15	25	15					
12	Число выданных открепительных удостоверений	43	1	0	10	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	5	0	15	0	1	0	4	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	37	0	0	3	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	2	1	2	3	16	2	1	0	0	0	1	1					
14	Число неиспользованных открепительных удостоверений	447	9	10	20	20	20	10	10	19	10	20	10	10	19	20	20	20	14	10	10	8	15	20	25	10	9	10	16	15	24	14					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	157	1	0	16	6	4	4	2	1	1	1	0	7	1	17	17	7	4	1	2	4	6	9	19	2	8	2	5	0	5	5					
		2.21%	0.79%	0.00%	1.72%	1.45%	1.54%	3.96%	2.15%	0.50%	0.78%	0.90%	0.00%	7.87%	0.36%	4.87%	8.10%	2.05%	1.93%	1.32%	2.44%	3.10%	1.80%	3.32%	2.10%	1.37%	4.73%	2.15%	2.69%	0.00%	1.79%	1.55%					
19	. Малышкин Олег Александрович	99	1	1	4	2	0	1	1	3	2	3	1	2	1	8	13	11	6	4	0	20	0	0	6	0	0	0	0	0	2	7					
		1.39%	0.79%	1.06%	0.43%	0.48%	0.00%	0.99%	1.08%	1.50%	1.55%	2.70%	1.27%	2.25%	0.36%	2.29%	6.19%	3.22%	2.90%	5.26%	0.00%	15.50%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	2.17%					
20	. Миронов Сергей Михайлович	45	1	3	2	4	3	1	1	3	1	0	0	0	3	3	0	2	1	1	0	3	0	2	3	2	2	0	0	0	3	1					
		0.63%	0.79%	3.19%	0.22%	0.96%	1.16%	0.99%	1.08%	1.50%	0.78%	0.00%	0.00%	0.00%	1.07%	0.86%	0.00%	0.58%	0.48%	1.32%	0.00%	2.33%	0.00%	0.74%	0.33%	1.37%	1.18%	0.00%	0.00%	0.00%	1.07%	0.31%					
21	. Путин Владимир Владимирович	3616	71	61	427	179	190	55	51	128	102	73	41	53	193	117	93	165	163	54	20	62	176	118	393	91	62	47	47	57	149	178					
		50.79%	55.91%	64.89%	46.01%	43.13%	73.36%	54.46%	54.84%	64.00%	79.07%	65.77%	51.90%	59.55%	68.68%	33.52%	44.29%	48.25%	78.74%	71.05%	24.39%	48.06%	52.85%	43.54%	43.47%	62.33%	36.69%	50.54%	25.27%	50.44%	53.21%	55.11%					
