Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Павловская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746					
1	"Число избирателей, внесенных в списки"	44484	1323	1583	1160	821	1518	2115	1236	2394	2339	383	1476	2010	1443	1463	516	342	1147	1061	779	929	1343	765	334	1356	882	522	1152	328	149	619	482	1025	1048	888	800	443	340	634	287	1316	465	329	705	329	1627	278					
2	"Число бюллетеней, полученных участковыми комиссиями"	43942	1300	1500	1200	800	1500	2099	1200	2273	2300	400	1400	1900	1400	1460	530	350	1150	1050	770	900	1300	799	340	1300	860	520	1128	340	160	630	500	1050	1000	860	793	440	340	640	300	1280	470	350	700	330	1630	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23769	727	821	596	394	759	1151	616	1323	1293	255	780	994	745	812	353	185	614	498	371	459	557	347	223	641	502	330	671	222	95	409	252	454	490	486	586	212	194	287	152	629	229	223	394	214	990	234					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3242	41	57	37	40	37	35	60	16	20	9	16	16	19	125	29	66	94	60	50	61	47	136	11	186	126	53	167	55	46	36	124	211	53	33	29	68	14	159	75	185	85	55	141	52	163	44					
6	Число погашенных бюллетеней	16930	532	622	567	366	704	913	524	934	987	136	604	890	636	523	148	99	442	492	349	380	696	316	106	473	232	137	290	63	19	185	124	385	457	341	178	160	132	193	73	466	156	72	165	64	477	122					
7	Число бюллетеней в переносных ящиках для голосования	3241	41	57	37	40	37	35	60	16	20	9	16	16	19	125	29	66	94	60	50	61	47	136	11	186	126	53	167	55	46	36	124	211	53	33	29	68	14	159	75	185	85	55	140	52	163	44					
8	Число бюллетеней в стационарных ящиках для голосования	23736	727	818	596	394	759	1151	615	1310	1293	255	780	992	745	808	353	185	613	498	371	459	557	347	223	641	502	330	671	222	95	409	252	450	490	486	582	212	194	286	152	629	229	223	394	214	990	234					
9	Число недействительных бюллетеней	325	10	0	9	10	14	13	18	9	10	8	16	0	7	10	7	5	22	15	8	4	10	12	1	4	13	4	0	1	0	6	0	13	3	6	12	0	3	0	3	10	5	0	8	2	13	1					
10	Число действительных бюллетеней	26652	758	875	624	424	782	1173	657	1317	1303	256	780	1008	757	923	375	246	685	543	413	516	594	471	233	823	615	379	838	276	141	439	376	648	540	513	599	280	205	445	224	804	309	278	526	264	1140	277					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	198	7	7	7	5	7	7	7	11	12	3	5	9	7	4	2	2	4	4	3	3	4	4	3	4	3	3	4	2	1	2	2	4	3	3	3	2	2	3	2	8	2	3	4	3	5	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	101	4	1	5	1	5	5	3	10	11	0	3	9	6	3	0	0	3	0	0	1	2	2	1	4	1	0	3	0	0	2	1	0	1	1	0	1	0	0	0	8	1	0	0	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	113	2	5	3	3	4	0	3	4	5	2	2	29	1	4	2	2	1	1	0	0	0	2	2	2	1	1	0	1	2	3	1	1	0	2	3	0	2	2	0	3	1	2	2	1	5	1					
14	Число погашенных открепительных удостоверений	97	3	6	2	4	2	2	4	1	1	3	2	0	1	1	2	2	1	4	3	2	2	2	2	0	2	3	1	2	1	0	1	4	2	2	3	1	2	3	2	0	1	3	4	3	2	3					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
