Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Зырянская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461					
1	"Число избирателей, внесенных в списки избирателей"	11999	973	601	904	949	695	879	513	248	600	519	427	542	375	178	45	289	520	180	225	47	216	103	107	224	204	196	87	83	276	61	309	362	62					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11970	950	600	870	940	680	870	500	250	600	520	420	540	390	190	40	320	530	190	230	50	230	100	100	220	200	200	90	80	290	60	300	360	60					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6830	496	344	394	542	384	414	239	125	329	322	267	329	237	96	29	180	343	104	154	35	132	57	72	167	145	106	52	46	187	48	195	215	45					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	644	51	29	29	36	39	21	38	24	22	55	19	19	20	25	0	20	36	15	19	4	12	6	5	5	13	12	4	5	31	1	10	19	0					
6	Число погашенных избирательных бюллетеней	4496	403	227	447	362	257	435	223	101	249	143	134	192	133	69	11	120	151	71	57	11	86	37	23	48	42	82	34	29	72	11	95	126	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	644	51	29	29	36	39	21	38	24	22	55	19	19	20	25	0	20	36	15	19	4	12	6	5	5	13	12	4	5	31	1	10	19	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6829	496	343	394	542	384	414	239	125	329	322	267	329	237	96	29	180	343	104	154	35	132	57	72	167	145	106	52	46	187	48	195	215	45					
9	Число недействительных избирательных бюллетеней	96	6	2	6	7	8	2	4	5	5	0	2	7	7	2	0	0	9	0	2	1	4	0	0	2	4	0	1	0	0	0	3	7	0					
10	Число действительных избирательных бюллетеней	7377	541	370	417	571	415	433	273	144	346	377	284	341	250	119	29	200	370	119	171	38	140	63	77	170	154	118	55	51	218	49	202	227	45					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	495	30	15	15	15	15	15	25	10	15	15	15	15	40	10	10	25	15	10	15	10	10	10	10	10	10	10	10	10	30	10	15	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	237	11	9	2	6	4	5	23	5	6	2	8	11	23	10	1	23	8	5	5	3	8	2	0	0	6	3	1	2	30	3	8	2	2					
