Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Зырянская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450					
1	"Число избирателей, внесенных в список избирателей"	11950	945	350	415	809	927	915	657	521	249	595	543	426	549	361	188	259	517	175	238	42	238	408	192	334	301	54	678	64					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11770	900	340	400	800	900	900	650	500	240	600	540	430	550	350	190	270	500	170	230	45	240	400	190	340	300	55	680	60					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5709	433	161	156	401	435	388	313	194	99	277	279	242	260	170	75	110	304	94	128	24	107	238	118	135	168	28	333	39					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	513	30	13	7	19	31	16	40	44	6	30	53	24	22	21	16	12	28	1	14	3	12	9	3	19	21	2	17	0					
6	Число погашенных избирательных бюллетеней	5548	437	166	237	380	434	496	297	262	135	293	208	164	268	159	99	148	168	75	88	18	121	153	69	186	111	25	330	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	513	30	13	7	19	31	16	40	44	6	30	53	24	22	21	16	12	28	1	14	3	12	9	3	19	21	2	17	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5709	433	161	156	401	435	388	313	194	99	277	279	242	260	170	75	110	304	94	128	24	107	238	118	135	168	28	333	39					
9	Число недействительных избирательных бюллетеней	102	1	0	1	7	13	9	5	2	3	4	2	3	5	2	3	6	4	1	1	0	3	12	3	4	5	1	2	0					
10	Число действительных избирательных бюллетеней	6120	462	174	162	413	453	395	348	236	102	303	330	263	277	189	88	116	328	94	141	27	116	235	118	150	184	29	348	39					
