Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
"Наименование Избирательной комиссии:    Бийск, Приобская"																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367					
1	"Число избирателей, внесенных в списки"	94043	1039	994	1471	1529	958	1279	2664	2768	2517	1767	1925	2222	1178	1576	1707	1513	2253	1717	1369	2474	1530	1557	2589	2208	2086	1294	2759	2296	1721	2366	2295	2614	2643	2278	2230	1583	2552	1672	2676	2651	2714	2696	2686	1886	1827	1845	1869					
2	"Число бюллетеней, полученных участковыми комиссиями"	83740	930	880	1300	1370	840	1150	2380	2470	2230	1590	1720	1990	1060	1400	1540	1360	2010	1540	1220	2210	1370	1380	2330	1950	1870	1160	2470	2000	1540	2120	2060	2340	2360	2030	2000	1420	2300	1490	2390	2380	2420	2420	2400	1700	1610	1340	1700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	48895	457	338	576	626	552	524	1157	1282	1233	725	1163	1288	436	978	985	839	1195	853	652	1012	878	800	1530	1101	1134	726	1471	1150	725	1153	1229	1516	1240	1171	1458	958	1533	930	1523	1599	1102	1448	1464	989	1011	1114	1071					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1411	33	17	44	37	12	29	24	23	27	25	16	36	16	39	29	21	29	35	27	46	24	36	28	73	40	19	31	106	18	46	30	27	14	25	26	27	31	32	28	32	25	30	22	20	35	15	6					
6	Число погашенных бюллетеней	33418	440	525	680	707	276	597	1199	1165	970	840	541	666	608	383	526	500	786	652	541	1152	468	544	768	776	696	415	968	744	797	921	801	797	1106	834	516	435	735	528	839	738	1293	942	914	691	564	211	623					
7	Число бюллетеней в переносных ящиках для голосования	1411	33	17	44	37	12	29	24	23	27	25	16	36	16	39	29	21	29	35	27	46	24	36	28	73	40	19	31	106	18	46	30	27	14	25	26	27	31	32	28	32	25	30	22	20	35	15	6					
8	Число бюллетеней в стационарных ящиках для голосования	48793	457	338	576	626	552	524	1157	1282	1233	725	1163	1288	436	976	985	839	1194	851	652	1009	878	800	1528	1099	1134	726	1471	1150	725	1082	1229	1516	1234	1171	1458	958	1532	930	1523	1588	1102	1448	1464	989	1011	1113	1071					
9	Число недействительных бюллетеней	466	4	8	10	4	7	6	5	17	17	12	11	11	1	9	10	9	11	9	5	12	18	7	9	14	2	8	14	2	7	13	12	26	11	8	11	4	8	4	20	14	14	7	11	10	12	15	7					
10	Число действительных бюллетеней	49738	486	347	610	659	557	547	1176	1288	1243	738	1168	1313	451	1006	1004	851	1212	877	674	1043	884	829	1547	1158	1172	737	1488	1254	736	1115	1247	1517	1237	1188	1473	981	1555	958	1531	1606	1113	1471	1475	999	1034	1113	1070					
