Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Борисоглебская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436					
1	"Число избирателей, внесенных в списки избирателей"	10995	522	348	2675	2051	716	231	210	490	932	360	128	357	220	131	183	196	216	190	157	332	210	140					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10800	520	350	2550	1950	730	240	210	480	930	360	140	350	220	130	180	190	220	190	180	330	210	140					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6008	208	151	1648	1185	317	139	97	250	573	232	63	199	111	60	48	85	123	63	76	192	107	81					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1839	147	124	82	110	157	49	70	96	142	54	45	134	63	47	104	64	64	94	64	46	53	30					
6	Число погашенных избирательных бюллетеней	2953	165	75	820	655	256	52	43	134	215	74	32	17	46	23	28	41	33	33	40	92	50	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1839	147	124	82	110	157	49	70	96	142	54	45	134	63	47	104	64	64	94	64	46	53	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6008	208	151	1648	1185	317	139	97	250	573	232	63	199	111	60	48	85	123	63	76	192	107	81					
9	Число недействительных избирательных бюллетеней	73	2	1	12	16	7	0	4	4	6	2	5	0	0	1	0	2	5	2	1	1	1	1					
10	Число действительных избирательных бюллетеней	7774	353	274	1718	1279	467	188	163	342	709	284	103	333	174	106	152	147	182	155	139	237	159	110					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	347	5	5	35	20	15	5	15	15	72	5	15	20	10	5	5	5	15	5	15	15	20	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	317	4	5	35	20	5	5	15	15	72	5	12	20	10	5	5	4	15	5	15	15	20	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	143	3	3	28	41	2	5	5	14	3	2	3	3	4	1	2	7	3	2	4	2	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	30	1	0	0	0	10	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	1	0	3	4	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
