Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Кадомская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58					
1	"Число избирателей, внесенных в списки избирателей"	7900	707	829	883	552	783	1107	94	479	158	170	397	88	99	106	150	241	162	212	380	303					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7800	675	820	875	555	770	1100	98	480	149	172	385	90	99	102	145	240	160	210	380	295					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3670	353	388	405	221	392	478	61	188	85	63	207	31	58	76	109	143	68	88	132	124					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	950	46	38	41	54	52	73	7	126	31	66	94	18	6	19	5	39	55	41	65	74					
6	Число погашенных избирательных бюллетеней	3180	276	394	429	280	326	549	30	166	33	43	84	41	35	7	31	58	37	81	183	97					
7	Число избирательных бюллетеней в переносных ящиках для голосования	950	46	38	41	54	52	73	7	126	31	66	94	18	6	19	5	39	55	41	65	74					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3670	353	388	405	221	392	478	61	188	85	63	207	31	58	76	109	143	68	88	132	124					
9	Число недействительных избирательных бюллетеней	44	0	7	3	3	4	10	1	2	1	3	1	1	1	0	2	0	0	1	4	0					
10	Число действительных избирательных бюллетеней	4576	399	419	443	272	440	541	67	312	115	126	300	48	63	95	112	182	123	128	193	198					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	195	10	15	15	15	15	15	5	10	10	10	10	5	5	5	5	10	5	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	45	4	6	5	10	5	10	2	2	0	0	0	0	0	0	0	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	71	5	4	5	3	7	4	3	3	4	0	7	2	2	3	3	2	1	4	3	6					
14	Число погашенных неиспользованных открепительных удостоверений	150	6	9	10	5	10	5	3	8	10	10	10	5	5	5	5	9	5	10	10	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	155	14	12	4	7	15	20	2	12	10	7	13	2	3	2	6	5	5	6	4	6					
		3.35%	3.51%	2.82%	0.90%	2.55%	3.38%	3.63%	2.94%	3.82%	8.62%	5.43%	4.32%	4.08%	4.69%	2.11%	5.26%	2.75%	4.07%	4.65%	2.03%	3.03%					
19	2.Всероссийская политическая партия «Гражданская Сила»	26	1	1	1	3	4	3	0	1	2	1	1	1	1	2	1	1	0	0	1	1					
