Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Кадомская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57					
1	"Число избирателей, внесенных в список избирателей"	7261	364	183	143	183	236	85	233	175	352	206	132	90	137	743	885	796	534	743	581	460					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7370	375	180	145	180	240	85	240	170	360	215	135	85	130	775	880	795	545	760	600	475					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3781	194	81	62	102	156	62	108	66	124	116	48	51	96	356	500	419	350	375	302	213					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	933	66	42	43	62	43	2	56	50	53	33	35	21	14	87	60	72	62	50	51	31					
6	Число погашенных избирательных бюллетеней	2656	115	57	40	16	41	21	76	54	183	66	52	13	20	332	320	304	133	335	247	231					
7	Число избирательных бюллетеней в переносных ящиках для голосования	933	66	42	43	62	43	2	56	50	53	33	35	21	14	87	60	72	62	50	51	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3781	194	81	62	102	156	62	108	66	124	116	48	51	96	356	500	419	350	375	302	213					
9	Число недействительных избирательных бюллетеней	77	7	1	2	4	4	0	8	3	2	6	3	0	4	3	5	8	6	5	3	3					
10	Число действительных избирательных бюллетеней	4637	253	122	103	160	195	64	156	113	175	143	80	72	106	440	555	483	406	420	350	241					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	190	10	5	4	5	6	2	6	4	9	6	4	2	3	20	23	20	14	20	15	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	143	8	5	4	5	6	2	4	3	8	6	2	2	3	12	13	7	14	16	13	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	98	4	3	1	2	2	3	3	5	2	2	3	3	4	8	29	8	6	6	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	47	2	0	0	0	0	0	2	1	1	0	2	0	0	8	10	13	0	4	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	572	47	19	11	12	19	16	23	19	17	23	12	3	18	29	77	11	53	65	52	46					
		12.13%	18.08%	15.45%	10.48%	7.32%	9.55%	25.00%	14.02%	16.38%	9.60%	15.44%	14.46%	4.17%	16.36%	6.55%	13.75%	2.24%	12.86%	15.29%	14.73%	18.85%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	546	50	15	15	7	19	7	12	15	31	20	9	5	7	84	60	23	29	59	46	33					
		11.58%	19.23%	12.20%	14.29%	4.27%	9.55%	10.94%	7.32%	12.93%	17.51%	13.42%	10.84%	6.94%	6.36%	18.96%	10.71%	4.68%	7.04%	13.88%	13.03%	13.52%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	6	0	0	0	0	0	3	2	2	1	0	1	2	4	5	2	7	5	11	6					
		1.21%	2.31%	0.00%	0.00%	0.00%	0.00%	0.00%	1.83%	1.72%	1.13%	0.67%	0.00%	1.39%	1.82%	0.90%	0.89%	0.41%	1.70%	1.18%	3.12%	2.46%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	814	38	15	26	34	29	8	27	13	29	21	9	15	16	129	116	55	53	76	51	54					
		17.27%	14.62%	12.20%	24.76%	20.73%	14.57%	12.50%	16.46%	11.21%	16.38%	14.09%	10.84%	20.83%	14.55%	29.12%	20.71%	11.20%	12.86%	17.88%	14.45%	22.13%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	1	2	1	0	0	0	4	0	0	2	0	0	1	1	8	5	4	7	2	1					
		0.83%	0.38%	1.63%	0.95%	0.00%	0.00%	0.00%	2.44%	0.00%	0.00%	1.34%	0.00%	0.00%	0.91%	0.23%	1.43%	1.02%	0.97%	1.65%	0.57%	0.41%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2592	110	71	49	107	128	33	87	63	94	76	50	48	60	192	287	385	258	207	188	99					
		54.99%	42.31%	57.72%	46.67%	65.24%	64.32%	51.56%	53.05%	54.31%	53.11%	51.01%	60.24%	66.67%	54.55%	43.34%	51.25%	78.41%	62.62%	48.71%	53.26%	40.57%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	17	1	0	1	0	0	0	0	1	2	0	0	0	2	1	2	2	2	1	0	2					
		0.36%	0.38%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.86%	1.13%	0.00%	0.00%	0.00%	1.82%	0.23%	0.36%	0.41%	0.49%	0.24%	0.00%	0.82%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
