Выборы Президента Российской Федерации																																																							
																																																							
Наименование Избирательной комиссии:    Пинежская																																																							
																																																							
Итоги голосования 																																																							
																																																							
		Сумма	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726					
1	"Число избирателей, внесенных в список"	23262	447	807	399	223	278	524	322	810	884	189	88	385	326	828	266	439	160	372	566	1271	2067	391	995	71	188	404	550	1144	514	1322	337	220	331	247	125	134	143	86	266	371	228	351	1605	1093	150	90	158	97					
2	Число полученных избирательных бюллетеней	21917	450	800	400	200	280	525	320	800	850	201	87	370	330	820	290	460	175	390	550	1200	1760	360	880	76	176	370	520	1050	450	1180	280	200	300	230	130	150	145	87	250	350	200	340	1450	965	150	100	170	100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14376	302	496	240	144	157	333	229	518	581	136	63	262	178	480	218	300	100	244	385	842	1306	246	589	64	131	206	361	674	312	836	193	112	201	120	93	108	78	46	162	200	96	222	947	599	65	42	109	50					
5	"Число избирательных бюллетеней, выданных вне помещения"	1217	31	15	1	5	8	16	18	55	37	17	8	41	28	14	20	20	13	66	16	17	96	31	7	0	1	59	16	22	39	31	32	34	24	14	6	5	13	14	27	44	53	25	46	25	49	25	7	26					
6	Число погашенных избирательных бюллетеней	6324	117	289	159	51	115	176	73	227	232	48	16	67	124	326	52	140	62	80	149	341	358	83	284	12	44	105	143	354	99	313	55	54	75	96	31	37	54	27	61	106	51	93	457	341	36	33	54	24					
7	Число избирательных бюллетеней в переносных ящиках	1217	31	15	1	5	8	16	18	55	37	17	8	41	28	14	20	20	13	66	16	17	96	31	7	0	1	59	16	22	39	31	32	34	24	14	6	5	13	14	27	44	53	25	46	25	49	25	7	26					
8	Число бюллетеней в стационарных ящиках для голосования	14374	302	496	240	144	157	333	229	518	581	136	63	262	178	480	218	300	100	244	385	842	1306	246	589	64	131	206	361	674	312	835	193	112	201	120	93	108	78	46	162	200	96	222	947	598	65	42	109	50					
9	Число недействительных избирательных бюллетеней	85	2	0	0	3	2	2	2	4	8	0	0	3	4	8	0	1	1	1	3	1	2	2	2	0	1	1	2	4	2	4	2	1	3	0	0	0	0	0	0	4	1	2	4	1	0	0	0	2					
10	Число действительных избирательных бюллетеней	15506	331	511	241	146	163	347	245	569	610	153	71	300	202	486	238	319	112	309	398	858	1400	275	594	64	131	264	375	692	349	862	223	145	222	134	99	113	91	60	189	240	148	245	989	622	114	67	116	74					
11	Число полученных открепительных  удостоверений	658	10	10	4	3	3	15	11	20	15	18	5	14	16	20	30	22	10	49	15	25	38	10	20	5	5	5	15	20	15	40	20	10	10	10	10	10	5	5	10	9	5	6	20	20	5	5	5	5					
12	Число выданных открепительных удостоверений	516	3	10	3	3	2	10	11	19	12	15	5	14	3	17	30	22	8	49	15	21	36	10	12	2	5	5	15	8	11	30	16	8	8	4	3	4	5	1	10	7	5	6	20	7	0	3	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	229	0	4	0	0	0	1	1	8	5	3	3	9	1	6	8	4	1	8	4	21	34	6	22	3	6	3	2	6	1	14	1	1	3	2	1	0	2	1	0	4	1	2	12	4	2	2	2	5					
14	Число неиспользованных открепительных удостоверений	142	7	0	1	0	1	5	0	1	3	3	0	0	13	3	0	0	2	0	0	4	2	0	8	3	0	0	0	12	4	10	4	2	2	6	7	6	0	4	0	2	0	0	0	13	5	2	2	5					
15	"Число открепительных удостоверений, выданных в ТИК"	23	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	2	4	0	4	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																							
18	. Глазьев Сергей Юрьевич	326	7	10	5	3	3	4	3	11	17	2	2	9	6	8	8	5	4	9	11	13	29	3	17	2	5	6	9	24	3	20	5	0	6	2	1	1	0	1	3	0	5	8	19	15	0	0	1	1					
