Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Красноармейская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394					
1	"Число избирателей, внесенных в списки"	13581	2238	1465	292	466	578	143	440	413	320	426	195	341	176	313	573	204	695	494	509	793	879	183	336	493	616					
2	"Число бюллетеней, полученных участковыми комиссиями"	12085	1955	1290	263	420	510	128	390	375	287	380	175	295	156	278	503	177	624	445	458	715	790	165	300	448	558					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7827	1356	815	96	306	352	74	252	245	193	212	86	204	122	179	311	122	377	320	285	431	493	126	198	301	371					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	782	20	61	43	18	44	15	35	39	21	38	20	42	7	38	38	15	17	38	53	46	65	2	7	33	27					
6	Число погашенных бюллетеней	3476	579	414	124	96	114	39	103	91	73	130	69	49	27	61	154	40	230	87	120	238	232	37	95	114	160					
7	Число бюллетеней в переносных ящиках для голосования	782	20	61	43	18	44	15	35	39	21	38	20	42	7	38	38	15	17	38	53	46	65	2	7	33	27					
8	Число бюллетеней в стационарных ящиках для голосования	7825	1354	815	96	306	352	74	252	245	193	212	86	204	122	179	311	122	377	320	285	431	493	126	198	301	371					
9	Число недействительных бюллетеней	478	77	29	6	15	28	6	3	19	16	11	11	13	8	17	27	15	32	8	15	6	21	13	10	36	36					
10	Число действительных бюллетеней	8129	1297	847	133	309	368	83	284	265	198	239	95	233	121	200	322	122	362	350	323	471	537	115	195	298	362					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	326	34	24	10	13	13	10	13	13	10	14	10	13	10	10	15	10	15	13	13	15	5	10	10	13	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	72	27	9	1	3	2	0	0	1	1	5	0	3	1	1	4	0	4	2	2	2	2	0	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	87	13	23	0	7	2	3	2	0	1	5	3	0	2	1	4	1	0	1	2	1	3	3	5	3	2					
14	Число погашенных открепительных удостоверений	254	7	15	9	10	11	10	13	12	9	9	10	10	9	9	11	10	11	11	11	13	3	10	10	11	10					
15	Число открепительных удостоверений выданных ТИК	4	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	213	24	17	3	5	8	2	7	5	10	9	3	4	6	3	12	2	20	12	7	15	10	2	4	8	15					
		2.47%	1.74%	1.94%	2.15%	1.54%	2.02%	2.24%	2.43%	1.76%	4.67%	3.6%	2.83%	1.62%	4.65%	1.38%	3.43%	1.45%	5.07%	3.35%	2.07%	3.14%	1.79%	1.56%	1.95%	2.39%	3.76%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	161	44	19	5	4	6	3	4	2	2	3	0	2	0	0	4	0	6	7	4	7	15	1	10	6	7					
