Выборы Президента Российской Федерации																																																																																																																	
Дата голосования: 04.03.2012																																																																																																																	
																																																																																																																	
Наименование Избирательной комиссии:    Нальчикская городская																																																																																																																	
																																																																																																																	
Сводная таблица итогов голосования																																																																																																																	
																																																																																																																	
	Число участковых избирательных комиссий	102																																																																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	102																																																																																																															
																																																																																																																	
		Сумма	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199									
1	Число избирателей, включенных в список избирателей	157405	2343	1450	1470	1396	1274	1100	1262	1567	1386	694	2811	1726	1442	2413	2504	2126	1476	1049	1502	1861	1370	1701	1631	1595	1162	1732	850	1495	1905	510	1937	1300	2050	1048	1100	2204	1078	1860	896	2054	1638	1300	1372	1822	1524	1735	1441	2686	1600	2727	757	1577	804	1357	1700	1348	1460	2129	881	978	752	1198	1244	1427	1312	1817	1637	1276	1515	2021	1393	2361	1694	749	1197	1204	1236	946	958	2326	2239	1536	2150	1061	1507	1785	1799	1306	1754	1267	1505	1999	1176	2316	1411	1224	1568	2105	1610	2200	1326	1132									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	156053	2200	1450	1450	1400	1250	1100	1250	1550	1350	955	2750	1700	1400	2350	2400	2100	1450	1050	1500	1850	1350	1700	1600	1550	1100	1700	850	1500	1900	510	1850	1300	2000	1050	1100	2150	1050	1850	900	2000	1600	1250	1350	1800	1500	1700	1900	2700	1600	2600	1000	1550	804	1350	1700	1350	1450	2100	916	1418	750	1150	1200	1400	1300	1800	1600	1250	1500	2000	1350	2350	1650	750	1150	1200	1200	950	950	2200	2100	1500	2150	1050	1500	1700	1750	1300	1750	1200	1500	1950	1150	2250	1400	1200	1550	2000	1600	2200	1300	1100									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	113563	1852	959	1094	985	877	409	881	1132	1029	693	1673	1086	1071	1737	1733	1388	1130	875	1177	1210	1047	1211	1143	952	927	1037	684	1179	1388	77	1548	1002	1644	679	202	1614	842	1400	711	1574	1219	897	1044	1302	1184	1431	1417	1845	739	1925	740	1057	240	946	1246	954	792	1453	861	943	549	669	912	988	934	1329	1192	913	1037	1689	1003	1542	1200	552	861	765	1049	715	741	1834	1601	1070	1823	784	1223	1412	1677	955	1428	916	1175	1395	644	1624	961	855	1266	1708	1076	1598	917	894									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	7148	22	218	14	34	53	550	30	13	7	1	496	192	139	15	32	40	51	25	24	67	8	30	4	106	23	245	26	17	24	433	21	40	36	97	633	41	20	43	11	26	12	8	14	25	19	22	24	175	494	31	17	10	564	11	41	31	296	42	17	35	22	175	26	17	43	16	12	21	24	29	49	22	38	29	19	115	1	16	7	27	13	32	51	13	17	34	19	96	4	72	21	7	71	37	46	23	19	22	6	12	18	12									
6	Число погашенных избирательных бюллетеней	35342	326	273	342	381	320	141	339	405	314	261	581	422	190	598	635	672	269	150	299	573	295	459	453	492	150	418	140	304	488	0	281	258	320	274	265	495	188	407	178	400	369	345	292	473	297	247	459	680	367	644	243	483	0	393	413	365	362	605	38	440	179	306	262	395	323	455	396	316	439	282	298	786	412	169	270	320	150	219	202	339	486	398	276	253	260	254	54	249	318	212	304	548	435	589	393	322	265	270	518	590	365	194									
7	Число избирательных бюллетеней в переносных ящиках для голосования	7148	22	218	14	34	53	550	30	13	7	1	496	192	139	15	32	40	51	25	24	67	8	30	4	106	23	245	26	17	24	433	21	40	36	97	633	41	20	43	11	26	12	8	14	25	19	22	24	175	494	31	17	10	564	11	41	31	296	42	17	35	22	175	26	17	43	16	12	21	24	29	49	22	38	29	19	115	1	16	7	27	13	32	51	13	17	34	19	96	4	72	21	7	71	37	46	23	19	22	6	12	18	12									
8	Число бюллетеней в стационарных ящиках для голосования	113523	1852	959	1094	985	877	409	881	1132	1029	693	1673	1086	1071	1737	1733	1388	1130	875	1177	1210	1047	1211	1143	952	927	1037	684	1179	1388	77	1548	1002	1644	679	202	1614	842	1400	695	1574	1219	897	1044	1302	1184	1431	1417	1845	739	1925	740	1057	240	946	1246	954	792	1453	839	943	549	669	912	988	934	1329	1192	913	1037	1689	1003	1542	1200	552	859	765	1049	715	741	1834	1601	1070	1823	784	1223	1412	1677	955	1428	916	1175	1395	644	1624	961	855	1266	1708	1076	1598	917	894									
9	Число недействительных избирательных бюллетеней	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	120629	1874	1177	1108	1019	930	959	911	1145	1036	694	2169	1278	1210	1752	1765	1428	1181	900	1201	1277	1055	1241	1147	1058	950	1282	710	1196	1412	510	1569	1042	1680	766	835	1655	862	1443	701	1600	1231	905	1058	1327	1200	1453	1441	2020	1233	1956	757	1067	804	957	1287	985	1088	1495	844	978	571	844	938	1005	977	1345	1198	934	1061	1718	1052	1564	1238	581	872	880	1050	731	748	1861	1614	1102	1874	797	1240	1446	1696	1051	1432	988	1196	1402	715	1661	1007	878	1285	1730	1082	1610	935	906									
11	Число полученных открепительных  удостоверений	752	7	7	7	7	7	7	7	7	7	7	7	7	7	7	9	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	7	7	12	7	7	7	7	7	7	7	7	7	7	7	7	7	12	7	7	7	7	7	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	10	7	7	7	7	7	7	9	7	7	32	7	7	7	11	7	7	7	7	7	7	7	7	7	7	7	7	12	7	8									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	752	7	7	7	7	7	7	7	7	7	7	7	7	7	7	9	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	7	7	12	7	7	7	7	7	7	7	7	7	7	7	7	7	12	7	7	7	7	7	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	10	7	7	7	7	7	7	9	7	7	32	7	7	7	11	7	7	7	7	7	7	7	7	7	7	7	7	12	7	8									
13	Число избирателей, проголосовавших по открепительным удостоверениям	334	0	0	0	0	1	152	3	2	4	4	0	0	0	1	0	2	0	0	0	1	3	7	4	0	0	0	1	0	2	0	2	5	7	0	45	0	0	0	2	2	1	0	0	0	0	1	0	0	2	2	0	4	0	2	3	0	3	0	0	3	5	3	0	1	1	0	1	0	2	20	0	0	0	0	3	0	0	2	0	0	0	2	4	0	0	0	0	4	1	0	0	2	2	0	1	0	3	2	0	4	0	0									
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	48	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	1	0	0	1	3	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	2	1	1	0	0	0	0	1	1	2	0	4	0	0	0	2	0	0	0	0	0	3	1	0	0	1	2	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0									
