Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
"Наименование Избирательной комиссии:    Томск, Советская"																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38					
1	"Число избирателей, внесенных в списки избирателей"	77599	2805	2611	2235	1904	2068	2179	1342	1677	2287	2224	2393	1480	2205	2917	2260	1914	1125	1943	924	1132	1779	2370	2127	2065	2363	2646	1687	2563	1896	2322	2580	2125	2288	1535	2074	2377	1356	1821					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	68000	2500	2000	2000	1500	1900	2000	1100	1600	2000	2000	2200	1300	1900	2500	2100	1900	1000	1700	900	1000	1500	2000	2000	1900	2000	2200	1500	2200	1800	2000	2100	1900	2000	1400	1900	2000	1000	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	37077	1439	1511	1149	962	1044	823	484	872	1081	933	1130	606	952	1342	1129	1064	436	957	654	506	984	1176	970	999	1193	1360	830	1265	817	1172	1201	1050	932	670	796	1097	642	849					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1006	12	22	18	41	24	25	40	10	10	14	21	10	28	155	30	20	23	25	0	8	13	18	13	20	15	19	81	32	36	27	42	12	71	19	14	10	10	18					
6	Число погашенных избирательных бюллетеней	29917	1049	467	833	497	832	1152	576	718	909	1053	1049	684	920	1003	941	816	541	718	246	486	503	806	1017	881	792	821	589	903	947	801	857	838	997	711	1090	893	348	633					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1006	12	22	18	41	24	25	40	10	10	14	21	10	28	155	30	20	23	25	0	8	13	18	13	20	15	19	81	32	36	27	42	12	71	19	14	10	10	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37039	1439	1504	1149	962	1043	822	484	872	1079	932	1130	606	952	1339	1125	1063	436	957	654	506	984	1176	970	996	1193	1360	830	1265	817	1170	1200	1049	931	670	794	1097	642	841					
9	Число недействительных избирательных бюллетеней	484	30	23	14	7	13	13	6	6	8	13	16	5	12	21	13	11	7	16	12	7	6	7	20	9	17	26	10	15	15	15	21	11	10	10	12	8	9	10					
10	Число действительных избирательных бюллетеней	37561	1421	1503	1153	996	1054	834	518	876	1081	933	1135	611	968	1473	1142	1072	452	966	642	507	991	1187	963	1007	1191	1353	901	1282	838	1182	1221	1050	992	679	796	1099	643	849					
